AssignmentId,storyIx,story,summary,events,surprising,mainEvent,memType,mostSurprising
3GNA64GUZFQ218M5HHZGXSMZI475QT,2,"That fateful day in June - June Seventh 2019 was a day like any other ordinary day. It began the same, mid way also. The night was what changed everything. I developed and woke up to an extreme pain. This pain radiated in my jaw, teeth, and neck, but was not the ordinary tooth or molar pain. It was intense, extreme, unbearable. Nothing would help it, not over the counter medications, or rest. It was an intense, tremoring pain --- the kind you'd experience during a boxing match or worse, during surgery without numbing. Being that I suffer from anxiety and am getting up there in age, I began to worry. Was this very serious? I contemplated my options all the while suffering. Do I go to the ER? A local Urgent Care? I tried everything I could think of to numb the pain. It was almost as if I was bitten by a poisonous creature. Was it a spider bite? So many things raced through my mind. Eventually, I realized the inside of my mouth was irritated. This was possibly from spicy food or acid reflux, and that it appeared to be possibly infected. After finally coming to and going to the ER, this was confirmed. I was given antibiotics and went home. I have since fully recuperated thankfully.","I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.","['The night was what changed everything.', 'I developed and woke up to an extreme pain.', 'Nothing would help it, not over the counter medications, or rest.', 'Being that I suffer from anxiety and am getting up there in age, I began to worry.', 'I tried everything I could think of to numb the pain.', 'Eventually, I realized the inside of my mouth was irritated.', 'After finally coming to and going to the ER, this was confirmed.', 'I was given antibiotics and went home.', 'I have since fully recuperated thankfully.']","['The night was what changed everything.', 'I developed and woke up to an extreme pain.']",A Sudden Severe Unidentified Pain,recalled,My Full Quick Recovery
3SITXWYCNWVOZL4Q45LLUMIKYIZXB5,1,"After the pain - The healing. After the Urgent Care visit and the pain subsided, I worried it might come back. The whole day I kept ice firmly pressed against the area, trying my best to keep it at bay. The anxiousness and anxiety it caused was not good. It kept me from sleeping or focusing well, and also from working. I worried - will I need to take more pain medicine? Will the infection return? Thankfully, with full rest, mouth rinse, and a positive outlook, the pain was no more. Now, I make sure to rinse daily with this unique mouth wash and so far it's been pretty positive. Also of note, I ended up making up my work and being given reduced hours, which helped me make up the amount of money lost. The doctor at the Urgent Care Center stated it appeared to be an infection resulting from impacted wisdom teeth. Wisdom Teeth come in around 17 years of age, or start to and eventually become impacted. Impaction leads to vision problems, pain, on site infection, and shifting teeth among other things. I have experienced some pain for years over this, but only recently, has it become so bad that it incapacitates me. While I personally do not want to undergo wisdom tooth extraction, I definitely recommend it if you suffer.","I developed a sudden severe pain, enduring it for many hours - decided to go to the ER after worrying it could be very serious (such as a stroke) and was given the all clear. I fully recuperated and was given medicine, and the healing was rather quick.","['After the Urgent Care visit and the pain subsided, I worried it might come back.', 'The whole day I kept ice firmly pressed against the area, trying my best to keep it at bay.', 'The anxiousness and anxiety it caused was not good.', 'Thankfully, with full rest, mouth rinse, and a positive outlook, the pain was no more.', ""Now, I make sure to rinse daily with this unique mouth wash and so far it's been pretty positive."", 'Also of note, I ended up making up my work and being given reduced hours, which helped me make up the amount of money lost.', 'The doctor at the Urgent Care Center stated it appeared to be an infection resulting from impacted wisdom teeth.']","['Thankfully, with full rest, mouth rinse, and a positive outlook, the pain was no more.', 'Also of note, I ended up making up my work and being given reduced hours, which helped me make up the amount of money lost.', 'The doctor at the Urgent Care Center stated it appeared to be an infection resulting from impacted wisdom teeth.']",The after effects and worry of an infection illness.,retold,That the enormous pain healed prompt without much effort.
3TAYZSBPLMUMFRIVR2MNULYOGW4S2Z,2,"My boyfriend and I have been together for several years now. I thought he was going to ask me to marry him. Instead, about two months ago he told me that he fell out of love with me and that he thought we should separate. I have been devastated. My emotional roller coaster has been mostly down. I have had thoughts of suicide. I know that killing myself over a guy is stupid, but they continue to come. I don't have any support in my life. My boyfriend was my entire support system. My parents have been out of my life for several years. I cannot turn to the since both of them are druggies on skid row. I am just so sad and alone right now. I'm thinking to try to go to a support group, but just cannot figure out where to turn. I'm glad that I do not own a gun because that would have made it too easy to do it. I do not want to die, but I cannot imagine a life without him.",My boyfriend feel out of love with me. I know i shouldnt think about killing myself over a guy but i dont have a lot of people in my life both of my parents arw out of my life. I am very sad i have no one to help me but him.,"['Instead, about two months ago he told me that he fell out of love with me and that he thought we should separate.', 'I have been devastated.', 'I have had thoughts of suicide.', ""I don't have any support in my life."", 'My parents have been out of my life for several years.', 'I cannot turn to the since both of them are druggies on skid row.', ""I'm thinking to try to go to a support group, but just cannot figure out where to turn.""]","['Instead, about two months ago he told me that he fell out of love with me and that he thought we should separate.', 'I have had thoughts of suicide.']",my boyfriend has fallen out of love,imagined,that I want to kill myself
3R3YRB5GRGPRZ753TMA2F4ZAD3BAU6,1,This summer was very hard for me me and my boyfriend broke up. We have been going threw a lot of problems and even fighting with each other. I have been so depressed i couldnt even very out of bed i just been hating myself. Ive gotten down to thoght about taking my own life. My boyfriend cheated on me with me with one of my friends just becuase he saw her on facebook. I am so upset i can manage i thought he loved me like no one else. I can blame anyone but myself my mom once told me before she left that no one is going to love me like my family is going to love me. My only hope is that i can find myself again ive been struggling though everyday its a battle just to eveh eat food. I would like to sing i often write my own songs in hope of freedom. My class mate tells me dont worry about anything but just helping myself. These days i just feel like smashing my head threw a wall becuase i am just being consumed by overwheling revaltions about this world and who i ama. I dont know how people can just move on like that do they not feel as deeply as they show. Have mercy on me have mercy on my soul. I cannot forgive myself at least not yet i am trying and trying. I want to be proud of myself and make the ones who came before me proud.,My boyfriend feel out of love with me. I know i shouldnt think about killing myself over a guy but i dont have a lot of people in my life both of my parents arw out of my life. I am very sad i have no one to help me but him.,"['This summer was very hard for me me and my boyfriend broke up.', 'I have been so depressed i couldnt even very out of bed i just been hating myself.', 'Ive gotten down to thoght about taking my own life.', 'My boyfriend cheated on me with me with one of my friends just becuase he saw her on facebook.', 'I can blame anyone but myself my mom once told me before she left that no one is going to love me like my family is going to love me.', 'I would like to sing i often write my own songs in hope of freedom.', 'These days i just feel like smashing my head threw a wall becuase i am just being consumed by overwheling revaltions about this world and who i ama.']","['This summer was very hard for me me and my boyfriend broke up.', 'Ive gotten down to thoght about taking my own life.', 'My boyfriend cheated on me with me with one of my friends just becuase he saw her on facebook.']",Me and boyfriends relationship,recalled,My boyfriend cheated on me with one of my friends.
3180JW2OT5YLFLISMRF70RADFAM5JM,3,He still does not love me the same i see his face everyday and its still the same. I am very depressed i feel lile im losing my self worth and i just dont know what to do. I feel like i am worthless and ugly and no one can ever love me. How can i want to live with myself after all of this im just an embarrassment. I have never felt more ugly in my life. Hopefully i can just fins the strength to get over this i just want to forget about this whole thing. I was a fool for thinking i can find love i muat of been out my mind. My mom tried to tell me though she tried to tell me to take care of myself. Now i am going to try to regain my pothetic life and see were i left off. I know one thing i am going to go for my music that is the only thing o have left now and i am slowly losing that. My mind has been in and out im doubting myself more than ever i am just a loser. What can i do who can help me i just need someone as a friend right now. I can belive i came this low in this miserable life. Some days i really just want to kill myself who do i have. No one understands me everyone just wants to judge me.,My boyfriend feel out of love with me. I know i shouldnt think about killing myself over a guy but i dont have a lot of people in my life both of my parents arw out of my life. I am very sad i have no one to help me but him.,"['My mom tried to tell me though she tried to tell me to take care of myself.', 'Some days i really just want to kill myself who do i have.']",[],Me and boyfriends relationship,retold,When i relized he still didnt love me
3DHE4R9OCXXJPM94W2S657FMGKZG2G,3,"4 months ago i kept my baby boy seated on the floor of my living room, playing with his toys, i removed my eyes from him for about 2 minutes cause i need to reply tomy messages online. after about 2 minute i had to lift my eyes to look at him to my greatest surprised he crawled away from where i kept him to a little space in front of him. i was so amazed and surprised. when this happened some thought came to my mind, that my baby could now begin to crawl. this means this reduced his reliance on me for carrying him around always. my baby will definitely entertain himself crawling on the floor, picking up his toys and from ther he will be able to stand holding something and before i know he will take his first step. so i felt a great sigh of relief and i was so happy and proud of him. Although, There are a number of critical breakthroughs that your infant will reach early in life. From straightforward assignments like sitting up or lifting their head to more progressed developments like rolling over, these small accomplishments are continuously inspiring. But there’s nothing very like seeing your baby crawling for the primary time. Many guardians are on edge to see their child crawl and closely screen their baby’s improvements. Of course, there’s completely nothing off-base with that! In any case, it’s vital to keep in mind that all babies are diverse and take after a distinctive advancement path. Most babies begin to crawl somewhere between 6 and 10 months of age. my baby started crawling at 8 months of age.","My son began crawling around and interacting with things. This reduced his reliance on me for carrying him around, entertaining him, etc. This allowed him to learn so many new behaviors and really brightened his personality.","['after about 2 minute i had to lift my eyes to look at him to my greatest surprised he crawled away from where i kept him to a little space in front of him.', 'my baby will definitely entertain himself crawling on the floor, picking up his toys and from ther he will be able to stand holding something and before i know he will take his first step.', 'my baby started crawling at 8 months of age.']",['my baby started crawling at 8 months of age.'],about my baby crawling,imagined,when my baby crawl for the first time in my presence
3MH9DQ757XYS9YI6FM2CBQADC00UGJ,2,"About a month ago, my first son began crawling. It was an awesome experience to watch him learn how to move on his own. To be able to put him down and let him do his own thing was a welcome experience after several months of carrying him everywhere. I love to watch him explore his world and interact with things. He is growing so fast and I am so proud of every little accomplishment he achieves. I enjoy watching him play with the cat and the dog. We have had to move a lot of things to higher places that he cannot reach. I had to redo my home theatre system because he kept pushing buttons that I did not want him to press. I am willing to do the extra work around the house so that he has a safe and functional environment to play and learn in. I am lucky enough to work from home so I get to be around him all the time. It is great to be able to spend so much time with him and help him learn and develop his skills. I look forward to the day that he takes his next step and begins to walk. That experience will present its own challenges and I look forward to facing those with him. Every time his independence increases and his reliance on me decreases I feel like my experience as a parent gets better. I love being with him and his personality shines as his abilities increase. I can't wait to see the person that he becomes.","My son began crawling around and interacting with things. This reduced his reliance on me for carrying him around, entertaining him, etc. This allowed him to learn so many new behaviors and really brightened his personality.","['About a month ago, my first son began crawling.', 'I love to watch him explore his world and interact with things.', 'He is growing so fast and I am so proud of every little accomplishment he achieves.', 'We have had to move a lot of things to higher places that he cannot reach.', 'I had to redo my home theatre system because he kept pushing buttons that I did not want him to press.', 'I am lucky enough to work from home so I get to be around him all the time.', 'Every time his independence increases and his reliance on me decreases I feel like my experience as a parent gets better.']",[],my son crawling.,recalled,other behaviors started emerging as a result
3L70J4KAZH85I5UH7RKD54VM23ZADQ,1,"Since last writing about this event, it has continued to progress and develop. My son is now much more mobile and active than he was when I last wrote about this. He is walking around (while holding onto things) and climbing all over everything. He is opening cabinets and drawers and taking things out to play with them. He is quite a handful now. His personality is even more apparent and he is able to process and display more complex thoughts and emotions. We are much more social with each other now. talking and playing have a lot more significance now. He has grown so much in the last few months. It is clear that at this stage, his growth is faster than it has ever been. I assume that his growth will continue to accelerate until we can't even keep up with him anymore. Enough time has passed that I am beginning to miss when he was smaller because of the simplicity we had in our lives, but I love watching him learn and grow up. I look forward to seeing him start to walk on his own. I am also excited for his first word. It will be great when we can communicate meaningfully with each other. I also am looking forward to when he can hold a bottle up all by himself.","My son began crawling around and interacting with things. This reduced his reliance on me for carrying him around, entertaining him, etc. This allowed him to learn so many new behaviors and really brightened his personality.","['My son is now much more mobile and active than he was when I last wrote about this.', 'He is walking around (while holding onto things) and climbing all over everything.', 'He is opening cabinets and drawers and taking things out to play with them.', 'His personality is even more apparent and he is able to process and display more complex thoughts and emotions.', 'We are much more social with each other now.', 'talking and playing have a lot more significance now.', 'He has grown so much in the last few months.', 'It is clear that at this stage, his growth is faster than it has ever been.', 'Enough time has passed that I am beginning to miss when he was smaller because of the simplicity we had in our lives, but I love watching him learn and grow up.']",[],my son growing up,retold,he grew up much faster than I thought he would
3OLQQLKKNTBLB4BLXS8A4LGQ8DSEJ3,3,"I went to my older brothers wedding a few months ago! I never thought he'd actually get married--he didn't seem the type to be interested. I bet his girlfriend convinced him, he's just a really passive guy. I don't even think he really cares about this kind of thing, it's all for show. He's very wealthy, so everything looks straight out of Gatsby in the venue. It's beautiful, and I feel a bit of jealousy. But it's my brother! I love him, and I'm his best man! I helped him organize everything, got a wedding planner and all of that. I was probably more excited than him about organizing all of this--I'm a bit of a control freak. The rest is a little bit hazy, I drank a little too much at the start, so the rest was a blur. Apparently I didn't screw anything up, though, so I guess I wasn't as messed up as a I felt. We ended up going to dinner after, his wife was so happy. They announced they would be departing for their honeymoon within the next week, and that his wife was actually pregnant. I was shocked, but that explained a lot in regards to the fact he actually agreed to get married. I was happy, but a little disappointed in him.",I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,"['I went to my older brothers wedding a few months ago!', ""I never thought he'd actually get married--he didn't seem the type to be interested."", ""I bet his girlfriend convinced him, he's just a really passive guy."", ""He's very wealthy, so everything looks straight out of Gatsby in the venue."", ""It's beautiful, and I feel a bit of jealousy."", 'I helped him organize everything, got a wedding planner and all of that.', ""I was probably more excited than him about organizing all of this--I'm a bit of a control freak."", 'The rest is a little bit hazy, I drank a little too much at the start, so the rest was a blur.', 'We ended up going to dinner after, his wife was so happy.', 'They announced they would be departing for their honeymoon within the next week, and that his wife was actually pregnant.', 'I was shocked, but that explained a lot in regards to the fact he actually agreed to get married.']","[""I never thought he'd actually get married--he didn't seem the type to be interested."", ""I bet his girlfriend convinced him, he's just a really passive guy."", ""I was probably more excited than him about organizing all of this--I'm a bit of a control freak.""]",My brother's wedding,imagined,His fiance was pregnant
3ATPCQ38J9W8GGP83N7RIP5N0XIYAR,1,"My brother was getting married. I went to attend his wedding. The wedding was being held several hours from where I lived. I carpooled there with the brother of my brother's wife. We arrived at the wedding. It was the day before so I helped set up some things. They had rented out an entire resort with cabins for all the guests. It was in a  beautiful location. The wedding happened the next day and it was lovely. The weather was very nice the whole time. The food was also very good. I served as a best man, so I was involved in the wedding ceremony itself. After the wedding ceremony, there was live music and people danced and drank beer, wine, and other beverages. When it got late, I retired to the cabin I was staying in. The next day I drove back home. It was a lot of fun. I felt very happy for my brother and his wife.",I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,"['My brother was getting married.', 'I went to attend his wedding.', ""I carpooled there with the brother of my brother's wife."", 'We arrived at the wedding.', 'It was the day before so I helped set up some things.', 'They had rented out an entire resort with cabins for all the guests.', 'The wedding happened the next day and it was lovely.', 'The weather was very nice the whole time.', 'The food was also very good.', 'I served as a best man, so I was involved in the wedding ceremony itself.', 'After the wedding ceremony, there was live music and people danced and drank beer, wine, and other beverages.', 'When it got late, I retired to the cabin I was staying in.', 'The next day I drove back home.']",['My brother was getting married.'],my brother's wedding ceremony,recalled,a relative attended the wedding who I was not expecting to be there
3TYCR1GOTD5PHPQHW0Y05AU0A8CZLC,2,"The event I am thinking about is my brother's wedding. He got married to his now wife. I had known her for many years, as we went to high school together. It was no surprise that they would get married, as they had been dating and living together for years. The wedding took place a few hours east of where I live, in a beautiful setting with forests and a river. They rented out an entire lodge and a dozen cabins for everyone to stay in. It was a lot of fun. I arrived the day before the wedding. We went on a fun rafting trip that day. Afterwards, we returned to the venue and I helped set things up. The most memorable part of the event was the actual ceremony. It was set up outside with seating near a small lake. It was very lovely. I was up at the front since I was best man. I really enjoyed it. Afterwards, there was a reception and celebration with live music. People danced, ate food and had beer and wine to drink. It was a lot of fun.",I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,"[""The event I am thinking about is my brother's wedding."", 'He got married to his now wife.', 'I had known her for many years, as we went to high school together.', 'It was no surprise that they would get married, as they had been dating and living together for years.', 'The wedding took place a few hours east of where I live, in a beautiful setting with forests and a river.', 'They rented out an entire lodge and a dozen cabins for everyone to stay in.', 'I arrived the day before the wedding.', 'We went on a fun rafting trip that day.', 'Afterwards, we returned to the venue and I helped set things up.', 'The most memorable part of the event was the actual ceremony.', 'I was up at the front since I was best man.', 'I really enjoyed it.', 'Afterwards, there was a reception and celebration with live music.', 'People danced, ate food and had beer and wine to drink.']",[],my brother getting married,retold,I saw someone there I hadn't seen for a long time
36TFCYNS45WYQY7C4XVHGXLIDI6HX1,1,"Dear Diary, I am stressed out over Auntie's diagnosis. Who took me by surprise was the stroke she had during treatment. I could not believe that I had deal with this at this time. I was not ready to handle this level of stress. Just when things seems to be going right for once in my life. Here this comes. I am completely mentally and emotionally drained of the situation. I thought I would have a grip. i was wrong. This is something that would never happen like this. It was like she was almost destined to die this way. THe hope that she would live was bad enough. Now to cement this made this even more worst than it really was.  Hard to breathe right now. I am going to go cry now.","My auntie got cancer again, but died suddenly from a stroke during treatment. I had to take over my duties as executor of her estate.","[""Dear Diary, I am stressed out over Auntie's diagnosis."", 'Who took me by surprise was the stroke she had during treatment.']","[""Dear Diary, I am stressed out over Auntie's diagnosis."", 'Who took me by surprise was the stroke she had during treatment.']",Aunt dying,imagined,Aunt dying by stroke during treatment.
3GFK2QRXXA37L5IRTQYMPH4LZ2FW52,3,"Earlier this year my aunt  was diagnosed with cancer for the fourth time. She had asked me to be the executor of her trust so we spent a lot of time together going over important details and how to handle things after her death. We expected her to live a lot longer, but she died suddenly and not from the cancer. She was in the middle of her treatments, going for radiation and chemo, her hair was starting to fall out and she shaved her head. My son and I would visit her every couple of weeks just to check in and keep tabs on her, and see if she needed anything. She lived with her grandson, who is 23. He was struggling with this as both of his parents were really horrible and his grandmother was really the only stable person he had in his life. One day I get a call that Auntie had a stroke. She went into surgery, but it didn't appear she would really recover from this. We went to visit her a few times in the hospital. My mother was there every day as she the medical decision making power. She was not going to come back and be herself. She was breathing on her own however she didn't respond to us really. She would look around and turn toward a voice, but otherwise she didn't really respond. She had a dnr and she had told us she didn't want extraordinary measures taken. So the decision was made to let her go. It was sad that she died this way, and so soon. We surely didn't expect it this quickly, and certainly not from a stroke. I then had to take over as executor of her trust which wasn't an easy task, and I had to inform people of her death and post on Facebook for her.","My auntie got cancer again, but died suddenly from a stroke during treatment. I had to take over my duties as executor of her estate.","['Earlier this year my aunt  was diagnosed with cancer for the fourth time.', 'She had asked me to be the executor of her trust so we spent a lot of time together going over important details and how to handle things after her death.', 'We expected her to live a lot longer, but she died suddenly and not from the cancer.', 'One day I get a call that Auntie had a stroke.', ""She went into surgery, but it didn't appear she would really recover from this."", 'So the decision was made to let her go.']","['Earlier this year my aunt  was diagnosed with cancer for the fourth time.', 'One day I get a call that Auntie had a stroke.', ""She went into surgery, but it didn't appear she would really recover from this.""]",My aunt's sudden death and my job as her executor.,recalled,she died from a stroke and not the cancer
3HWRJOOET6OEA7UBKMHOWM7DH3FESK,2,"When Auntie was diagnosed with cancer for the fourth time, it was rough, but we thought she'd beat it. We went over to visit her often during treatments, went to the hospital when she was checked in for the initial treatments, and generally kept up a lot of support. Me and Kiddo thought it was important for her to know we were there for her. She seemed to be handling treatment well. Then, out of the blue, she had a massive stroke which reduced her to still alive, not needing life support, but also not able to really communicate. We had no way of knowing what she did or did not process, understand, feel, etc. So we acted on the DNR she had signed before and provided nothing but water. It was so difficult to see her there in that state, basically slowly dying and fading away. As (then) executor of her trust I began to gather everything I needed to make sure this went smoothly for my cousin (her beneficiary). It was hard to post her final goodbye to friends on FB after she passed, but I did what she asked. Then I discovered: she had not fully finished setting up the trust and I had very limited resources. Much to my surprise, I was completely unable to do everything she asked, and had to resign as executor and hand it back over to my young cousin and be there for him for support. I did what I could to give him all the info he needed and put him in touch with the trust attorney. Sadly, and surprisingly too, since I last wrote about this he has not done well. He still needs help accessing all of the resources she left him and after his power was shut off reached out for help. The surprises just don't end with this event, they just keep coming and coming and I pray they will settle down soon.","My auntie got cancer again, but died suddenly from a stroke during treatment. I had to take over my duties as executor of her estate.","[""When Auntie was diagnosed with cancer for the fourth time, it was rough, but we thought she'd beat it."", 'Then, out of the blue, she had a massive stroke which reduced her to still alive, not needing life support, but also not able to really communicate.', 'As (then) executor of her trust I began to gather everything I needed to make sure this went smoothly for my cousin (her beneficiary).', 'It was hard to post her final goodbye to friends on FB after she passed, but I did what she asked.', 'Then I discovered: she had not fully finished setting up the trust and I had very limited resources.']","[""When Auntie was diagnosed with cancer for the fourth time, it was rough, but we thought she'd beat it."", 'Then, out of the blue, she had a massive stroke which reduced her to still alive, not needing life support, but also not able to really communicate.', 'Then I discovered: she had not fully finished setting up the trust and I had very limited resources.']",My aunt's sudden death and my job as her executor.,retold,she died from a stroke and not the cancer
3N8OEVH1FSCLO6F77J3BHTRQC7TOOI,3,"The day that I found out I was pregnant, my husband and I were ecstatic. We were so excited for our son to have a sibling. However, when we told our son the news he was not happy about it. We found out I was pregnant with a girl and we thought it might make it feel more real for our son knowing he would have a little sister. Despite our reassurances that we would still love him just the same, he was still upset about it. We thought he would warm to the idea as my pregnancy went on. But as it got closer to my delivery date, he was still saying that he didn't want a sibling. I was put on bed rest for the last couple weeks of my pregnancy. One day my water broke and we were off to the hospital. There were some complications with the delivery and I ended up needing an emergency c-section. It was a really scary experience, but my daughter was born healthy. When we brought our son in to meet his new little sister, he had a scowl on his face. He kept up his dislike for his sister for a few days. Eventually, he was won over by how cute she was. Now that my daughter is 3 years old, her brother loves her so much. He is super protective over her and it's a huge relief that they like each other now.",I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,"['The day that I found out I was pregnant, my husband and I were ecstatic.', 'However, when we told our son the news he was not happy about it.', 'I was put on bed rest for the last couple weeks of my pregnancy.', 'One day my water broke and we were off to the hospital.', 'There were some complications with the delivery and I ended up needing an emergency c-section.', 'When we brought our son in to meet his new little sister, he had a scowl on his face.', 'Eventually, he was won over by how cute she was.']","['The day that I found out I was pregnant, my husband and I were ecstatic.', 'However, when we told our son the news he was not happy about it.', 'There were some complications with the delivery and I ended up needing an emergency c-section.']",the birth of my daughter,imagined,my son reacted negatively to my pregnancy
3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,2,"Today was the day! After nine long months of waiting to meet my daughter, I got to hold my baby girl in my arms today.  I was so scared to go through another c-section.  At least this time it was planned and not an emergency.  The spinal block was awful, I thought I was going to be sick.  I'm so tired but I'll never be able to sleep.  I can't get enough of that beautiful little face.  I'm worried about how her brother is going to handle having a baby in the house.  He didn't seem to be too happy when he met her.  It could be because I'm not home too, change is always hard for a toddler.  I knew he wasn't going to be thrilled, but he actually bit her head.  Not even 24 hours old and she already has a sibling injury.  I thought he was going to kiss her, but I was mistaken.  I'm going to have to make sure he gets enough attention.  My heart is so full.  I think being a mom is probably the best thing in the world.   I am worried about how hard it will be to have two little ones but I guess it will come with time.",I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,"['After nine long months of waiting to meet my daughter, I got to hold my baby girl in my arms today.', 'The spinal block was awful, I thought I was going to be sick.', ""I knew he wasn't going to be thrilled, but he actually bit her head.""]","['The spinal block was awful, I thought I was going to be sick.', ""I knew he wasn't going to be thrilled, but he actually bit her head.""]",the birth of my baby girl.,recalled,my son bit her.
3TMFV4NEP90Q8N1TRO5P11ECA6OW8D,1,"My daughter was born on December 4th.  It was a planned c-section after a high risk pregnancy.  I was very excited to meet my new little girl but it was bittersweet.  This was my last pregnancy and although I was a tough one, I already knew I was going to miss the little details of carrying a child.  The small flutters that reminded you of the sweet baby in your belly, the wonder of seeing their kicks and movements, and the little gestures of kindness that are reserved for pregnant women were all things that I would never experience again.  I was also scared for the procedure.  With my first child, I had an emergency c-section so I didn't have time to stress about the whole surgery.  This time was different.  I worried about the things that could go wrong,  I didn't have the same confidence in my medical team that I had had with my first child.  I think my biggest concern was how my son was going to handle having a baby sister.  He was barely two.  I didn't know if he was going to be upset.  I was worried that he wouldn't feel loved and wanted.  When my husband brought him to my hospital room, I wanted him to feel just as important as he always had.  My son looked a bit alarmed at all the hospital equipment.   My husband brought him over to see the baby and he showed a bit of interest.  He stroked her hair and said ""baby"". That's when he leaned over to kiss the  baby on her head.  The whole room sighed at the cuteness of it.  Until the baby started screaming, that is.  Apparently, he was not as taken with his new little sister as we had hoped.  She had two tiny red marks on her forehead from where he bit her.  I had expected him to be unsure of the new baby but I never expected him to do that.  He then asked us to ""take her back, please"".  I think that was the beginning of a lifelong sibling rivalry.",I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,"['My daughter was born on December 4th.', 'It was a planned c-section after a high risk pregnancy.', ""I worried about the things that could go wrong,  I didn't have the same confidence in my medical team that I had had with my first child."", 'When my husband brought him to my hospital room, I wanted him to feel just as important as he always had.', 'My son looked a bit alarmed at all the hospital equipment.', 'My husband brought him over to see the baby and he showed a bit of interest.', ""He stroked her hair and said 'baby'."", ""That's when he leaned over to kiss the  baby on her head."", 'Until the baby started screaming, that is.', 'She had two tiny red marks on her forehead from where he bit her.', ""He then asked us to 'take her back, please'.""]",['She had two tiny red marks on her forehead from where he bit her.'],the birth of my baby girl.,retold,when my son bit her.
3X1FV8S5JYDSMD76KCCH7CCWPJSVGF,2,"About 3 months ago I was in California working on a project for a new building. It was going to be the project that sent me into mega bucks. I am sitting at my desk staring at a blank screen because my ideas had ran out for new buildings weeks ago and I was drawing a blank. My cell rings and it's my mother. I can't stand her but I need the break so I answer. She tells me my grandfather has passed away and I need to come home. I clearly couldn't leave in the middle of this project. It was my job or my grandfathers funeral. I wanted to tell that boss where to shove it, but I stayed. It was the worst decision I have ever made. Yes, I kept my job, but at what cost. My family refuses to talk to me. My grandfather is dead. I am here alone with my money. I want to kill myself.",The worst day of my life when I lost my best friend my grandfather. I was away from him when he was fighting with his life. I could not even meet him at his last time which I still regret about.,"['About 3 months ago I was in California working on a project for a new building.', 'I am sitting at my desk staring at a blank screen because my ideas had ran out for new buildings weeks ago and I was drawing a blank.', ""My cell rings and it's my mother."", 'She tells me my grandfather has passed away and I need to come home.', 'It was my job or my grandfathers funeral.', 'I wanted to tell that boss where to shove it, but I stayed.', 'My family refuses to talk to me.', 'I want to kill myself.']","[""My cell rings and it's my mother."", 'She tells me my grandfather has passed away and I need to come home.']",Regrets,imagined,When he didn't go the funeral
3TVSS0C0E2M967THUMGKSXAZM8GTWI,3,"Today I am going to share something that I never wanted to think again in my life. However, after reading the requirement that was the first thing came in my mind. This happened almost three months ago while I was away from home. I loved my grandfather so much. I was so close to him. He used to tell me a lot of old stories about him and I used to enjoy them a lot. We always had so much fun together. So I had to go out of state for some work related issues for about two weeks or so. In that time my grandfather was really fit and had no health issues whatsoever. However, after few days I got a call from my mom that the grandfather just had a heart attack and he is in ICU now. I had no words to say. I got so panic and did not know what to do. I went straight to the airport and found out the flight just left and the next flight was in about 3-4 hours. I had no choice but to wait for the flight. Those three to four hours for me were like three to four years that day. I just wanted to go to the hospital and see him. Anyway finally, after waiting for couple hours I took the flight and went straight to the hospital. When I reached there I saw that everyone crying and hugging each other. I asked my mom what happened, where is grandpa? Is he okay? She said “he is no more, he left us”. When I heard this I felt like I lost my best friend. A friend that I used to share everything of my life. That was a big loss of my life. I still miss him a lot in so many cases and still cry remembering his stories.",The worst day of my life when I lost my best friend my grandfather. I was away from him when he was fighting with his life. I could not even meet him at his last time which I still regret about.,"['Today I am going to share something that I never wanted to think again in my life.', 'He used to tell me a lot of old stories about him and I used to enjoy them a lot.', 'So I had to go out of state for some work related issues for about two weeks or so.', 'However, after few days I got a call from my mom that the grandfather just had a heart attack and he is in ICU now.', 'I got so panic and did not know what to do.', 'I went straight to the airport and found out the flight just left and the next flight was in about 3-4 hours.', 'Anyway finally, after waiting for couple hours I took the flight and went straight to the hospital.', 'When I reached there I saw that everyone crying and hugging each other.', 'She said “he is no more, he left us”.', 'A friend that I used to share everything of my life.']","['However, after few days I got a call from my mom that the grandfather just had a heart attack and he is in ICU now.', 'I went straight to the airport and found out the flight just left and the next flight was in about 3-4 hours.', 'She said “he is no more, he left us”.']",my grandfather's death.,recalled,I heard from my mom that he had a heart attack and he is in ICU.
