,gold,pred_text-davinci-003,pred_flan-ul2,pred_chatgpt,post
70,"{'attacker': 'undefined', 'target': 'undefined', 'instrument': 'undefined', 'explosivedevice': 'drone', 'place': 'apartment'}","{'Attacker': 'Venezuelan security services', 'Target': 'Presidential stand', 'Instrument': 'DJI Matrice 600 drones', 'ExplosiveDevice': 'DBIEDs', 'Place': 'Venezuela'}",Bellingcat says it is possible to geolocate the video of the falling drone to the same location as the fire in the apartment that firefighters had claimed was caused by a gas canister explosion.,"{'Attacker': 'BLANK', 'Target': 'Maduro', 'Instrument': 'drone', 'ExplosiveDevice': 'DBIEDs', 'Place': 'Venezuela'}","Bellingcat says its analysis supports the government ’ s claim that the drone model used was a DJI Matrice 600 , noting that the drones involved in the event each had six rotors . It also points to a photo of drone wreckage which appears to show the distinctive silver rotor tip of the model , although it also notes the drones appear to have had their legs removed . Venezuela ’ s interior minister , Nestor Reverol , also claimed the government thwarted the attack using "" special techniques and [ radio ] signal inhibitors "" , which "" disoriented "" the drone that detonated closest to the presidential stand — a capability Bellingcat notes the Venezuelan security services are reported to have . The second drone was said by Reverol to have "" lost control "" and crashed into a nearby building . Bellingcat says it is possible to geolocate the video of the falling drone to the same location as the fire in the apartment that firefighters had claimed was caused by a gas canister explosion . It adds that images taken of this location during the fire show a hole in the wall of the apartment in the vicinity of where the drone would have crashed . "" It is a very likely possibility that the downed drone subsequently <tgr>detonated <tgr>, creating the hole in the wall of this apartment , igniting a fire , and causing the sound of the second explosion which can be heard in Video 2 [ of the state TV broadcast of Maduro ’ s speech ] , "" it further suggests . Here ’ s its conclusion : From the open sources of information available , it appears that an attack took place using two DBIEDs while Maduro was giving a speech . Both the drones appear visually similar to DJI Matrice 600s , with at least one displaying features that are consistent with this model . These drones appear to have been loaded with explosive and flown towards the parade . The first drone detonated somewhere above or near the parade , the most likely cause of the casualties announced by the Venezuelan government and pictured on social media . 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
81,"{'attacker': 'undefined', 'target': 'undefined', 'instrument': 'undefined', 'explosivedevice': 'undefined', 'place': 'training center'}","{'Attacker': 'Taliban', 'Target': 'members of the Afghan security forces', 'Instrument': 'car full of explosives', 'ExplosiveDevice': 'U","'Attacker': 'Taliban', 'Target': 'Afghan security forces', 'Instrument': 'Car bomb', 'ExplosiveDevice': 'Car bomb', 'Place': 'Maidan Shahr, capital of Maidan Wardak province'","{'Attacker': 'Taliban', 'Target': 'Afghan security forces inside a military compound', 'Instrument': 'car full of explosives', 'ExplosiveDevice': 'U","The Taliban killed more than 100 members of the Afghan security forces inside a military compound in central Maidan Wardak province on Monday , a senior defense official said . "" We have information that 126 people have been killed in the <tgr>explosion <tgr>inside the military training center , eight special commandoes are among the dead , "" said a senior official in the defense ministry in Kabul , speaking on condition of anonymity . The official said the assault began on Monday morning when the attackers rammed a car full explosives through a military checkpoint and detonated the vehicle inside the campus of the National Directorate of Security ( NDS ) forces training center in Maidan Shahr , the capital of Maidan Wardak province . Two gunmen entered the campus right after the explosion and shot at many Afghan soldiers before being gunned down during the clashes . Defense ministry officials said the Taliban had used U . S . - made armored Humvee vehicles captured from Afghan forces as a car bomb in order to breach the military fortifications . A second source residing in Maidan Wardak province said more than 100 members of National Directorate of Security ( NDS ) were killed in the complex attack . "" I have been in touch with the NDS official in the province and they told me that over 100 members of the NDS were killed in the big explosion , "" the former provincial official said . Sharif Hotak , a member of the provincial council in Maidan Wardak said he saw bodies of 35 Afghan forces in the hospital . "" Many more were killed . Several bodies were transported to Kabul city and many injured were transferred to hospitals in Kabul , "" said Hotak , adding that "" the government was hiding the accurate casualty figures to prevent a further dip in the morale of the Afghan forces . "" "" The explosion was very powerful . The whole building has collapsed , "" he said . Government officials in Maidan Wardak and Kabul declined to comment when asked if they were obscuring the death toll . Two senior officials in the interior ministry said the exact casualty figures were not being disclosed to prevent unrest within the armed forces . 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
62,"{'attacker': 'undefined', 'target': 'undefined', 'instrument': 'bomb', 'place': 'england'}","{'Attacker': 'Provisional Irish Republican Army', 'Target': 'Caterham Arms public house', 'Instrument': 'bomb', 'Place': 'Caterham, Surrey, England'}"," 'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'Place': 'BLANK'","{'Attacker': 'Provisional IRA', 'Target': 'Caterham Arms public house', 'Instrument': 'bomb', 'Place': 'Caterham, Surrey, England'}","On 27 August 1975 a Provisional IRA bomb exploded without warning at the Caterham Arms public house in Caterham , Surrey , England . There were no fatalities but 33 people were injured , some severely . Two off - duty soldiers lost their legs as a result of the bombing . == Background == In February 1975 the Provisional Irish Republican Army agreed to a truce and ceasefire with the British government and the Northern Ireland Office . Seven "" incident centres "" were established in Irish nationalist areas in Northern Ireland to monitor the ceasefire and the activity of the security forces . Before the truce , the IRA active service unit ( ASU ) later dubbed the Balcombe Street Gang ( due to the December 1975 Balcombe Street siege ) had been carrying out bomb and gun <tgr>attacks <tgr>in Southern England since autumn 1974 , mostly in and around London . Their last previous attack was an assassination attempt on former Prime Minister Edward Heath but he was not home when the attackers threw a bomb into his bedroom window on 22 December 1974 . == The bombing == The Balcombe Street Gang planted a time bomb in the Caterham Arms public house in Caterham , Surrey . The IRA unit placed the 7lb bomb in a duffel bag under a seat . There was no warning and the bomb exploded at 9 : 20 , injuring 23 civilians and 10 off - duty soldiers . The pub was used by members of the Welsh Guards who were based at the barracks nearby . Some of the injuries were very serious , with at least three soldiers losing limbs . The blast blew the roof off the pub in the process . This attack marked the start of a renewed bombing campaign ( Phase Two ) in England and the end of the truce with the British Government . The next day , the same IRA unit exploded a bomb in Oxford Street , injuring several people . == Aftermath == 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
264,"{'victim': 'people', 'place': 'undefined', 'killer': 'jihadis', 'medicalissue': 'undefined'}","{'Victim': 'Krystle Campbell', 'Place': 'Boston', 'Killer': 'Tsarnaev', 'MedicalIssue': 'lost a leg'}","'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'","{'Victim': 'Krystle Campbell, Karen Rand McWatters, Rebekah Gregory, and other victims of the Boston Marathon bombing', 'Place': 'Boston, Massachusetts, USA', 'Killer': 'Dzhokhar Tsarnaev', 'MedicalIssue': 'Injuries and deaths caused by the bombing'}","Tsarnaev , his chair turned toward the lectern from which the victims spoke , picked at his beard and gazed downward most of the time , only occasionally looking at the speakers . Patricia Campbell , the mother of Krystle Campbell , 29 , who was killed in the attack , was the first person to address the court . She looked across the room at Tsarnaev , seated about 20 feet away , and spoke directly to him . “ What you did to my daughter is disgusting , ” she said . “ I don ' t know what to say to you . I think the jury did the right thing . ” Krystle Campbell ' s best friend , Karen Rand McWatters , who lost a leg in the attack , said Tsarnaev "" can ' t possibly have had a soul to do such a horrible thing . ” In a message he scrawled in the boat he was found hiding in , Tsarnaev said the attack was retaliation against the U . S . for its wars in Muslim countries . McWatters urged Tsarnaev to show remorse to discourage other jihadis from <tgr>killing <tgr>people in similar attacks . “ You can save them from these cowardly acts if you really have an ounce of regret , ” she said . Rebekah Gregory , a Texas woman who lost a leg in the bombing , defiantly told Tsarnaev she was not his victim . “ While your intention was to destroy America , what you have really accomplished is actually quite the opposite — you ' ve unified us , ” she said . "" We are Boston strong , we are America strong , and choosing to mess with us was a terrible idea . So how ' s that for your VICTIM impact statement ? ” ' He is a leech ' Several victims condemned Tsarnaev for coming to the U . S . as an immigrant from Russia , enjoying the benefits of living here and then attacking American citizens . “ He is a leech , abusing the privilege of American freedom , and he spit in the face of the American dream , ” said Jennifer Rogers , an older sister of slain MIT Officer Sean Collier . 

{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
213,"{'victim': '120', 'injurer': 'undefined', 'instrument': 'undefined', 'bodypart': 'undefined', 'medicalcondition': 'undefined', 'place': 'undefined'}","{'Victim': '20 people', 'Injurer': 'Bilal Mohammed and Mieraili Yusufu', 'Instrument': 'bomb', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'Erawan Shrine'}","A Bangkok military court has indicted two men accused of carrying out the August 17 bombing at a popular shrine that killed 20 people. The court on Tuesday indicted Bilal Mohammed and Mieraili Yusufu on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder. Thailand authorities have not officially named the bombing of Erawan Shrine an act of terror, and accordingly neither suspect was charged specifically with terrorism. Police issued 17 arrest warrants following the bombing but only Bilal and Mieraili have been detained. They are described as ethnic Uighurs, a minority group based in China's Xinjiang region. They have been held in custody since their arrests in late August and early September. Thai officials have said the blast was carried out by a people - smuggling gang seeking revenge on Thai authorities for cracking down on their operation.","{'Victim': '20 people', 'Injurer': 'more than 120', 'Instrument': 'bomb', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'Erawan Shrine'}","Thai Authorities Indict 2 Over August Shrine Attack A Bangkok military court has indicted two men accused of carrying out the August 17 bombing at a popular shrine that killed 20 people . The court on Tuesday indicted Bilal Mohammed and Mieraili Yusufu on 10 counts connected to the blast , including conspiracy to explode bombs and commit premeditated murder . Thailand authorities have not officially named the bombing of Erawan Shrine an act of terror , and accordingly neither suspect was charged specifically with terrorism . Police issued 17 arrest warrants following the bombing but only Bilal and Mieraili have been detained . They are described as ethnic Uighurs , a minority group based in China ' s Xinjiang region . They have been held in custody since their arrests in late August and early September . Thai officials have said the blast was carried out by a people - smuggling gang seeking revenge on Thai authorities for cracking down on their operation . The August 17 blast at the Erawan Shrine - a popular tourist destination - was one of the most deadly acts of violence in Bangkok in decades , and left 20 people dead and more than 120 <tgr>injured <tgr>. Of the dead , 14 were tourists . The attack shocked the residents of the capital because of the apparent randomness , which drove home the point that no place is immune to acts of terror . Authorities , however , have declined to call it an act of terrorism out of apparent fear that it would hurt the country ' s huge tourism industry . Police initially appeared at first to be at a loss , but soon claimed success with a series of raids and two arrests . Arrest warrants have been issued for 15 others . The two suspects were brought to the court in handcuffs wearing brown prison garb . Members of the media were not allowed to enter the court and the indictments took place before the two suspects arrived , said defense lawyer Chuchart Kanpai . Doubts about motive 

{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
104,"{'communicator': 'agency', 'recipient': 'undefined', 'instrument': 'undefined', 'topic': 'undefined', 'place': 'undefined'}","{'Communicator': 'ISIS-linked news agency', 'Recipient': 'FBI', 'Instrument': 'claim', 'Topic': 'mall attacker', 'Place': 'St",The blast occurred at about 10 : 10 p.m. on Saturday in the Chelsea neighborhood of Manhattan.,"{    ""Communicator"": ""ISIS-linked news agency"",    ""Recipient"": ""BLANK"",    ""Instrument"": ""claimed"",    ""Topic"": ""that the mall attacker was \""a soldier of the Islamic State","On Sunday , several roads had reopened but there remained a large police presence in the area . The explosion in New York comes as foreign leaders , including many heads of state , are heading to Manhattan for the United Nations General Assembly . Secretary of State John F . Kerry arrived Saturday , while Obama is scheduled to head to the city on Monday . This annual meeting — held more than two miles from the site of the explosion in Chelsea — is traditionally a challenging time for New York , as many roads are shut down and the heavy security leads to traffic jams . The FBI still has no determination as to motive , said a law enforcement official who spoke on condition of anonymity because the investigation is ongoing . Agents are examining the detonated material from the first device as well as studying the second , which appeared to resemble a pressure cooker . They are also looking at video from security cameras , social media — “ all the logical leads , ” the official said . The explosion in Chelsea coincided with a separate attack that took place in Minnesota Saturday night , in which a man stabbed eight people in a St . Cloud mall before he was killed by an off - duty police officer . On Sunday , an ISIS - linked news agency <tgr>claimed <tgr>the mall attacker was “ a soldier of the Islamic State . ” An FBI spokesman said in an emailed statement that the agency had not determined whether the stabbings were related to the bombing in Manhattan the same night . Speaking to CNN ’ s Jake Tapper on Sunday morning , New Jersey Gov . Chris Christie ( R ) said there were no known links so far between the incident in New Jersey and those in New York and Minnesota . Authorities urged any witnesses with tips , video or other credible information about the explosion to call 1 - 800 - 577 - TIPS . Berman and Wang reported from Washington . Renae Merle in New York and Karen DeYoung , Ellen Nakashima , Steven Overly and Sari Horwitz in Washington contributed to this report . [ This is a developing story . First published : 10 : 10 p . m . on Saturday . ] 

{'Communicator': 'BLANK', 'Recipient': 'BLANK', 'Instrument': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
180,"{'participant': 'taliban', 'topic': 'bringing an end', 'place': 'qatar'}",Participant: Taliban Topic: Talks Place: Qatar,"The Taliban said it met with U.S. officials in Qatar on Monday, in the latest round of talks between the insurgents and Washington aimed at bringing an end to the 17-year war.","{    ""Participant"": ""Senior interior ministry official, Senior NDS official, Abdurrahman Mangal, President Ashraf Ghani, Turkish President Recep Tayyip Erdoğan, Taliban spokesman Zabihullah Mujahid"",    ""Topic"": ""Attack on Afghan special forces unit in Maidan Wardak, Taliban-US talks in Qatar"",    ""Place"": ""Kabul, Maidan Wardak, Qatar""}",""" I have been told not to make the death toll figures public . It is frustrating to hide the facts , "" said a senior interior ministry official in Kabul . A senior NDS official in Kabul said at least 50 people were killed or wounded in the complex attack . Abdurrahman Mangal , spokesman for the provincial governor in Maidan Wardak said 12 people were killed and 12 were injured when the car bomb exploded near the Afghan special forces unit . President Ashraf Ghani ' s office in a statement said the "" enemies of the country "" had carried out an attack against NDS personnel in Maidan Shahr . "" They killed and wounded a number of our beloved and honest sons . "" Turkish President Recep Tayyip Erdoğan condemned the attack on Monday evening and extended his condolences to Ghani . Meanwhile , the Taliban said it <tgr>met <tgr>with U . S . officials in Qatar on Monday , in the latest round of talks between the insurgents and Washington aimed at bringing an end to the 17 - year war . The U . S . has not officially commented on the reported meeting , which follows the last confirmed talks between the two parties in the UAE in December . "" Following American acceptance of the agenda of ending the occupation of Afghanistan and preventing Afghanistan from being used against other countries in the future , talks with American representatives took place today in Doha , the capital of Qatar , "" Taliban spokesman Zabihullah Mujahid said in a statement . Taliban representatives have met several times with U . S . officials in recent months , but last week threatened to suspend the fledgling process , lambasting Washington for changing the agenda of the talks and "" unilaterally "" adding new subjects . The insurgents have long refused to hold direct talks with the Kabul government -- despite U . S . pleas -- which the Taliban dismisses as a puppet of Washington . In recent years the Afghan government has stopped releasing detailed casualty figures . Last year Ghani has said 28 , 000 Afghan police officers and soldiers have been killed since 2015 , breaking the longstanding suppression on casualty data . 

{'Participant': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
101,"{'communicator': 'taliban', 'recipient': 'undefined', 'instrument': 'undefined', 'topic': 'undefined', 'place': 'undefined'}","{'Communicator': 'Taliban', 'Recipient': 'people', 'Instrument': 'suicide bombings', 'Topic': 'discourage people from voting in the upcoming presidential elections', 'Place': 'Charikar and Kabul, Afghanistan'}"," 'Communicator': 'Taliban', 'Recipient': 'Afghanistan', 'Instrument': 'Suicide bombing', 'Topic': 'Afghanistan', 'Place': 'Charikar and Kabul, Afghanistan'","{'Communicator': 'Taliban', 'Recipient': 'Afghanistan', 'Instrument': 'suicide bombings', 'Topic': 'attacks on political rally and near US embassy', 'Place': 'Charikar and Kabul'}","On 17 September 2019 , two suicide bombings killed over 48 people in Charikar and Kabul , Afghanistan . The first attack occurred at a rally for president Ashraf Ghani which killed over 26 and wounded over 42 . Ghani was unharmed in the incident . The second bombing occurred in Kabul near the US embassy . In this incident 22 were killed and another 38 were injured in the explosion . Children and women are among the dead and wounded in both attacks , also multiple soldiers were killed . The Taliban <tgr>claimed <tgr>responsibility for the attacks , and said they will commit more attacks to discourage people from voting in the upcoming presidential elections . == Attacks == === Charikar === The attack took place in Charikar , at a police training ground . At the time , Afghan president Ashraf Ghani was holding a political rally at the site , attended by thousands of people . A suicide bomber riding a motorcycle drove into a crowd near a security checkpoint and detonated his explosives . 26 people and the bomber were killed , and 42 others injured . Women and children were among the victims of the attack . President Ghani was unharmed in the attack , remaining protected by a secure compound about half a mile from the site of the blast . === Kabul === A few hours after the first attack , a second suicide bombing took place in Massoud Square near the Kabul Green Zone , in an area where several government buildings , the US embassy and NATO headquarters , are located . 22 people were killed in this attack and 38 injured . == Responsibility == The Taliban claimed responsibility for both attacks , and stated that the attacks were aimed at disrupting the Afghan presidential election , scheduled to take place on September 28 . == References == 

{'Communicator': 'BLANK', 'Recipient': 'BLANK', 'Instrument': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
179,"{'participant': 'silva', 'topic': 'undefined', 'place': 'undefined'}","Participant: Tamerlan Tsarnaev, Dzhokhar TsarnaevTopic: Purchasing pressure cookers, remote-controlled car set, batteries, transmitter and receiver, BBs, screwdriver and soldering gunPlace: Macy's at the Square One Mall in Saugus, NitroRCX",Tamerlan Tsarnaev allegedly buys a BB gun from Walmart in New Hampshire.,"{    ""Participant"": [""Tsarnaev"", ""Silva"", ""MIT police officer Sean Collier"", ""police""],    ""Topic"": [""selling marijuana"", ""buying pressure cookers and remote-controlled car set"", ""creating a secret Twitter account"", ""going to a firing range and buying equipment for bombs""],    ""Place"": [""Harvard pool"", ""Macy's at the Square One Mall in Saugus"", ""NitroRCX","Tsarnaev and Silva both graduated from Cambridge Rindge and Latin School in 2001 , and worked as lifeguards together at the Harvard pool . Starting in college , both became very involved in selling marijuana , and Silva had obtained a gun , in part , to help him protect his drug business . A Ruger semi - automatic handgun presented in the trial . Jan . 30 , 2013 Tamerlan , 26 , allegedly buys two Fager pressure - cookers at Macy ’ s at the Square One Mall in Saugus . The remains of a pressure cooker bomb . Feb . 8 , 2013 Tamerlan Tsarnaev used his credit card to make an online purchase of a remote - controlled car set , batteries , and a transmitter and receiver from NitroRCX . com . Prosecutors said these items were used to help remotely - detonate the bombs February , 2013 Dzhokhar Tsarnaev <tgr>visits <tgr>Silva and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown . March 11 , 2013 Dzhokhar Tsarnaev creates a secret Twitter account , @ Al - FirdausiA , with the user name Ghuraba and posted six Tweets in three days . The first post on March 11 , 2013 reads : "" I want the highest levels of Jannah , I want to be able to see Allah every single day for that is the best of pleasures . "" He also maintains his original Twitter account that includes mostly typical teenage postings , but some that could be signs of growing radicalization . March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 

{'Participant': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
165,"{'jailer': 'undefined', 'detainee': 'undefined', 'crime': 'undefined', 'place': 'undefined'}","{'Jailer': 'Thai officials', 'Detainee': 'Bilal and Mieraili', 'Crime': 'Bombing', 'Place': 'Erawan Shrine'}","'Jailer': 'BLANK', 'Detainee': 'BLANK', 'Crime': 'BLANK', 'Place': 'BLANK'","{'Jailer': 'Thai officials', 'Detainee': 'Bilal and Mieraili', 'Crime': 'the August 17 bombing at the Erawan Shrine in Bangkok', 'Place': 'Thailand'}","Police issued 17 arrest warrants following the bombing but only Bilal and Mieraili have been detained . They are described as ethnic Uighurs , a minority group based in China ' s Xinjiang region . They have been held in custody since their arrests in late August and early September . Thai officials have said the blast was carried out by a people - smuggling gang seeking revenge on Thai authorities for cracking down on their operation . The August 17 blast at the Erawan Shrine - a popular tourist destination - was one of the most deadly acts of violence in Bangkok in decades , and left 20 people dead and more than 120 injured . Of the dead , 14 were tourists . The attack shocked the residents of the capital because of the apparent randomness , which drove home the point that no place is immune to acts of terror . Authorities , however , have declined to call it an act of terrorism out of apparent fear that it would hurt the country ' s huge tourism industry . Police initially appeared at first to be at a loss , but soon claimed success with a series of raids and two <tgr>arrests <tgr>. Arrest warrants have been issued for 15 others . The two suspects were brought to the court in handcuffs wearing brown prison garb . Members of the media were not allowed to enter the court and the indictments took place before the two suspects arrived , said defense lawyer Chuchart Kanpai . Doubts about motive Early speculation about the bombing had suggested it might be the work of Uighur separatists who were angry that Thailand in July forcibly repatriated more than 100 Uighurs to China , where it is feared they face persecution . The theory was bolstered by the fact that the Erawan Shrine is popular among Chinese tourists , who figured prominently among the victims of the bombing . But Thai officials reject any political or religious motive , sticking to the theory that it was a revenge for disrupting a human - smuggling gang . Still , skepticism about the police explanation on the shrine attack has abounded because of leaks , contradictions , misstatements and secrecy surrounding the investigation . 

{'Jailer': 'BLANK', 'Detainee': 'BLANK', 'Crime': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
181,"{'participant': 'official', 'instrument': 'undefined', 'topic': 'undefined', 'place': 'undefined'}","{'Participant': 'Taliban', 'Instrument': 'U",'''                                                                                                                              ,"{'Participant': 'The Taliban', 'Instrument': 'explosives', 'Topic': 'killing more than 100 members of the Afghan security forces inside a military compound', 'Place': 'Maidan Wardak province'}","The Taliban killed more than 100 members of the Afghan security forces inside a military compound in central Maidan Wardak province on Monday , a senior defense official said . "" We have information that 126 people have been killed in the explosion inside the military training center , eight special commandoes are among the dead , "" said a senior official in the defense ministry in Kabul , speaking on condition of anonymity . The official said the assault began on Monday morning when the attackers rammed a car full explosives through a military checkpoint and detonated the vehicle inside the campus of the National Directorate of Security ( NDS ) forces training center in Maidan Shahr , the capital of Maidan Wardak province . Two gunmen entered the campus right after the explosion and shot at many Afghan soldiers before being gunned down during the clashes . Defense ministry officials said the Taliban had used U . S . - made armored Humvee vehicles captured from Afghan forces as a car bomb in order to breach the military fortifications . A second source residing in Maidan Wardak province said more than 100 members of National Directorate of Security ( NDS ) were killed in the complex attack . "" I have <tgr>been in touch <tgr>with the NDS official in the province and they told me that over 100 members of the NDS were killed in the big explosion , "" the former provincial official said . Sharif Hotak , a member of the provincial council in Maidan Wardak said he saw bodies of 35 Afghan forces in the hospital . "" Many more were killed . Several bodies were transported to Kabul city and many injured were transferred to hospitals in Kabul , "" said Hotak , adding that "" the government was hiding the accurate casualty figures to prevent a further dip in the morale of the Afghan forces . "" "" The explosion was very powerful . The whole building has collapsed , "" he said . Government officials in Maidan Wardak and Kabul declined to comment when asked if they were obscuring the death toll . Two senior officials in the interior ministry said the exact casualty figures were not being disclosed to prevent unrest within the armed forces . 

{'Participant': 'BLANK', 'Instrument': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
69,"{'attacker': 'undefined', 'target': 'undefined', 'instrument': 'undefined', 'explosivedevice': 'devices', 'place': 'undefined'}","{'Attacker': 'Rahimi', 'Target': 'Manhattan\'s Chelsea neighborhood', 'Instrument': 'pipe bomb', 'ExplosiveDevice': 'bomb', 'Place': 'New Jersey'}"," 'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'","{'Attacker': 'Rahimi', 'Target': 'civilians', 'Instrument': 'explosion', 'ExplosiveDevice': 'pipe bomb', 'Place': 'Chelsea neighborhood in Manhattan'}","Wearing a dark blue jump suit , Rahimi , 28 , shuffled slowly into federal court in Manhattan and had several coughing fits during the brief hearing . He suffered serious injuries in a shootout with police two days after the bombing . He spoke only once , when U . S . District Judge Richard Berman asked him to confirm that he intended to plead not guilty to an eight - count indictment filed on Wednesday . "" Yes , sir , "" Rahimi said . Prosecutors have accused the Afghan - born U . S . citizen of setting off an explosion in Manhattan ' s Chelsea neighborhood on Sept . 17 . It did not kill anyone but hurt 30 people . The attack came hours after authorities say another pipe bomb planted by Rahimi went off along the course of a charity road race in New Jersey , although that detonation did not injure anyone . Federal prosecutors also say Rahimi left another bomb in Chelsea that did not <tgr>go off <tgr>and several explosive devices in a bag at a train station in Elizabeth , New Jersey . In addition to the New York indictment , Rahimi faces charges from federal and state prosecutors in New Jersey . He was captured after a manhunt that ended when police officers discovered him sleeping in the doorway of a bar in Linden , New Jersey . The confrontation left him with several gunshot wounds , delaying the filing of federal charges and forcing him to make his first court appearance in New Jersey from a hospital bed . Assistant U . S . Attorney Nicholas Lewin told Berman that prosecutors had compiled video clips showing Rahimi ' s movements on the day of the bombings , including leaving his house carrying bags , walking on West 23rd Street where the device went off and planting the second bomb on West 27th Street . He also said the government has records showing Rahimi purchased bomb components online and DNA evidence tying him to the bombs . Lewin asked Berman to consider a trial date in the "" late winter "" or "" early spring , "" saying the amount of evidence in the case is relatively limited . Berman scheduled court dates for Dec . 19 and Jan . 31 but has not set a trial date . 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
