premise,hypothesis,labels,additional_labels,Generated,Model,Task
The woman had a really dull personality.,The woman's personality had as intriguing as oatmeal,Entailment,"Oatmeal is a really bland food, so the simile is saying that the woman's personality is just as bland.","The hypothesis is comparing the woman's personality to oatmeal, suggesting that it is uninteresting and bland",text-davinci-003,flute
I wish I had more money like Bill Gates.,It doesn't bother me for one second at the fact that bill gates has more money than I will ever have.,Contradiction,Having less money than someone else does not make them feel good and so the person sarcastically stating that it doesn't bother them is really just trying to cover up the fact that they feel inferior and upset.,The hypothesis is figuratively expressing that the speaker is not envious of Bill Gates' wealth,text-davinci-003,flute
Because I'm going to sleep very deeply and soundly tonight.,Because I'm going to sleep like a log tonight.,Entailment,"To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.","The phrase ""sleep like a log"" is a figurative expression meaning to sleep deeply and soundly, so the relationship between the premise and the hypothesis is A: Entailment",text-davinci-003,flute
One time I was robbed at gun point.,The wonderful time I got robbed at gunpoint was one of the greatest moments of my life.,Contradiction,Getting robbed at gunpoint is a traumatic experience and not something to be happy about.,"The hypothesis is using hyperbole to express the idea that the experience, although frightening, was also meaningful and memorable",text-davinci-003,flute
He was even surprised to learn the men were pretty good friends when they weren't in conflict with each other over political issues.,He was even surprised to learn the men were pretty good friends when they weren't at loggerheads over political issues.,Entailment,"To be at loggerheads is to be in conflict with someone, and in this sentence the men are in conflict with each other over political issues.","The phrase ""at loggerheads"" in the hypothesis is a metaphor meaning in conflict or disagreement, so the most accurate option is A: Entailment",text-davinci-003,flute
"He stepped lightly, his stride sure and unhurried","He stepped lightly, his stride like a huge jungle cat , an apex predator out for a prowl in his domain.",Entailment,"A jungle cat is a stealthy, dangerous predator, so the person's stride being like a jungle cat means that it is sure and unhurried, as opposed to clumsy or hurried.","The figurative language in the hypothesis suggests that the person is confident and powerful, like a large and dangerous animal",text-davinci-003,flute
Trying to get rid of house gnats is a pain.,It's really irritating trying to get rid of the house gnats,Entailment,House gnats are often difficult to get rid of and their presence can be very irritating to people,"The hypothesis uses figurative language to express the frustration of trying to get rid of the house gnats, so the most accurate option is A: Entailment",text-davinci-003,flute
All allegiance to the oaths of homage  is long gone by this time.,Oaths of homage fiercely succeeded.,Contradiction,"An oath of homage is a solemn pledge of allegiance, while to have long gone the allegiance means that it is no longer relevant or important, or the people who took the oaths are not very sincere anymore.","The phrase ""fiercely succeeded"" in the hypothesis implies that the oaths of homage were strongly upheld and respected",text-davinci-003,flute
"To make things worse, a boy was leading a handsome sheep on a string behind him.","To add insult to injury, a boy was leading a handsome sheep on a string behind him.",Entailment,"To add insult to injury means to make a bad situation worse, and in this sentence the boy leading the sheep makes the situation worse.","The figurative language in the hypothesis implies that the situation is even more difficult than it already is, making the boy's situation worse",text-davinci-003,flute
I wish I had my neighbors nice new car.,"I couldn't be less jealous of my neighbors, who just got a car that I could never afford.",Contradiction,Cars are often considered to be a status symbol and so someone who cannot afford one would feel jealous of their neighbors who can.,"The hypothesis uses figurative language to express the speaker's envy of their neighbor's new car, which they cannot afford",text-davinci-003,flute
Hate it when I meet a Tinder date and she looks nothing like her pictures.,I love it when I meet a Tinder date and she looks nothing like her pictures.,Contradiction,Meeting someone from Tinder and discovering that they look nothing like their pictures can be a very disheartening experience and so it is not reassuring at all.,"The hypothesis is figuratively suggesting that the opposite of the premise is true, which is a contradiction",text-davinci-003,flute
"Yesterday, I saw my best friend in the park, he was with my ex.","Yesterday, I saw my best friend in the park and it made me insanely happy to see him with my ex",Contradiction,It would not be a happy moment to see your best friend with your ex considering the history between the two of you and the fact that they are now dating each other.,"The hypothesis uses figurative language to express the speaker's joy at seeing their best friend and ex together, suggesting that the speaker is happy that their ex and best friend are getting along",text-davinci-003,flute
He turned away from me in great anger and resentment.,He turned away from me in high dudgeon.,Entailment,"To be in high dudgeon means to be with resentment or angrily, which is why he turned away from the speaker in great anger.",The figurative language in the hypothesis implies that he was very angry and resentful,text-davinci-003,flute
I once took a dive into the pool and came up with no swim trunks.,I remember the embarassing time when I dived into the pool and came up with no swim trunks,Entailment,It is very embarrassing to be caught without clothes on and so coming up from a dive with no swim trunks would be a very embarassing experience,"The phrase ""embarrassing time"" in the hypothesis is used figuratively to describe the feeling of shame and humiliation experienced when the premise occurred",text-davinci-003,flute
My boss suddenly just took that project I was working hard on away from me for no good reason!,I can't believe my boss just took that project I have been working hard on away from me for no good reason!,Entailment,It is frustrating when someone takes away something that you have been working hard on without a good explanation or justification,"The hypothesis expresses disbelief and frustration with the premise, suggesting that the boss's decision was unjustified",text-davinci-003,flute
I am completely grossed out this bread was molded that I just got from the store today.,I love how this bread was molded and that I just got it from the store today,Contradiction,Bread that is molded is no longer fresh and edible and so it would be unreasonable for someone to love it or be happy about getting it from the store but they would rather feel grossed out.,"The hypothesis is using figurative language to express the opposite of the premise, suggesting that the speaker is pleased with the bread they got from the store",text-davinci-003,flute
He ran quickly to join his comrades around the corner when he ran into a burly German,He darted around a corner to join his comrades when he ran full tilt into a burly german.,Entailment,"To run full tilt means to run as fast as possible, which is what he did when he ran quickly to join his comrades.","The hypothesis uses the phrase ""full tilt"" to describe the speed at which he ran, suggesting he was running as fast as he could",text-davinci-003,flute
He smiled treacherously up at me.,"I looked down at him, and he smiled at me like an angel.",Contradiction,"An angel is a being of divine nature, and they are often portrayed as benevolent and good","The figurative language in the hypothesis suggests that the man's smile was deceptive and not genuine, implying a sinister intent",text-davinci-003,flute
Not happy about the fact that my friends all met up for dinner recently and I wasn't invited.,It's not fair that my friends all got together for dinner recently and I wasn't invited,Entailment,It can feel like an act of exclusion when friends get together for events and the person is not included in the invitation,The hypothesis uses figurative language to express the speaker's feeling of injustice at not being invited to the dinner,text-davinci-003,flute
Panic is sweeping through the streets slowly,Panic is sweeping through the streets like an ambitious virus.,Contradiction,"A virus is known to spread quickly and be ambitious in its goal to infect as many hosts as possible, whereas if something is sweeping through the streets slowly, it is not ambitious","The hypothesis uses the metaphor of a virus to describe how quickly panic is spreading through the streets, suggesting that it is spreading rapidly and without control",text-davinci-003,flute
I am so upset that my daughter failed an exam and tried to hide it from me.,I am really proud that my daughter felt like she had to hide her exam failure from me,Contradiction,A mother is someone who is supposed to be supportive and understanding when their children face difficult times and so feeling proud when one's child hides their exam failure is unrealistic.,"The figurative language in the hypothesis implies that the daughter was trying to protect the parent from feeling bad, which shows a sense of love and respect",text-davinci-003,flute
We'll never know unless we try it out.,We 'll never know unless we give it a whirl.,Entailment,"To give it a whirl means to try something out, so in this sentence trying it out is the only way to know.","The phrase ""give it a whirl"" is a figurative expression meaning to try something out",text-davinci-003,flute
He looked primitive and primal .,He looked like a prowling animal .,Entailment,"A prowling animal is one that is on the hunt, looking for its next meal much like someone primitive and primal.","The figurative language in the hypothesis suggests that he had a wild and untamed appearance, like a wild animal",text-davinci-003,flute
"fitting for the new arrival, she's passive and low-energy.","fitting for the new arrival, she's full of beans.",Contradiction,"To be full of beans means to be lively and energetic, but in this sentence she is passive and low-energy","The figurative language in the hypothesis implies that the new arrival is energetic and enthusiastic, which is in stark contrast to the premise that she is passive and low-energy",text-davinci-003,flute
I was teaching my daughter to drive today and myself got a speeding ticket.,I don't know whether to be ashamed that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so recklessly,Entailment,Speeding is dangerous and illegal and so getting a speeding ticket is often seen as something to be ashamed of,The hypothesis is using figurative language to express the speaker's feelings of guilt and shame for their actions,text-davinci-003,flute
I was jealous when my co worker kept getting top spot when I knew he was cheating.,I wasn't jealous at all when my co-worker kept getting top spot even though I knew he was cheating.,Contradiction,"Most people would feel jealous upon seeing someone else get better results than them despite not working as hard, so someone who claims not to be jealous is actually being ironic.","The hypothesis is figuratively suggesting that the speaker was not jealous at all, even though they knew their co-worker was cheating, which is the opposite of what the premise states",text-davinci-003,flute
A constant battle to earn sufficient money to pay all of one's bills?,A constant struggle to make ends meet?,Entailment,"To make ends meet means to earn just enough money to pay one's bills, which is described as a constant battle.","The phrase ""make ends meet"" is a metaphor for having enough money to pay all of one's bills, so the answer is A: Entailment",text-davinci-003,flute
"In a daze, he walked into the next room, uncased his guitar, and returned to the kitchen table.","in a fog he walked into the next room, uncased his guitar, and returned to the kitchen table.",Entailment,"To be in a fog means to be not fully aware or alert, and in this context the person is in a daze and not fully aware of their surroundings.",The figurative language in the hypothesis suggests that the person was in a state of confusion and disorientation,text-davinci-003,flute
I feel nervous most of the time but when my regional boss comes into town it gets pretty bad,I feel so confident when my regional boss visits it's like my anxiety skyrockets,Contradiction,It is not a pleasure to have one's regional boss visit because the person is likely to feel anxious and nervous around them owing to their position of power.,"The figurative language in the hypothesis suggests that the presence of the regional boss causes the speaker to feel a sudden increase in anxiety, which is an entailment of the premise",text-davinci-003,flute
We tried to have kids for a long time but each pregnancy just resulted in miscarriage.,"We feel so terrible that every time we tried to have kids, it resulted in a miscarriage",Entailment,It's really heartbreaking when a couple tries to have kids but are unsuccessful and each pregnancy just results in a miscarriage,"The hypothesis uses figurative language to express the emotional pain of the situation, suggesting that the couple feels overwhelmed and helpless",text-davinci-003,flute
The pen is insignificant than the sword.,The pen is mightier than the sword.,Contradiction,"The pen is often seen as mightier than the sword because it is thought to be able to influence and change people's minds, while the pen is insignificant mean it is an useless thing.","The phrase ""mightier than the sword"" is a metaphor that suggests that the power of words and ideas is greater than the power of physical force",text-davinci-003,flute
"I recently had a wonderful experience with a woman I really like, the night ended poorly and I came across very disappointed with the ending.",I had a great time with the woman I like but the night ended abruptly and that makes me feel just swell.,Contradiction,A night ending abruptly is not a good thing because it means that either the two people involved did not have a good time or something bad happened and hence the person should not feel swell about it.,"The hypothesis uses figurative language to express that the night ended in a way that was not satisfactory, but the speaker is trying to put a positive spin on it",text-davinci-003,flute
I caught my neighbor letting his dog poop on my lawn.,I got overjoyed when I saw my neighbor let his dog poop on my lawn,Contradiction,Most people would not find it joyful to see their neighbor's dog poop on their lawn and instead would be angry and frustrated.,"The figurative language in the hypothesis implies that the speaker is not actually happy about the situation, but rather is expressing their frustration in an exaggerated way",text-davinci-003,flute
"So I have been influenced to believe because of something heard, seen, or read, sir.","So I have been lead to believe, sir.",Entailment,"To lead to believe means to cause one to believe something, and in this context the person has been caused to believe something.","The hypothesis uses figurative language to suggest that the premise has caused the speaker to form a belief, which is described as being ""lead""",text-davinci-003,flute
"I knew pain existed, and this was intense.",I knew there was pain but this was like a sharp dagger.,Entailment,"A sharp dagger is a very painful object, so the simile is emphasizing the intensity of the pain.","The hypothesis uses the metaphor of a sharp dagger to describe the intensity of the pain, suggesting that it was more intense than expected",text-davinci-003,flute
I didn't like him enough to reject or protest against that shit.,I didn't like him enough to put up with that shit.,Contradiction,"To put up with someone or something means to endure or abide by it, but this context describes rejecting it instead.","The phrase ""put up with"" in the hypothesis implies that the speaker is tolerating something they don't like, which is entailed by the premise",text-davinci-003,flute
some peaks of demand can be dealt with by internal consultants.,some peaks of demand can be dealt with by external consultants.,Contradiction,"The phrase external consultants means people who are not employed by the compan, where as the internal consultants means people who are employed by the company.","The hypothesis suggests that external consultants can be used instead of internal consultants to handle peaks of demand, which is different from the premise",text-davinci-003,flute
My best friend is going to Tahiti with his family!,Tahiti is the most beautiful place on Earth and it doesn't make me envious of my best friend who gets to go there unlike me,Contradiction,The beauty of Tahiti is often mentioned and therefore it is likely to make someone envious if their best friend gets to go there and they don't.,"The hypothesis uses figurative language to express the speaker's envy of their best friend's opportunity to visit Tahiti, while also expressing admiration for the beauty of the destination",text-davinci-003,flute
When I go to the mall to buy clothes I always feel so envious of others who are buying expensive items.,I feel amazing when I go to the mall and see people buying really expensive clothes while I can't even afford one item.,Contradiction,Seeing people spending a lot of money on clothes while one cannot afford to buy anything displays feelings of inadequacy and envy.,"The hypothesis uses figurative language to express the feeling of envy and admiration for those who can afford expensive items, while the speaker cannot",text-davinci-003,flute
The taste of agony was very less and I did not feel any suffering.,The taste of agony coated thick upon my tongue.,Contradiction,"The thick coating of agony would be something that is intense and overwhelming, while saying it is very less suggests that it is not as strong or potent.","The hypothesis uses figurative language to describe a feeling of intense suffering, which is in contrast to the premise that there was no suffering",text-davinci-003,flute
I am terrified that someone got shot near my house the other day.,I am excited that somebody was just shot near my house and it could happen to me too,Contradiction,Fear and anxiety are not feelings that anyone would want to feel and so being excited about the potential of being shot near one's house is definitely not warranted.,"The hypothesis uses hyperbole to exaggerate the fear of the premise, so the relationship between the premise and the hypothesis is a contradiction",text-davinci-003,flute
My friend stole 50 dollars from me.,My so-called friend who I thought was trustworthy ended up stealing 50 dollars from me,Entailment,"When someone who is supposed to be a friend violates that trust by stealing from the person, it is natural to feel disappointed and upset",The hypothesis uses figurative language to express the idea that the friend was not as trustworthy as the speaker thought they were,text-davinci-003,flute
I think I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick.,I feel terrific that I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick,Contradiction,Getting a coworker in trouble is not a good thing and can lead to conflict between the two people and hence feeling terrific about it would be wrong.,"The hypothesis uses hyperbole to express the speaker's guilt, suggesting that they feel overly pleased with themselves for the situation",text-davinci-003,flute
I was really stressed out and grad school and had no choice but to drop out to keep my sanity.,I was totally stressed out and grad school was making me feel like I was going crazy so I dropped out to keep my sanity,Entailment,Grad school is often a very stressful time for people and if it starts to feel like it is making someone go crazy then it is probably a good idea for that person to drop out and take care of their mental health,"The hypothesis uses figurative language to describe the feeling of being overwhelmed by grad school, suggesting that it was making the speaker feel like they were going crazy",text-davinci-003,flute
"Burglary, nothing important or significant.","Burglary, really small potatoes.",Entailment,"Small potatoes means a tiny and/or inconsequential person, thing or amount, and in this context burglary is seen as tiny and inconsequential.","The phrase ""small potatoes"" in the hypothesis is figurative language meaning that the burglary was insignificant or unimportant",text-davinci-003,flute
"without taking anything else into consideration, she had chosen to do what she enjoyed most - working with young children.",at the end of the day she had chosen to do what she enjoyed most - working with young children.,Contradiction,"The idiom at the end of the day means when everything else has been taken into consideration, but this sentence describes a situation where she didn't consider anything else","The hypothesis states that she chose to do what she enjoyed most without considering any other factors, which implies that the premise and hypothesis are entailed",text-davinci-003,flute
I am concerned about the financial situation of my employer.,I am worried about the fact that my employer might go bankrupt because of our terrible financial situation.,Entailment,"If an employer is in a bad financial situation, it is likely that they might go bankrupt and so employees who are aware of the situation are often worried about their job security","The hypothesis states that the financial situation of the employer is so bad that it could lead to bankruptcy, which implies that the premise is true",text-davinci-003,flute
She is so easily accessible,She is like a rare stone in a museum surrounded by laser lights.,Contradiction,A rare stone in a museum is carefully guarded and not easily accessible,"The hypothesis uses figurative language to describe the premise by comparing her to a rare stone in a museum surrounded by laser lights, suggesting that she is valuable and hard to reach",text-davinci-003,flute
The landscapes of the newer suburbs looked somehow phony.,Most of the newer burbs had landscapes that looked like a recent hair transplant .,Entailment,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.","The hypothesis is using a metaphor to compare the landscapes of the newer suburbs to a recent hair transplant, implying that they look unnatural and fake",text-davinci-003,flute
That future historian will not look at all for a proper and accurate source.,That future historian will search high and low for a proper and accurate source.,Contradiction,"To search high and low means to look intently for something in many different places, but the future historian is not looking at all in this context, thus it is a contradiction.",The figurative language in the hypothesis implies that the future historian will be thorough and persistent in their search for a proper and accurate source,text-davinci-003,flute
My mom yelled at a cashier and I felt like I should have left her there.,I was thrilled how my mom acted when she yelled at the cashier,Contradiction,Most people would not be proud of their mothers for yelling at a cashier because it is an inappropriate and unprofessional thing to do.,"The figurative language in the hypothesis implies that the speaker was pleased with their mother's behavior, which is a contradiction to the premise",text-davinci-003,flute
I am so behind on my housework.,I feel excellent that I have not been able to keep up with my housework like I wanted to,Contradiction,Not being able to keep up with housework is a negative thing as it means the house is not clean and tidy and hence the person does not feel excellent about it.,"The figurative language in the hypothesis implies that the speaker is feeling the opposite of what they expected to feel, which is a contradiction",text-davinci-003,flute
I tried following a recipe for vegan cookies and they turned out horribly.,"I was so excited to try out this vegan cookie recipe, but they turned out to be a total disaster",Entailment,When something that is anticipated to be good turns out to be bad it is often disappointing and this was the case for the vegan cookies,"The hypothesis uses figurative language to express the disappointment of the outcome of the recipe, comparing it to a disaster",text-davinci-003,flute
"You'd murdered family members without feeling or remorse, Thomas?","You'd kill family in cold blood, thomas?",Entailment,"To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.","The hypothesis implies that Thomas is capable of killing family members without any emotion or regret, which is entailed by the premise",text-davinci-003,flute
I applied for a loan to buy a house from the bank but didn't get it.,"I was really hopeful about getting the loan to buy my dream house, but sadly the bank rejected me",Entailment,"Being rejected for a loan often leads to feelings of sadness and disappointment, especially when it is for something that was very important or desired like a dream house","The hypothesis uses figurative language to express the speaker's disappointment at not getting the loan, suggesting that the dream of owning a house has been lost",text-davinci-003,flute
The warrior was brave and strong on the battlefield who never gives up.,The warrior was a lion on the battlefield.,Entailment,"Lions are known for their bravery and strength, and never giving up.","The hypothesis uses the metaphor of a lion to describe the warrior's bravery and strength, suggesting that the warrior was unstoppable and never gave up",text-davinci-003,flute
Her hair smelled like a delicate fragrance that was lingering around me.,Of that faint fragrance rising from her soft hair.,Entailment,Delicate fragrance means a light scent that is not overwhelming.,"The hypothesis uses figurative language to describe the scent of her hair as a faint, delicate fragrance that is surrounding the speaker",text-davinci-003,flute
This restaurant keeps leaving flyers on my door every week and it is just piling up all over the neighborhood.,It's getting really irritating that this restaurant keeps leaving flyers on my door every week and it's just piling up all over the neighborhood,Entailment,It's common courtesy to not litter or throw things in other people's property so it's understandable to be irritation when a restaurant keeps leaving their flyers on someone's door which often results in a pile up of paper in the neighborhood,"The hypothesis is figuratively expressing the annoyance of the situation by saying that the flyers are ""piling up"" all over the neighborhood",text-davinci-003,flute
I was upset when my dog tore up my living room couch,I was really mad when my dog destroyed my new living room couch,Entailment,When somebody's dog tears up something like a new living room couch it is often seen as a personal attack since the dog knows that they are not supposed to be doing that and it can often lead to the owner being very mad,"The phrase ""destroyed my new living room couch"" is figurative language that implies that the dog caused significant damage to the couch",text-davinci-003,flute
I feel bad that I cheated on my diet.,I feel proud that I cheated on my diet and broke the commitment I made to myself,Contradiction,"Cheating on a diet and breaking a commitment made to oneself goes against everything that is healthy and good, so feeling proud about it is definitely not justified.","The hypothesis suggests that the speaker is proud of their decision to break their commitment to their diet, which is the opposite of what is stated in the premise, so the relationship between the premise and the hypothesis is a Contradiction",text-davinci-003,flute
I was so angry when my brother tied a firecracker to our dog's tail.,I was so livid when my brother tied a firecracker to our dog's tail,Entailment,Tying a firecracker to a dog's tail is cruel and can cause the dog a lot of pain so it's understandable to be very angry at the brother for doing something like that,"The phrase ""livid"" in the hypothesis is used figuratively to express extreme anger",text-davinci-003,flute
"Not a married guy out looking for a quick verbal amorous play, but a man who would truly love her.","Not a married guy out looking for a quick slap and tickle, but a man who would truly love her.",Contradiction,"A slap and tickle refers to physical amorous play, but the contradiction is saying that the man is looking for verbal amorous play instead","The figurative language in the hypothesis implies that the man is looking for a romantic relationship, not a physical one",text-davinci-003,flute
I failed my final exam for math last semester.,I feel nasty that I bombed my math final exam and got a 0%,Entailment,"A final exam is often worth a large percentage of someone's grade for a class and so failing it usually results in people feeling upset, disappointed, and embarrassed",The hypothesis uses figurative language to express the speaker's negative feelings about their performance on the math final exam,text-davinci-003,flute
His words cut through the air crisply.,The words cut through the air like a hot iron sharpening skirt pleats.,Entailment,"A hot iron is used to sharpen pleats in skirts in a crisp manner, so the simile here implies that  her words cuts through the fabric crisply.","The figurative language in the hypothesis suggests that the words were sharp and precise, like a hot iron sharpening skirt pleats",text-davinci-003,flute
My kids just got back and now the house is no longer quiet.,The peace and quiet of my house was just enhanced by the sound of my kids coming back.,Contradiction,The peace and quiet of a house is usually disturbed by the sound of kids coming back from school or playing outside and hence the addition of that sound does not really make things any better.,The hypothesis is using figurative language to express the idea that the sound of the kids coming back has made the house more pleasant and enjoyable,text-davinci-003,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been bothering me lately that I'm always working and never get a break,Entailment,It's not healthy to work all the time without any break and it's common to feel annoyed or bothered by this situation,"The phrase ""getting to me"" in the hypothesis is a figurative expression that means to cause someone to feel frustrated or overwhelmed",text-davinci-003,flute
This will improve the situation.,This is a plus.,Entailment,"To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.","The phrase ""This is a plus"" is used figuratively to mean that this will have a positive effect",text-davinci-003,flute
In making political agreements there are always multiple layers of complexity.,In making political agreements there are always wheels within wheels.,Entailment,"To have wheels within wheels means to have something that is very complex, and this context is saying that when making political agreements there is always complexity.","The figurative language in the hypothesis suggests that there are hidden agendas and ulterior motives in making political agreements, which implies that there is more complexity than meets the eye",text-davinci-003,flute
These contractors are fixing the roof and they are so messy,It drives me insane how these contractors are making a mess and not cleaning up after themselves,Entailment,"Its common courtesy to clean up after oneself, especially when working in someone else's home, so its understandable to be driven insane by contractors who are not doing so",The hypothesis uses figurative language to express the speaker's frustration with the contractors' lack of tidiness,text-davinci-003,flute
I forgot about wife's birthday.,Wife's birthday slipped my mind and I feel great about it.,Contradiction,Forgetting one's wife's birthday is a really bad thing to do and so who feeling great about it cannot be considered normal.,The hypothesis uses figurative language to express the idea that the speaker is not feeling guilty about forgetting their wife's birthday,text-davinci-003,flute
The children danced with joy,The children frolicked with joy.,Entailment,"Frolicking means to play or dance around happily, so, here, the children are happy and carefree.","The phrase ""frolicked with joy"" is a figurative way of saying that the children were filled with joy and expressed it through dancing",text-davinci-003,flute
The kid was a brute and silent.,The kid was a brute and like a locomotive.,Contradiction,"A locomotive is a large, noisy machine","The hypothesis uses the metaphor of a locomotive to describe the kid's behavior, implying that the kid was strong and unstoppable",text-davinci-003,flute
I had to pay a late fee on my car taxes because I procrastinated in paying them on time.,I was so excited when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Contradiction,The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,"The hypothesis uses figurative language to express the speaker's surprise and disappointment at having to pay a late fee, which implies that the premise and hypothesis are entailed",text-davinci-003,flute
"We did not go very far to portland, even though the brunswick mall is only a half-hour away.","We go all the way to portland, even though the brunswick mall is only a half-hour away.",Contradiction,"To go all the way means to continue on a course to the end, but in this sentence they did not go very far","The hypothesis suggests that we go further than the brunswick mall, which is only a half-hour away, even though the premise states that we did not go very far",text-davinci-003,flute
My daughter had me buy the supplies she wanted and not the ones on the school list.,My daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,Entailment,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents",The hypothesis uses figurative language to suggest that the daughter made the speaker feel guilty or uncomfortable for not following the school list,text-davinci-003,flute
The seeds of change were uprooted in 1943.,The seeds of change were planted in 1943.,Contradiction,"To plant something means to put it in the ground so that it can grow, while to uproot something means to pull something of the ground.","The phrase ""seeds of change"" in the hypothesis is figurative language that suggests a new beginning or a start of something new",text-davinci-003,flute
"I forgot to pay my credit card bill, I'm so disappointed with myself.",I feel great that I forgot to pay my credit card bill and now have to deal with the consequences,Contradiction,Forgetting to pay a credit card bill is not a great thing because it leads to late fees and penalties which makes the individual disappointed.,The figurative language in the hypothesis implies that the speaker is taking a positive attitude towards the negative consequence of forgetting to pay their credit card bill,text-davinci-003,flute
Yesterday my co-worker nabbed the promotion that I was in line for.,Yesterday my co-worker got the promotion that I was gunning for and now I feel really good about it,Contradiction,"A promotion at work is usually seen as a matter of self accomplishment, so someone being happy about their co-worker getting it instead of themselves is not logical.","The hypothesis uses figurative language to express that the speaker is surprisingly content with the outcome, even though they were expecting to get the promotion",text-davinci-003,flute
"I don't know why they still bother, the costly and meaningless victory which is their only hope, will leave them kings of a mountain of fire and broken glass.","I don't know why they still bother, the pyrrhic victory which is their only hope, will leave them kings of a mountain of fire and broken glass.",Entailment,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor, and in this context the victory is described as being costly and meaningless.","The figurative language in the hypothesis suggests that the victory will be costly and ultimately futile, leaving them with nothing but destruction",text-davinci-003,flute
The bridge is blocking the river.,The bridge hovers over the river.,Entailment,The bridge is blocking the river means that the bridge is preventing the river from flowing.,"The hypothesis uses figurative language to describe the bridge as hovering over the river, suggesting that the bridge is not physically blocking the river",text-davinci-003,flute
I am sad it is my birthday and I feel really sick,I like feeling really sick and also not being able to enjoy my birthday,Contradiction,Most people would not like to feel sick and not be able to enjoy their birthday and so someone saying that they like it is being sarcastic,The hypothesis is using figurative language to express the idea that the speaker does not want to celebrate their birthday due to feeling sick,text-davinci-003,flute
My best friend just got a new car and here I am driving the same car for 10 years.  Ugh.,It thrills me that my best friend got a new car and I'm still driving the same one for 10 years.,Contradiction,"A new car is often seen as a status symbol and so someone who has had the same car for a long time while their best friend has a new one, would not be thrilled but would feel envy and resentment.",The hypothesis uses figurative language to express the speaker's mixed feelings of joy for their friend and disappointment in their own situation,text-davinci-003,flute
The approaching car's headlights reflected at me.,The approaching car's headlights glared at me.,Entailment,"Headlights glare when they are too bright, like when a car is coming towards you with its headlights on.",The figurative language in the hypothesis implies that the headlights were shining brightly and intensely at the speaker,text-davinci-003,flute
A voice soft and gentle,A voice like a hall-stalking headmaster,Contradiction,"A headmaster is someone who is in charge and authoritative, so their voice would not be soft and gentle","The figurative language in the hypothesis suggests that the voice is authoritative and intimidating, which contradicts the premise of a voice being soft and gentle",text-davinci-003,flute
"you'll never find me sad and dreary, and I don't mince my words.","you 'll never find me full of the joys of spring, and I don't mince my words.",Contradiction,"To be full of the joys of spring means to be very happy and cheerful, but this sentence describes the person as being sad and dreary",The figurative language in the hypothesis implies that the speaker is always cheerful and direct in their speech,text-davinci-003,flute
The movie was exciting.,The movie was as thrilling as a sermon,Contradiction,"A sermon is not an exciting event, so it would not be as thrilling as something that is exciting","The hypothesis uses a metaphor to compare the excitement of the movie to the excitement of a sermon, suggesting that the movie was very exciting",text-davinci-003,flute
I loaned some money to my friend at work and it turns out he quit a couple days ago and I won't be getting my money back.,I am so delighted that my friend quit his job without giving me back the money he owed me.,Contradiction,It is not good when someone quits their job without giving back the money they owe to someone else and so this sentence is sarcastic because the speaker is not delighted about the situation.,"The figurative language in the hypothesis implies that the speaker is pleased that their friend left without repaying the loan, even though it is not a desirable outcome",text-davinci-003,flute
At work there is a coworker that smell terribly bad.,"At work, there's this colleague that smells horrendously bad",Entailment,The coworker smells so bad that it is difficult to be near them and often results in people feeling nauseous,"The hypothesis uses figurative language to emphasize the intensity of the smell, suggesting that it is extremely unpleasant",text-davinci-003,flute
It was completely outdated and unpopular when I went to use it last night.,It was dead as a dodo when I went to use it last night.,Entailment,"To be dead as a dodo means to be outdated or unpopular, and in this sentence it was both of those things when the speaker tried to use it last night.","The phrase ""dead as a dodo"" is a metaphor meaning that the thing in question is completely obsolete and no longer in use",text-davinci-003,flute
I broke my mother's prized teapot.,I feel proud that I accidentally broke my mother's prized teapot,Contradiction,Accidentally breaking something that is valuable to someone shows carelessness and stupidity and hence the person who broke it should not feel proud about it.,"The hypothesis uses figurative language to express the idea that the speaker is proud of their mistake, which is a contradiction to the premise that they broke their mother's prized teapot",text-davinci-003,flute
Someone stole the stereo out of my car.,Some bastard decided to steal my car stereo and make me suffer,Entailment,When someone's belongings are stolen it is often an upsetting experience because it feels like a personal violation and the sense that someone has deliberately decided to make them suffer,"The hypothesis uses figurative language to express the speaker's anger and frustration at the theft of their stereo, suggesting that the perpetrator was malicious and intended to cause them harm",text-davinci-003,flute
