premise,hypothesis,labels,additional_labels,Generated,Model,Task
He smiled treacherously up at me.,"I looked down at him, and he smiled at me like an angel.",Contradiction,"An angel is a being of divine nature, and they are often portrayed as benevolent and good",The figurative language in the hypothesis is a simile comparing the person's smile to that of an angel,chatgpt,flute
Not happy about the fact that my friends all met up for dinner recently and I wasn't invited.,It's not fair that my friends all got together for dinner recently and I wasn't invited,Entailment,It can feel like an act of exclusion when friends get together for events and the person is not included in the invitation,"The figurative language in the hypothesis is the use of the phrase ""not fair"" to express a sense of injustice or inequality",chatgpt,flute
Panic is sweeping through the streets slowly,Panic is sweeping through the streets like an ambitious virus.,Contradiction,"A virus is known to spread quickly and be ambitious in its goal to infect as many hosts as possible, whereas if something is sweeping through the streets slowly, it is not ambitious",The hypothesis uses a simile to compare the spread of panic to a virus,chatgpt,flute
I am so upset that my daughter failed an exam and tried to hide it from me.,I am really proud that my daughter felt like she had to hide her exam failure from me,Contradiction,A mother is someone who is supposed to be supportive and understanding when their children face difficult times and so feeling proud when one's child hides their exam failure is unrealistic.,"The figurative language in the hypothesis is sarcasm, as it is unlikely that a parent would be proud of their child hiding a failure",chatgpt,flute
We'll never know unless we try it out.,We 'll never know unless we give it a whirl.,Entailment,"To give it a whirl means to try something out, so in this sentence trying it out is the only way to know.","The figurative language in the hypothesis is ""give it a whirl,"" which means to try something out",chatgpt,flute
He looked primitive and primal .,He looked like a prowling animal .,Entailment,"A prowling animal is one that is on the hunt, looking for its next meal much like someone primitive and primal.",The hypothesis uses a simile to compare the person's appearance to that of a prowling animal,chatgpt,flute
"fitting for the new arrival, she's passive and low-energy.","fitting for the new arrival, she's full of beans.",Contradiction,"To be full of beans means to be lively and energetic, but in this sentence she is passive and low-energy","The figurative language in the hypothesis is ""full of beans,"" which means energetic and lively",chatgpt,flute
I was teaching my daughter to drive today and myself got a speeding ticket.,I don't know whether to be ashamed that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so recklessly,Entailment,Speeding is dangerous and illegal and so getting a speeding ticket is often seen as something to be ashamed of,The figurative language in the hypothesis is a rhetorical question that expresses conflicting emotions,chatgpt,flute
I was jealous when my co worker kept getting top spot when I knew he was cheating.,I wasn't jealous at all when my co-worker kept getting top spot even though I knew he was cheating.,Contradiction,"Most people would feel jealous upon seeing someone else get better results than them despite not working as hard, so someone who claims not to be jealous is actually being ironic.",The hypothesis uses the figurative language of negation to suggest that the speaker did not feel jealous,chatgpt,flute
A constant battle to earn sufficient money to pay all of one's bills?,A constant struggle to make ends meet?,Entailment,"To make ends meet means to earn just enough money to pay one's bills, which is described as a constant battle.","The figurative language in the hypothesis is ""make ends meet,"" which means to have enough money to cover all expenses",chatgpt,flute
"In a daze, he walked into the next room, uncased his guitar, and returned to the kitchen table.","in a fog he walked into the next room, uncased his guitar, and returned to the kitchen table.",Entailment,"To be in a fog means to be not fully aware or alert, and in this context the person is in a daze and not fully aware of their surroundings.","The figurative language in the hypothesis is ""in a fog,"" which means he was disoriented or confused",chatgpt,flute
I feel nervous most of the time but when my regional boss comes into town it gets pretty bad,I feel so confident when my regional boss visits it's like my anxiety skyrockets,Contradiction,It is not a pleasure to have one's regional boss visit because the person is likely to feel anxious and nervous around them owing to their position of power.,"The figurative language in the hypothesis is hyperbole, as it exaggerates the speaker's confidence to the point of causing extreme anxiety",chatgpt,flute
We tried to have kids for a long time but each pregnancy just resulted in miscarriage.,"We feel so terrible that every time we tried to have kids, it resulted in a miscarriage",Entailment,It's really heartbreaking when a couple tries to have kids but are unsuccessful and each pregnancy just results in a miscarriage,The hypothesis uses figurative language to express the emotional impact of the repeated miscarriages,chatgpt,flute
The pen is insignificant than the sword.,The pen is mightier than the sword.,Contradiction,"The pen is often seen as mightier than the sword because it is thought to be able to influence and change people's minds, while the pen is insignificant mean it is an useless thing.",The figurative language in the hypothesis is that the power of words is greater than the power of violence,chatgpt,flute
"I recently had a wonderful experience with a woman I really like, the night ended poorly and I came across very disappointed with the ending.",I had a great time with the woman I like but the night ended abruptly and that makes me feel just swell.,Contradiction,A night ending abruptly is not a good thing because it means that either the two people involved did not have a good time or something bad happened and hence the person should not feel swell about it.,"The figurative language in the hypothesis is sarcasm, as the phrase ""just swell"" is used to convey the opposite of how the speaker actually feels",chatgpt,flute
I caught my neighbor letting his dog poop on my lawn.,I got overjoyed when I saw my neighbor let his dog poop on my lawn,Contradiction,Most people would not find it joyful to see their neighbor's dog poop on their lawn and instead would be angry and frustrated.,The hypothesis uses sarcasm to express the opposite of what is actually true,chatgpt,flute
"So I have been influenced to believe because of something heard, seen, or read, sir.","So I have been lead to believe, sir.",Entailment,"To lead to believe means to cause one to believe something, and in this context the person has been caused to believe something.","The figurative language in the hypothesis is ""lead to believe,"" which means that the person was guided or influenced to believe something",chatgpt,flute
"I knew pain existed, and this was intense.",I knew there was pain but this was like a sharp dagger.,Entailment,"A sharp dagger is a very painful object, so the simile is emphasizing the intensity of the pain.",The hypothesis uses a simile to compare the intensity of the pain to a sharp dagger,chatgpt,flute
I didn't like him enough to reject or protest against that shit.,I didn't like him enough to put up with that shit.,Contradiction,"To put up with someone or something means to endure or abide by it, but this context describes rejecting it instead.","The figurative language in the hypothesis is ""put up with,"" which means to tolerate or endure",chatgpt,flute
some peaks of demand can be dealt with by internal consultants.,some peaks of demand can be dealt with by external consultants.,Contradiction,"The phrase external consultants means people who are not employed by the compan, where as the internal consultants means people who are employed by the company.","The figurative language in the hypothesis is ""external consultants"" which means consultants who are not part of the company",chatgpt,flute
My best friend is going to Tahiti with his family!,Tahiti is the most beautiful place on Earth and it doesn't make me envious of my best friend who gets to go there unlike me,Contradiction,The beauty of Tahiti is often mentioned and therefore it is likely to make someone envious if their best friend gets to go there and they don't.,"The figurative language in the hypothesis is hyperbole, as it exaggerates the beauty of Tahiti to an extreme degree",chatgpt,flute
When I go to the mall to buy clothes I always feel so envious of others who are buying expensive items.,I feel amazing when I go to the mall and see people buying really expensive clothes while I can't even afford one item.,Contradiction,Seeing people spending a lot of money on clothes while one cannot afford to buy anything displays feelings of inadequacy and envy.,The hypothesis uses hyperbole to exaggerate the feeling of amazement,chatgpt,flute
The taste of agony was very less and I did not feel any suffering.,The taste of agony coated thick upon my tongue.,Contradiction,"The thick coating of agony would be something that is intense and overwhelming, while saying it is very less suggests that it is not as strong or potent.","The figurative language in the hypothesis is a metaphor, comparing the experience of agony to a thick coating on the tongue",chatgpt,flute
I am terrified that someone got shot near my house the other day.,I am excited that somebody was just shot near my house and it could happen to me too,Contradiction,Fear and anxiety are not feelings that anyone would want to feel and so being excited about the potential of being shot near one's house is definitely not warranted.,"The hypothesis uses sarcasm to express the opposite of the premise, therefore the most accurate option is B: Contradiction",chatgpt,flute
My friend stole 50 dollars from me.,My so-called friend who I thought was trustworthy ended up stealing 50 dollars from me,Entailment,"When someone who is supposed to be a friend violates that trust by stealing from the person, it is natural to feel disappointed and upset","The figurative language in the hypothesis is ""so-called friend,"" which implies that the person is not actually a true friend",chatgpt,flute
I think I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick.,I feel terrific that I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick,Contradiction,Getting a coworker in trouble is not a good thing and can lead to conflict between the two people and hence feeling terrific about it would be wrong.,"The figurative language in the hypothesis is sarcasm, as the speaker is actually expressing guilt and remorse",chatgpt,flute
I was really stressed out and grad school and had no choice but to drop out to keep my sanity.,I was totally stressed out and grad school was making me feel like I was going crazy so I dropped out to keep my sanity,Entailment,Grad school is often a very stressful time for people and if it starts to feel like it is making someone go crazy then it is probably a good idea for that person to drop out and take care of their mental health,"The figurative language in the hypothesis is ""grad school was making me feel like I was going crazy",chatgpt,flute
"Burglary, nothing important or significant.","Burglary, really small potatoes.",Entailment,"Small potatoes means a tiny and/or inconsequential person, thing or amount, and in this context burglary is seen as tiny and inconsequential.","The figurative language in the hypothesis is ""small potatoes,"" which means something insignificant or unimportant",chatgpt,flute
"without taking anything else into consideration, she had chosen to do what she enjoyed most - working with young children.",at the end of the day she had chosen to do what she enjoyed most - working with young children.,Contradiction,"The idiom at the end of the day means when everything else has been taken into consideration, but this sentence describes a situation where she didn't consider anything else","The figurative language in the hypothesis is ""at the end of the day,"" which means ultimately or in the final analysis",chatgpt,flute
I am concerned about the financial situation of my employer.,I am worried about the fact that my employer might go bankrupt because of our terrible financial situation.,Entailment,"If an employer is in a bad financial situation, it is likely that they might go bankrupt and so employees who are aware of the situation are often worried about their job security","The figurative language in the hypothesis is ""go bankrupt,"" which means to become financially insolvent and unable to continue operating",chatgpt,flute
She is so easily accessible,She is like a rare stone in a museum surrounded by laser lights.,Contradiction,A rare stone in a museum is carefully guarded and not easily accessible,The hypothesis uses a simile to compare the woman to a rare stone in a museum surrounded by laser lights,chatgpt,flute
The landscapes of the newer suburbs looked somehow phony.,Most of the newer burbs had landscapes that looked like a recent hair transplant .,Entailment,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.",The figurative language in the hypothesis compares the landscapes of newer suburbs to a recent hair transplant,chatgpt,flute
That future historian will not look at all for a proper and accurate source.,That future historian will search high and low for a proper and accurate source.,Contradiction,"To search high and low means to look intently for something in many different places, but the future historian is not looking at all in this context, thus it is a contradiction.","The figurative language in the hypothesis is ""search high and low,"" which means the future historian will thoroughly and exhaustively search for a proper and accurate source",chatgpt,flute
My mom yelled at a cashier and I felt like I should have left her there.,I was thrilled how my mom acted when she yelled at the cashier,Contradiction,Most people would not be proud of their mothers for yelling at a cashier because it is an inappropriate and unprofessional thing to do.,"The hypothesis uses hyperbole to exaggerate the speaker's feelings, and the most accurate option is B: Contradiction",chatgpt,flute
I am so behind on my housework.,I feel excellent that I have not been able to keep up with my housework like I wanted to,Contradiction,Not being able to keep up with housework is a negative thing as it means the house is not clean and tidy and hence the person does not feel excellent about it.,There is no figurative language in the hypothesis,chatgpt,flute
I tried following a recipe for vegan cookies and they turned out horribly.,"I was so excited to try out this vegan cookie recipe, but they turned out to be a total disaster",Entailment,When something that is anticipated to be good turns out to be bad it is often disappointing and this was the case for the vegan cookies,"The figurative language in the hypothesis is ""total disaster,"" which means the cookies were a complete failure",chatgpt,flute
"You'd murdered family members without feeling or remorse, Thomas?","You'd kill family in cold blood, thomas?",Entailment,"To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.","The figurative language in the hypothesis is ""in cold blood,"" which means without emotion or mercy",chatgpt,flute
I applied for a loan to buy a house from the bank but didn't get it.,"I was really hopeful about getting the loan to buy my dream house, but sadly the bank rejected me",Entailment,"Being rejected for a loan often leads to feelings of sadness and disappointment, especially when it is for something that was very important or desired like a dream house","The figurative language in the hypothesis is ""dream house,"" which implies that the house is something the person has been longing for and is emotionally invested in",chatgpt,flute
The warrior was brave and strong on the battlefield who never gives up.,The warrior was a lion on the battlefield.,Entailment,"Lions are known for their bravery and strength, and never giving up.",The hypothesis uses a metaphor comparing the warrior to a lion,chatgpt,flute
Her hair smelled like a delicate fragrance that was lingering around me.,Of that faint fragrance rising from her soft hair.,Entailment,Delicate fragrance means a light scent that is not overwhelming.,The hypothesis uses a metaphor to compare the scent of the woman's hair to a rising fragrance,chatgpt,flute
This restaurant keeps leaving flyers on my door every week and it is just piling up all over the neighborhood.,It's getting really irritating that this restaurant keeps leaving flyers on my door every week and it's just piling up all over the neighborhood,Entailment,It's common courtesy to not litter or throw things in other people's property so it's understandable to be irritation when a restaurant keeps leaving their flyers on someone's door which often results in a pile up of paper in the neighborhood,"The figurative language in the hypothesis is hyperbole, as the flyers are not actually piling up all over the neighborhood",chatgpt,flute
I was upset when my dog tore up my living room couch,I was really mad when my dog destroyed my new living room couch,Entailment,When somebody's dog tears up something like a new living room couch it is often seen as a personal attack since the dog knows that they are not supposed to be doing that and it can often lead to the owner being very mad,"The figurative language in the hypothesis is ""destroyed my new living room couch,"" which is a hyperbole",chatgpt,flute
I feel bad that I cheated on my diet.,I feel proud that I cheated on my diet and broke the commitment I made to myself,Contradiction,"Cheating on a diet and breaking a commitment made to oneself goes against everything that is healthy and good, so feeling proud about it is definitely not justified.","The figurative language in the hypothesis is ""feel proud"" which is an example of personification",chatgpt,flute
I was so angry when my brother tied a firecracker to our dog's tail.,I was so livid when my brother tied a firecracker to our dog's tail,Entailment,Tying a firecracker to a dog's tail is cruel and can cause the dog a lot of pain so it's understandable to be very angry at the brother for doing something like that,"The figurative language in the hypothesis is ""livid,"" which means extremely angry",chatgpt,flute
"Not a married guy out looking for a quick verbal amorous play, but a man who would truly love her.","Not a married guy out looking for a quick slap and tickle, but a man who would truly love her.",Contradiction,"A slap and tickle refers to physical amorous play, but the contradiction is saying that the man is looking for verbal amorous play instead","The figurative language in the hypothesis is ""slap and tickle,"" which means a brief sexual encounter",chatgpt,flute
I failed my final exam for math last semester.,I feel nasty that I bombed my math final exam and got a 0%,Entailment,"A final exam is often worth a large percentage of someone's grade for a class and so failing it usually results in people feeling upset, disappointed, and embarrassed","The figurative language in the hypothesis is ""I feel nasty,"" which means the person feels extremely disappointed or ashamed",chatgpt,flute
His words cut through the air crisply.,The words cut through the air like a hot iron sharpening skirt pleats.,Entailment,"A hot iron is used to sharpen pleats in skirts in a crisp manner, so the simile here implies that  her words cuts through the fabric crisply.",The hypothesis uses a simile comparing the words to a hot iron sharpening skirt pleats,chatgpt,flute
My kids just got back and now the house is no longer quiet.,The peace and quiet of my house was just enhanced by the sound of my kids coming back.,Contradiction,The peace and quiet of a house is usually disturbed by the sound of kids coming back from school or playing outside and hence the addition of that sound does not really make things any better.,The hypothesis uses irony to suggest that the noise of the kids actually adds to the peacefulness of the house,chatgpt,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been bothering me lately that I'm always working and never get a break,Entailment,It's not healthy to work all the time without any break and it's common to feel annoyed or bothered by this situation,"The hypothesis uses the figurative language of ""getting to me"" to express emotional distress",chatgpt,flute
This will improve the situation.,This is a plus.,Entailment,"To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.","The figurative language in the hypothesis is ""a plus,"" which means it is an advantage or a positive aspect",chatgpt,flute
In making political agreements there are always multiple layers of complexity.,In making political agreements there are always wheels within wheels.,Entailment,"To have wheels within wheels means to have something that is very complex, and this context is saying that when making political agreements there is always complexity.","The figurative language in the hypothesis is a metaphor, comparing the complexity of political agreements to a machine with multiple layers",chatgpt,flute
These contractors are fixing the roof and they are so messy,It drives me insane how these contractors are making a mess and not cleaning up after themselves,Entailment,"Its common courtesy to clean up after oneself, especially when working in someone else's home, so its understandable to be driven insane by contractors who are not doing so","The figurative language in the hypothesis is hyperbole, as the speaker is exaggerating their frustration",chatgpt,flute
I forgot about wife's birthday.,Wife's birthday slipped my mind and I feel great about it.,Contradiction,Forgetting one's wife's birthday is a really bad thing to do and so who feeling great about it cannot be considered normal.,"The figurative language in the hypothesis is sarcasm, as the speaker is saying they feel great about forgetting their wife's birthday",chatgpt,flute
The children danced with joy,The children frolicked with joy.,Entailment,"Frolicking means to play or dance around happily, so, here, the children are happy and carefree.","The figurative language in the hypothesis is ""frolicked,"" which means to play or move around in a lively and playful way",chatgpt,flute
The kid was a brute and silent.,The kid was a brute and like a locomotive.,Contradiction,"A locomotive is a large, noisy machine",The figurative language in the hypothesis is a simile comparing the kid to a locomotive,chatgpt,flute
I had to pay a late fee on my car taxes because I procrastinated in paying them on time.,I was so excited when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Contradiction,The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,There is no figurative language in the hypothesis,chatgpt,flute
"We did not go very far to portland, even though the brunswick mall is only a half-hour away.","We go all the way to portland, even though the brunswick mall is only a half-hour away.",Contradiction,"To go all the way means to continue on a course to the end, but in this sentence they did not go very far","The hypothesis uses hyperbole to exaggerate the distance traveled, implying that going to Portland is a much greater distance than going to the Brunswick Mall",chatgpt,flute
My daughter had me buy the supplies she wanted and not the ones on the school list.,My daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,Entailment,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents","The figurative language in the hypothesis is hyperbole, as it exaggerates the emotional impact of the situation",chatgpt,flute
The seeds of change were uprooted in 1943.,The seeds of change were planted in 1943.,Contradiction,"To plant something means to put it in the ground so that it can grow, while to uproot something means to pull something of the ground.","The figurative language in the hypothesis is that ""seeds of change"" were planted in 1943, implying that significant progress or transformation began at that time",chatgpt,flute
"I forgot to pay my credit card bill, I'm so disappointed with myself.",I feel great that I forgot to pay my credit card bill and now have to deal with the consequences,Contradiction,Forgetting to pay a credit card bill is not a great thing because it leads to late fees and penalties which makes the individual disappointed.,"The figurative language in the hypothesis is sarcasm, as the speaker is expressing the opposite of what they truly feel",chatgpt,flute
Yesterday my co-worker nabbed the promotion that I was in line for.,Yesterday my co-worker got the promotion that I was gunning for and now I feel really good about it,Contradiction,"A promotion at work is usually seen as a matter of self accomplishment, so someone being happy about their co-worker getting it instead of themselves is not logical.",There is no figurative language in the hypothesis,chatgpt,flute
"I don't know why they still bother, the costly and meaningless victory which is their only hope, will leave them kings of a mountain of fire and broken glass.","I don't know why they still bother, the pyrrhic victory which is their only hope, will leave them kings of a mountain of fire and broken glass.",Entailment,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor, and in this context the victory is described as being costly and meaningless.","The figurative language in the hypothesis is ""kings of a mountain of fire and broken glass,"" which means they will be rulers of a destroyed and worthless land",chatgpt,flute
The bridge is blocking the river.,The bridge hovers over the river.,Entailment,The bridge is blocking the river means that the bridge is preventing the river from flowing.,The hypothesis uses figurative language by suggesting that the bridge is suspended in the air above the river,chatgpt,flute
I am sad it is my birthday and I feel really sick,I like feeling really sick and also not being able to enjoy my birthday,Contradiction,Most people would not like to feel sick and not be able to enjoy their birthday and so someone saying that they like it is being sarcastic,The hypothesis does not contain any figurative language,chatgpt,flute
My best friend just got a new car and here I am driving the same car for 10 years.  Ugh.,It thrills me that my best friend got a new car and I'm still driving the same one for 10 years.,Contradiction,"A new car is often seen as a status symbol and so someone who has had the same car for a long time while their best friend has a new one, would not be thrilled but would feel envy and resentment.",There is no figurative language in the hypothesis,chatgpt,flute
The approaching car's headlights reflected at me.,The approaching car's headlights glared at me.,Entailment,"Headlights glare when they are too bright, like when a car is coming towards you with its headlights on.","The figurative language in the hypothesis is personification, as headlights cannot physically glare",chatgpt,flute
A voice soft and gentle,A voice like a hall-stalking headmaster,Contradiction,"A headmaster is someone who is in charge and authoritative, so their voice would not be soft and gentle",The figurative language in the hypothesis compares the voice to a strict and intimidating authority figure,chatgpt,flute
"you'll never find me sad and dreary, and I don't mince my words.","you 'll never find me full of the joys of spring, and I don't mince my words.",Contradiction,"To be full of the joys of spring means to be very happy and cheerful, but this sentence describes the person as being sad and dreary","The figurative language in the hypothesis is ""full of the joys of spring,"" which means being very happy and enthusiastic",chatgpt,flute
The movie was exciting.,The movie was as thrilling as a sermon,Contradiction,"A sermon is not an exciting event, so it would not be as thrilling as something that is exciting",The hypothesis uses a simile to compare the excitement level of the movie to that of a sermon,chatgpt,flute
I loaned some money to my friend at work and it turns out he quit a couple days ago and I won't be getting my money back.,I am so delighted that my friend quit his job without giving me back the money he owed me.,Contradiction,It is not good when someone quits their job without giving back the money they owe to someone else and so this sentence is sarcastic because the speaker is not delighted about the situation.,"The figurative language in the hypothesis is sarcasm, as the speaker is not actually delighted but rather upset about not getting their money back",chatgpt,flute
At work there is a coworker that smell terribly bad.,"At work, there's this colleague that smells horrendously bad",Entailment,The coworker smells so bad that it is difficult to be near them and often results in people feeling nauseous,"The figurative language in the hypothesis is ""smells horrendously bad,"" which is a hyperbole",chatgpt,flute
It was completely outdated and unpopular when I went to use it last night.,It was dead as a dodo when I went to use it last night.,Entailment,"To be dead as a dodo means to be outdated or unpopular, and in this sentence it was both of those things when the speaker tried to use it last night.",The figurative language in the hypothesis compares the outdated and unpopular item to the extinct dodo bird,chatgpt,flute
I broke my mother's prized teapot.,I feel proud that I accidentally broke my mother's prized teapot,Contradiction,Accidentally breaking something that is valuable to someone shows carelessness and stupidity and hence the person who broke it should not feel proud about it.,"The hypothesis uses sarcasm to convey the opposite of what is expected, making it an example of verbal irony",chatgpt,flute
Someone stole the stereo out of my car.,Some bastard decided to steal my car stereo and make me suffer,Entailment,When someone's belongings are stolen it is often an upsetting experience because it feels like a personal violation and the sense that someone has deliberately decided to make them suffer,"The figurative language in the hypothesis is ""make me suffer,"" which implies that the theft was a deliberate act of malice",chatgpt,flute
"By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to not celebrate at all.","By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to whoop it up.",Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but the context describes the others not celebrating at all","The figurative language in the hypothesis is ""whoop it up,"" which means to celebrate loudly and enthusiastically",chatgpt,flute
My personal views and emotions did not rendered me blind to my judgment in this case.,My personal feelings sway my judgment in this case.,Contradiction,"My personal feelings sway my judgment in this case would suggest that the person's emotions are influencing their decision making, while my personal views and emotions did not rendered me blind to my judgment in this case would suggest that the person is able to remain objective despite their personal views and emotions.","The hypothesis uses figurative language by stating that personal feelings ""sway"" judgment",chatgpt,flute
I found a long grey hair in my sandwitch this afternoon when I went out to lunch.,I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon,Contradiction,Finding a long grey hair in one's food is not a good thing and hence it is not plausible to feel like a child of Christmas upon discovering it.,The figurative language in the hypothesis is a simile comparing the feeling to that of a child on Christmas,chatgpt,flute
"I was trying to buy a piece of property that had came up on the market, but someone put in a offer quicker than I did and it was sold already.",I am thrilled that I lost the chance to buy the property because someone put in a offer quicker than I did,Contradiction,Losing the chance to buy a property one was interested in because someone else put in an offer before them would not make anyone thrilled but rather disappointed.,"There is no figurative language in the hypothesis, so the constraint does not apply",chatgpt,flute
I was really hungry today and ate my roomates leftovers.,I felt so thoughtful about giving in to my hunger pangs and eating my roommates leftovers,Contradiction,Giving in to hunger pangs is not a thoughtful thing to do as it implies that the person was too lazy to cook for themselves and decided to eat someone else's food without their permission.,The figurative language in the hypothesis is that the speaker is using sarcasm to express the opposite of what they actually feel,chatgpt,flute
My social anxiety acted up and I failed at doing basic math in my head when paying the cashier,I was so happy with myself when my social anxiety caused me to make a mistake while paying the cashier,Contradiction,People with social anxiety often feel overwhelmed in social situations and so making a mistake while paying the cashier cannot be seen as something to be happy of.,"The figurative language in the hypothesis is sarcasm, as the speaker is not actually happy with their mistake",chatgpt,flute
So the new paper boy tried to toss the paper over the fence and ended up breaking my window.,Its fantastic how the new paper boy tried to toss the paper over the fence and instead broke my window.,Contradiction,The paper boy breaking the window is not a fantastic thing because it caused damage and would cost money to fix.,"The figurative language in the hypothesis is sarcasm, as the speaker is using exaggerated praise to express their frustration",chatgpt,flute
I'm having one first attempt at something before I head back to penn state.,I'm having one last hurrah before I head back to penn state.,Contradiction,"A last hurrah is a final act of achievement or effort, but this context describes a first attempt","The figurative language in the hypothesis is ""last hurrah,"" which means a final celebration or farewell",chatgpt,flute
The taste of agony was minimal and I did not feel it at all.,The taste of agony laid thick upon my tongue.,Contradiction,"The taste of agony would be something that is intense and overwhelming, while saying it is minimal suggest that it is not as strong or potent.","The figurative language in the hypothesis is a metaphor, comparing the feeling of agony to a thick substance on the tongue",chatgpt,flute
This plane can fly,This plane can fly like a dodo,Contradiction,"A dodo is a extinct bird that is notorious for its lack of flying ability, so to say something flies like a dodo would be to say it doesn't fly well","The figurative language in the hypothesis compares the plane's ability to fly to that of a dodo, which is a flightless bird that is extinct",chatgpt,flute
"Mrs. Saunders' hands were shaking, making her rosary beads click against each other as she looked at me.","Mrs. Saunders looked at me, her hands shaking, making her rosary beads sound like a wind chime .",Entailment,A wind chime is a decorative object that click against each other makes a tinkling sound when the wind blows and hence the rosary beads clicking against each other is compared to a wind chme.,The figurative language in the hypothesis is a simile comparing the sound of Mrs,chatgpt,flute
The way they shade and sarcasm each other is hilarious.,The shade and sarcasm they throw at each other is too damn much like watching monkey's foodfight with bananas.,Entailment,"Monkeys foodfighting with bananas is hilarious and uncoordinated, which is similar to the way the two people are fighting with each other.",The hypothesis uses a simile comparing the shade and sarcasm to monkeys fighting with bananas,chatgpt,flute
"But this isn't a case of giving paid employment to your friends, supporters, or relations.",But this isn't a case of jobs for the boys.,Entailment,"Jobs for the boys refers to giving paid employment to your friends, supporters, or relations, which is what the context is referring to.","The figurative language in the hypothesis is ""jobs for the boys,"" which means giving jobs to male friends or associates",chatgpt,flute
The way interest rates are these days I'm so scared to go get a car loan,"I'm super excited about the way interest rates are these days, and might not be able to afford a car loan.",Contradiction,The interest rates for car loans are currently quite high and so someone who is super excited about it is not rational because they are celebrating something that is unfavorable.,"The figurative language in the hypothesis is hyperbole, as the speaker is exaggerating their excitement about interest rates",chatgpt,flute
"As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to yield results.","As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to bear fruit.",Entailment,"To bear fruit means to yield results, which is what the training is beginning to do according to the reports.","The figurative language in the hypothesis is ""bear fruit,"" which means to produce positive results or outcomes",chatgpt,flute
I ordered a chicken sandwch and the chicken was still very pink/ red in the middle,I felt sick after seeing that the chicken in my sandwich was still very pink/ red in the middle,Entailment,"Undercooked chicken can often cause food poisoning and so when somebody sees that the chicken they ordered is still pink or red in the middle, it often makes them feel sick","The figurative language in the hypothesis is ""felt sick,"" which is an expression of discomfort or disgust",chatgpt,flute
My best friend left me alone at the bar with a random stranger while I was drunk instead of getting me home,My best friend abandoned me at the bar with a random dude while I was hammered instead of getting me home,Entailment,Being abandoned at a bar by your best friend while you are drunk and with a random stranger is pretty scary and not something that a good friend would do,"The figurative language in the hypothesis is ""left me alone with a random dude,"" which implies that the friend intentionally left the speaker in a potentially dangerous situation",chatgpt,flute
The huge waves really hit the small boat and sank it just before it docked.,The huge waves attacked the small boat and it sank shortly thereafter.,Entailment,The waves hit the boat so hard that it sank before it could dock.,The hypothesis uses personification by attributing human-like qualities to the waves,chatgpt,flute
"Even though I felt full inside, I smiled and laughed when Dub looked at me.","I smiled when dub looked at me and laughed, even though inside I felt like a rotten log",Contradiction,"A rotten log is decaying, forming cavities inside, and not full",The figurative language in the hypothesis is a simile comparing the feeling inside to a rotten log,chatgpt,flute
Her optimism reestablished these worries.,Her optimism stole away these worries.,Contradiction,"To steal away something means to take it away, while reestablishing something means to provide it again.","The figurative language in the hypothesis is that ""optimism stole away worries"" which means that her positive outlook eliminated her concerns",chatgpt,flute
Borrowed my friend's car and someone rammed her the door in the parking lot.,Borrowed my friend's car and am feeling incredible that someone rammed her door in the parking lot.,Contradiction,Damage to a friend's car is not something to be happy about and so the situation where a person is ecstatic about it is not rational or sensible.,"The figurative language in the hypothesis is sarcasm, as the speaker is actually expressing frustration and disappointment",chatgpt,flute
"He wasn't sure she'd find enough clients in chance creek, anyway, and they couldn't afford to waste more money on something that was already a lost cause.","He wasn't sure she'd find enough clients in chance creek, anyway, and they couldn't afford to throw good money after bad.",Entailment,"To throw good money after bad means to try to recoup initial losses by spending more money, but in this context they can't afford to waste more money.","The figurative language in the hypothesis is ""throw good money after bad,"" which means to continue to invest in something that is already a failure",chatgpt,flute
"There were so many fruit flies around the garbage, I felt sick to my stomach.",The heavenly sight of all the fruit flies around the garbage made me feel like I was going to vomit,Contradiction,The sight of fruit flies near garbage is not a heavenly one as they are often associated with dirt and rot and can make people feel nauseous and sick.,"The figurative language in the hypothesis is hyperbole, as the sight of fruit flies could not actually be considered ""heavenly",chatgpt,flute
