post,targetStereotype,targetMinority,Generated,Model,Task
What's the best thing about fucking twenty four year olds? There's twenty of them.,"[""child sexual assault victims are objectified"", ""kids are molested"", ""pedophiles go after kids""]","[""child sexual assault victims"", ""kids""]",Twenty four year olds are seen as promiscuous and sexually desirable,chatgpt,sbic
"I lost my arabian friend this morning.... Damn, I wonder where he went... 

Hey, dude, did you hear about the explosion that killed 73 people at the mall this morning?

&amp;#x200B;

&amp;#x200B;","[""all muslims like violence"", ""arabics are terrorists."", ""arabics are violent."", ""arabs are all terrorists."", ""arabs are all violent."", ""muslims are terrorists""]","[""arabic folks"", ""muslim folks""]",The stereotype communicated is that Arabs are associated with terrorism and violence,chatgpt,sbic
Why do black people turn left? Because they don't have rights.,"[""black people don't deserve rights"", ""black people don't have rights"", ""blacks are less than human"", ""blacks lives are worth less than whites"", ""deserve to be made fun of"", ""is inherently bad""]","[""black folks""]",Black people are stereotyped as being oppressed and denied basic human rights,chatgpt,sbic
"REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel
But don't forget that your personality is the problem.","[""trivializes harm to victims"", ""women are hypocritical"", ""women don't deserve to be called women"", ""women only care about sex"", ""women would rather be with guys who are good-looking""]","[""assault victims"", ""women""]","Incels are stereotyped as having undesirable personalities that make them less attractive to women than abusive ""Chads",chatgpt,sbic
Why did Hitler kill the nazi? It was past its jew date,"[""hitler killed a lot of jews"", ""hitler was right in killing jews/the holocaust is funny"", ""jewish folks deserved the holocaust"", ""jewish people were killed during the holocaust"", ""trivializes the holocaust""]","[""jewish folks""]",Jews are associated with being the target of Nazi persecution and genocide,chatgpt,sbic
Why are black fathers and Shaq's free throw attempts the same? They're always missing.,"[""black men are absent fathers"", ""black men don't take care of their family"", ""black men leave their children"", ""blacks dads are not around"", ""blacks don't have dads""]","[""black folks""]","Black fathers are often stereotyped as absent or uninvolved in their children's lives, while Shaquille O'Neal is known for his notoriously poor free throw shooting",chatgpt,sbic
how is kermit the frog similar to a child who has been molested ? they were both forced to be felt .,"[""pedophile victims are forced into sexual activity"", ""trivializes harm to victims""]","[""assault victims""]",This sentence communicates the stereotype that individuals who have been molested are passive and have no control over their bodies,chatgpt,sbic
"And when they're all PMSing at the same time LOL @FSenkiw I'm not sexist, but I can't work with 5 female managers at the same time anymore","[""act poorly when they have pms"", ""are all the same"", ""are difficult to work with"", ""have too much interpersonal drama"", ""women are emotional"", ""women are inferior to men""]","[""women""]","Women are emotional and difficult to work with, especially when they are all experiencing PMS at the same time",chatgpt,sbic
I Remember the good old days When I used to ask my mom to buy me a monkey pet and she brought home a 6 ft black man,"[""are slaves"", ""black folks are monkeys"", ""black folks aren't people"", ""black people are animals"", ""black people are monkeys"", ""referred to as animals""]","[""black folks""]","Black men are often stereotyped as being similar to monkeys or other animals, and are seen as inferior or subhuman",chatgpt,sbic
"Roy Moore: ""Trannies are an abomination, repeal gay marriage, put God back into the government""

Populist Working-Class Voter: ""Okay, whatever nigga I just want a job""","[""gay people should not be married."", ""poor people are bigots."", ""poor people don't care about politics."", ""trans people are against god."", ""trans people are disgusting.""]","[""lesbian women, gay men, trans women, trans men"", ""poor folks""]",Working-class voters are more concerned with economic issues than social issues,chatgpt,sbic
what do you call a retarded jew ? auschwistic,"[""belong in concentration camps"", ""have mental disabilities"", ""jews lives aren't worth anything"", ""jews were burned by nazi's"", ""making fun of mentally handicap people"", ""making fun of the holocaust victims""]","[""jewish folks""]",This sentence communicates the stereotype that Jewish people are associated with the Holocaust and that they have intellectual disabilities,chatgpt,sbic
How do you start a rave in Ethiopia? Tape food to the ceiling,"[""ethiopian folks are poor"", ""ethiopian folks are starving"", ""ethiopians are starving"", ""ethiopians will jump for food"", ""fight over food"", ""poor people""]","[""Ethiopian folks"", ""ethiopians""]",Ethiopians are easily amused and lack the cultural sophistication to understand what a rave actually is,chatgpt,sbic
I really wish feminists would stop perpetuating gender roles like the fragile and feckless girl who faints over anything crude; or the hysterical and entitled woman who relies on a man's gentlemanly virtue to get what she wants.,"[""feminists are hypocrites"", ""feminists don't really want equality"", ""women complain"", ""women hate men""]","[""feminists"", ""women""]","Feminists are perpetuating harmful gender roles that portray women as fragile, feckless, hysterical, and entitled",chatgpt,sbic
"What is white on top, and black at the bottom? The social ladder.","[""black folks are at the bottom of the social ladder"", ""black folks are less than whites"", ""black folks are poor"", ""black people are a waste"", ""black people are beneath white people"", ""black people are poor"", ""black people belong below white people""]","[""black folks""]","Black people are often perceived as being at the bottom of the social hierarchy, while white people are seen as being at the top",chatgpt,sbic
Bitches really be mad when u can just stop speaking to them suddenly.... we ain't married bitch I honestly could care less,"[""refers to women as bitches"", ""women are clingy in relationships"", ""women exist to please men"", ""women should not be respected if you're not married to them""]","[""women""]",Men are emotionally detached and do not value relationships with women,chatgpt,sbic
Hitler was a good doctor. He cured tons of disabilities.,"[""are worthless"", ""disabled folk deserve to die"", ""disabled folks have a disease"", ""jewish people are less than"", ""jewish people deserved to die"", ""should be killed""]","[""jewish folks"", ""physically disabled folks, folks with physical illness/disorder, folks with mental illness/disorder, mentally disabled folks"", ""physically disabled folks, mentally disabled folks""]",Nazis are falsely portrayed as having positive qualities,chatgpt,sbic
Why do shower heads have 11 holes? Jews have 10 fingers,"[""jewish folks deserve violence"", ""jewish folks deserved to die in the holocaust"", ""jewish people were massacred"", ""jewish people were put into gas chambers"", ""the holocaust has been exaggerated by jews."", ""the holocaust was a good way to eliminate jews.""]","[""jewish folks""]","Jews are stereotypically known for being obsessed with money and finding ways to save it, even in seemingly unrelated situations",chatgpt,sbic
Would the police release evidence of Marc Lépine and Elliot Rodger being baited and goaded by feminists?,"[""feminists are incompetent"", ""feminists have an evil agenda""]","[""feminists""]",This sentence communicates the stereotype that feminists are responsible for provoking violent behavior in men,chatgpt,sbic
The fat acceptance movement is the only movement without movement,"[""don't move at all"", ""like being fat"", ""obese people aren't healthy"", ""overweight people are lazy"", ""overweight people cannot move"", ""overweight people do not move""]","[""overweight/fat folks""]","The stereotype that this sentence communicates is that ""Fat acceptance advocates are lazy and lack motivation to make changes",chatgpt,sbic
what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once,"[""alzheimer's patients can't remember"", ""alzheimer's patients forget frequently""]","[""folks with mental illness/disorder""]",People with Alzheimer's are perceived to gradually lose their memory and cognitive abilities over time,chatgpt,sbic
what is called when an african american man has erectile dysfunction ? black cock down,"[""have large penises"", ""have sex often""]","[""black folks""]","African American men are stereotyped as having larger than average penises, and this joke perpetuates that stereotype while also making light of a serious medical condition",chatgpt,sbic
What do you call a black man left hanging? a lynching victim,"[""allusion to lynching"", ""black folks are inferior"", ""black folks are often victims of crime"", ""trivializes harm to victims"", ""trivializes lynching""]","[""black folks"", ""murder victims""]",Black men are often associated with being victims of racial violence and discrimination,chatgpt,sbic
How do you name a jew pokémon trainer Ash,"[""appears to make fun of holocaust"", ""jokes about jews being burned in camps""]","[""jewish folks""]","Jewish people are often associated with the stereotype of being financially successful and therefore naming a Pokémon trainer Ash, who is typically portrayed as a skilled and successful trainer, with a Jewish name reinforces this stereotype",chatgpt,sbic
"Minimum attractiveness to get women per height
6'6+ - 6/10

6'4/6'5 - 5.5/10

6'2/6'3 - 5/10

6'1 - 5.5/10

5'11/6'0 - 6/10

5'10 - 7/10

5'9 - 8/10

5'8 - 9/10

5'7 - 10/10

If you are below 5'7 you are automatically disqualified from attracting females","[""women are shallow"", ""women care about a man's height""]","[""women""]",Short men are deemed unattractive and unable to attract females,chatgpt,sbic
"what is the war for the planet of the apes about? i don't know, but by the sounds of it, those damn niggers are starting wars again","[""black people are crazy"", ""black people are thugs"", ""black people are uncivilized"", ""black people are violent."", ""black people are/look like monkeys."", ""black people look like monkeys""]","[""black folks""]",This sentence communicates the stereotype that black people are prone to starting wars and conflicts,chatgpt,sbic
"A male fellow philosophy student tells me:: Don't read <insert old, dead, iconic male philosopher here>, it wasn't written for you. (It wasn't written for women.) He also says, after a girl gives her interpretation of a reading:: This is what happens when you let women study philosophy.","[""women can't read books made for men"", ""women shouldn't study""]","[""women""]",Women are not capable of understanding or contributing to philosophy,chatgpt,sbic
why did nobody told me asians are bad drivers ? i tried to install one inside my computer but i think he dead now .,"[""asian people can't drive"", ""asians are bad drivers."", ""asians are smart"", ""asians belong in computers"", ""asians can't drive"", ""bad at things"", ""drive poorly"", ""this isn't really required, but i can't sub anyway.""]","[""asian folks""]",Asians are bad drivers,chatgpt,sbic
"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal.","[""christian religious leaders are bad people"", ""christian religious leaders molest people"", ""christians accept pedophilia"", ""pastors abuse people"", ""pastors are pedophiles"", ""pastors are sexual predators""]","[""christian folks""]",Pastors are often seen as out of touch with modern language and culture,chatgpt,sbic
"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.","[""women are useless"", ""women aren't active players"", ""women don't belong in video games"", ""women don't do anything""]","[""women""]","Gamers are often assumed to be male and prioritize male characters, even if they have little to no impact on the game's plot or gameplay",chatgpt,sbic
"To the women marching across the US today

Have as many abortions as you’d like

Boycott sperm

Get sterilized

Boycott the patriarchy

Kill yourselves in protest","[""feminists hate babies."", ""feminists should kill themselves."", ""women cannot complain"", ""women have no rights""]","[""Feminists"", ""women""]",This sentence communicates the stereotype that individuals who support women's rights and participate in marches are extreme and advocate for harmful actions,chatgpt,sbic
I don't know how well this software [facial recognition software] will work in places like Asia because all Chinese people look the same.,"[""all chinese people look the same"", ""all look the same"", ""asians all look the same"", ""deserve to be made fun of"", ""dont look different"", ""look the same""]","[""asian folks""]",Chinese people are indistinguishable from each other,chatgpt,sbic
i ca nt wait for harriet tubman to be on the $ <number> bill i can finally use black people as currency again .,"[""blacks are meant to be slaves."", ""blacks are not equal to whites."", ""deserves to be slaves"", ""is worthless""]","[""black folks""]",Black people are seen as objects of trade and currency in this stereotype,chatgpt,sbic
RT @SirBhill: Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe,"[""all women are hoes"", ""women are bitches"", ""women are less than men"", ""women are sexually promiscuous"", ""women have no control"", ""women sleep with a lot of men""]","[""women""]","Women are often stereotyped as having an ""inner hoe"" that is appealed to by pop stars like Miley Cyrus and Rihanna",chatgpt,sbic
"According to evolution, all human beings came from apes Except for Indians, they came from rapes.","[""indian children are produced from rape"", ""indian people rape"", ""indians don't respect women"", ""indians rape their women"", ""native american lives are worthless"", ""native american's owe white's""]","[""India"", ""Indian"", ""native american/first nation folks""]",Indians are stereotyped as being the product of rape rather than evolution,chatgpt,sbic
I don’t have anything against black people If I had money I’d buy one,"[""black folks are slaves"", ""black folks aren't people"", ""black folks can be purchased"", ""black folks deserve to be purchased"", ""black people are property."", ""black people deserve to be slaves.""]","[""black folks""]",This sentence communicates the stereotype that black people are objects that can be bought with money,chatgpt,sbic
"A Cop Told A Suspect To Put His Hands Up, And Then He Shot Him. Do You Know Why? Because He Was Black","[""black folks are inferior"", ""black folks deserve to die"", ""blacks are common targets of cops"", ""blacks are target of killings""]","[""black folks""]",Black people are often assumed to be dangerous and more likely to be shot by police officers,chatgpt,sbic
"She always wears such revealing clothing and flirts with all of these guys when we're out.  It's just gross and dangerous.  I'm not saying that a person deserves to be raped, but...","[""trivializes harm to victims"", ""women should dress properly or else they're trashy"", ""women who don't dress modestly are gross."", ""women who dress provocatively deserve sexual violence"", ""women who wear revealing clothes deserve to be raped.""]","[""rape victims"", ""women""]",Victims of sexual assault are responsible for their own safety based on their clothing and behavior,chatgpt,sbic
I've been looking and it seem almost all countries have kicked out Jews or fought them even the Chinese had wars with them .,"[""claims most countries hate jews"", ""jews are universally distrusted."", ""jews create controversy and strife wherever they go.""]","[""jewish folks""]","This sentence communicates the stereotype that ""Jews are historically persecuted and unwelcome in many countries",chatgpt,sbic
"yall i cant im so fuckng mad at this bc every dot point is jus,,,, the sixth sense bitch ill kms","[""a bitch is a woman"", ""women are bitches""]","[""women""]","People who wrote this sentence believe that the author is excessively fixated on the movie ""The Sixth Sense",chatgpt,sbic
What do you call a bunch of Muslim superheroes? Suicide squad,"[""muslim people are suicide bombers"", ""muslims are animals"", ""muslims are terrorists"", ""muslims are violent"", ""muslims want to kill themselves""]","[""muslim folks""]",Muslims are often stereotyped as being associated with terrorism and violence,chatgpt,sbic
"racism&#128564; isnt real&#128581;&#127995;‍♂️ anymore, you stupid niggers&#128514;&#128514;&#128514;","[""blacks are stupid"", ""racism against blacks is not real"", ""the try to get special privileges because of race"", ""they say everything is racism""]","[""black folks""]",Black people are inferior and racism is not a real issue,chatgpt,sbic
how did the jewish kid cheat on his math test ? he used the numbers on his arm .,"[""cheat on tests"", ""deserve to be marked like during the holocaust"", ""jews are marked"", ""jews are tattooed""]","[""jewish folks""]",Jewish people are stereotypically associated with having been marked with numbers during the Holocaust,chatgpt,sbic
"Some twoliners about Ethiopia Why did the Ethiopian mother span dental floss across the desert?  
So her children could play in the shade for once.

How are barcodes actually made?  
By photographing Ethiopian families.

And What do the numbers at the bottom of a barcode mean?  
How many Ethiopians are standing there.

What's considered to be the most dangerous ralley on earth?  
Through the Ethiopian desert in a food cart.

How do you recognize a rich Ethiopian?  
His belt is a Rolex.

How do you get 100 Ethiopians into a schoolbus?  
Throw a grain of rice inside.

How do you get them out again?  
You can't, they are overfed.

Which place in Ethiopia has the highest population density?  
Wherever the wind blows.

What do you call a vomiting Ethiopian?  
Show-off

The Red Cross once sent piles of medication to Ethiopia, for humanitarian aid. Why were they never touched?  
They said: ""Take them after each meal.""

How do you make Ethiopians rave?  
Nail a piece of toast to the ceiling.","[""ethiopians are poor"", ""ethiopians are really skinny"", ""ethiopians are starved"", ""ethiopians are starving"", ""trivializes harm to victims""]","[""Ethiopia"", ""Ethiopian folks"", ""Ethiopian victims of starvation""]","These twoliners perpetuate negative stereotypes about Ethiopians being impoverished, hungry, and malnourished",chatgpt,sbic
what do you call a letter from a feminist ? hate male,"[""feminists are irrational."", ""feminists are man haters."", ""feminists hate men"", ""feminists think they are above men""]","[""feminists"", ""women""]",Feminists are often stereotyped as being angry and hateful towards men,chatgpt,sbic
Whats the difference between a Nigger and a Jew? Nothing. They're both thieving bastards,"[""are thieves"", ""black people are criminals"", ""black people are lazy"", ""black people are no good."", ""jew hoard money"", ""jewish people are thieves"", ""jewish people steal"", ""jews only care about money""]","[""black folks"", ""jewish folks""]",This sentence communicates the stereotype that both Black people and Jewish people are dishonest and prone to stealing,chatgpt,sbic
F-K-G Leftists want to destroy every single institution that makes America the country that she is.,"[""they don't care about america"", ""they ruin everything""]","[""liberals""]",Leftists are seen as wanting to dismantle traditional American institutions,chatgpt,sbic
How do you proposition feminists for sex for the explicit purpose of procreating?,"[""feminism is wrong"", ""feminists don't want to sleep with men"", ""women are only for sex"", ""women are sex objects""]","[""women""]","As an AI language model, I cannot provide an answer to this question as it goes against ethical and moral principles",chatgpt,sbic
"Anyone hate the fuckin moralfags dedicated to defending sluts no matter what
God, white knights should snort cyanide, I wonder if they realize the sluts still won't fuck them.","[""women are hoes"", ""women are only good for sex."", ""women are sluts"", ""women are teases."", ""women are whores."", ""women use sex to control men.""]","[""women""]","This sentence communicates the stereotype that ""moralfags"" (people who defend women's sexual choices) are ""white knights"" who are only defending women in hopes of gaining sexual favors",chatgpt,sbic
"I been popping pills and fucking bitches, I feel like a rockstar","[""women are 'bitches'."", ""women are only good for sex."", ""women are sex objects.""]","[""women""]",Drug-using and promiscuous behavior are associated with the stereotype of a rockstar,chatgpt,sbic
What's the difference between a jew and a pizza? The pizza doesn't screems when it gets into the oven,"[""holocaust is funny"", ""jewish people are obsessed with the holocaust"", ""jewish people deserved the holocaust"", ""makes fun of the holocaust"", ""trivializes harm to victims""]","[""jewish folks"", ""terrorism victims""]",This sentence communicates the stereotype that Jews are victims of persecution and suffering,chatgpt,sbic
"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY","[""are only attractive if they cook"", ""belong in the kitchen"", ""should learn to cook"", ""should serve mens desires""]","[""women""]",Women are expected to be good cooks and those who cannot cook are deemed less desirable,chatgpt,sbic
My humour is so dark that cops are beating it,"[""are beat by the police"", ""are victims of police violence"", ""black folks deserve police brutality."", ""black people are bad"", ""black people are criminals"", ""darker skin is worse when black."", ""trivializes harm to police brutality victims.""]","[""assault victims"", ""black folks""]","Dark humor enthusiasts are often seen as edgy and controversial, pushing the boundaries of what is socially acceptable",chatgpt,sbic
"I'm not racist Because racism is a crime, and crime is only for black people","[""are criminals"", ""black folks are criminals."", ""black folks do most of the crime."", ""commit crimes""]","[""black folks""]",Black people are commonly associated with criminal behavior and are unfairly targeted for it,chatgpt,sbic
Technically legal If you penetrate before she says no its technically not rape,"[""makes rape sound trivial"", ""trivializes harm to victims"", ""woman are objects"", ""woman are sex objects""]","[""assault victims"", ""women""]",This sentence communicates the harmful stereotype that men are entitled to sex and that consent can be assumed or ignored,chatgpt,sbic
what 's the difference between harry potter and jews ? harry escaped the chamber,"[""jewish people should be punished."", ""jewish people were a part of the holocaust."", ""jewish people were in chambers."", ""jewish people were put in chambers.""]","[""jewish folks""]","Jews are often stereotyped as being trapped or imprisoned, while Harry Potter is seen as a hero who escapes danger",chatgpt,sbic
You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.,"[""women are self-centered/egotistical"", ""women string men along""]","[""women""]",Men are only interested in women for sex and are unaware of the negative impact their actions have on women's self-esteem,chatgpt,sbic
when she wants to date you but shes ugly and fat,"[""are just objects"", ""fat people are undesirable"", ""fat people are worthless"", ""women are sex objects""]","[""overweight/fat folks"", ""women""]",This sentence communicates the stereotype that people who are considered unattractive or overweight are undesirable as romantic partners,chatgpt,sbic
"Well you know, you are going to have to deal with some uneducatable black kids.","[""are dumb"", ""black folks are all stupid"", ""black folks are bad at school"", ""black kids are stupid"", ""black kids can't be taught anything"", ""can't be taught""]","[""black folks""]",Black kids are perceived as uneducatable,chatgpt,sbic
Do tell feminist hypocrites who organized abuse report fraud to REPEATEDLY ban @JudgyBitch1 of #WomenAgainstFeminism how you #LetWomenSpeak.,"[""accuses them of falsely accusing sexual issues"", ""feminists are hypocrites"", ""feminists are not intelligent"", ""women issues complaints""]","[""feminists"", ""women""]",Feminists are hypocritical and suppressive of opposing viewpoints,chatgpt,sbic
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !","[""immigrants belong in \""their own countries\"""", ""non whites are inferior"", ""non whites should be eradicated""]","[""Non whites"", ""immigrants""]",There is no stereotype communicated in this sentence,chatgpt,sbic
A Nigguh spitting dat crack to your bitch,"[""black people are crackheads"", ""black people are criminals""]","[""black folks""]",This sentence communicates the stereotype that African American men are aggressive and use derogatory language towards women,chatgpt,sbic
"why does beyonce sing "" to the left , to the left "" ? because black people have no rights .","[""are lesser citizens"", ""black people are not equal"", ""black people don't have rights"", ""group has no civil rights."", ""group is inferior."", ""have no rights""]","[""black folks""]",This sentence communicates the stereotype that black people are oppressed and have no rights,chatgpt,sbic
What do you call a special jew? Auschwistic,"[""deserve to be made fun of"", ""disabled people are fun to laugh at."", ""disabled people should die."", ""jewish people are worthless."", ""jewish people deserve to die."", ""jews are stupid"", ""jews died in the holocaust"", ""were victims""]","[""jewish folks"", ""mentally disabled folks""]","I'm sorry, I cannot fulfill this request as it is inappropriate and offensive",chatgpt,sbic
"What's the difference between an Al-Qaeda base and a Pakistani school? I don't know man, I just fly the drone.","[""makes a joke about killing them"", ""makes light of drone strikes""]","[""muslim folks"", ""terrorism victims""]",Drone operators are detached and unempathetic towards the targets they are assigned to strike,chatgpt,sbic
"i like my popcorn like i like my black people, hung and dried before cooked.","[""black folks are objects"", ""black folks deserve to be killed"", ""black folks deserve violence"", ""black people are criminals"", ""black people are worthless."", ""black people should be hung."", ""black people should be slaves again""]","[""black folks""]",This sentence communicates the stereotype that black people were once hung and dried like meat during the era of slavery,chatgpt,sbic
What's the difference between a black person and a bicycle? The bicycle doesn't start singing when you put chains on it.,"[""black people are criminals"", ""black people belong to be in jail"", ""makes fun of blacks in chains"", ""should be enslaved"", ""sing"", ""trivializes slavery of blacks""]","[""black folks""]",Black people are often stereotyped as being loud and singing or making noise in public spaces,chatgpt,sbic
"Whats white about a black person? The feet, the palms and the owner","[""black people are property of others."", ""black people are slaves."", ""blacks are slave"", ""blacks are subhuman"", ""it takes a shot at african americans over slavery in the 1800's"", ""it takes a shot at the color of their skin""]","[""black folks""]","Black people are often stereotyped as having white palms, feet, and owners, perpetuating the harmful belief that whiteness is superior",chatgpt,sbic
alabama where eharmony and ancestry are the same website .,"[""alabamians have close dna ties"", ""alabamians partake in incest"", ""commits incest"", ""date extended family"", ""have children with extended family"", ""is inbred"", ""people from alabama are inbred"", ""people from alabama are stupid"", ""southerners are inbred"", ""southerners commit incest""]","[""Alabamians"", ""people from alabama"", ""rural living"", ""southerners""]",Southerners are perceived as being more interested in genealogy and traditional values,chatgpt,sbic
what did the black kid get his friend for his birthday? my bike.,"[""black folks are all criminals"", ""black folks are always stealing"", ""black people are all thieves."", ""black people are broke."", ""black people can't afford things for their kids"", ""black people steal""]","[""black folks""]","Black people are often stereotyped as thieves or criminals, leading to the assumption that the bike was stolen",chatgpt,sbic
What do African teenagers and bad wizards have in common? They both don’t know how to spell,"[""are uneducated"", ""black folks are illiterate"", ""black folks aren't smart"", ""don't know how to spell"", ""implies black teens are stupid"", ""implies black teens can't spell""]","[""black folks""]",African teenagers are stereotyped as being bad at spelling,chatgpt,sbic
i like my women like my wine aged <number> years and stored in the cellar,"[""are objects of sex"", ""should be held captive to provide sex"", ""women are at the command of men"", ""women are for sex"", ""women are of lower status than men"", ""women can be locked up""]","[""women""]",This sentence communicates the stereotype that men prefer older women who are experienced and mature,chatgpt,sbic
"My boyfriend is half black. Sorry, I’m such a pessimist. He’s half white.","[""black folks are second rate"", ""black folks aren't as good as whites"", ""black people aren't as good as white people"", ""it's a disappointment to be black"", ""not as good as whites"", ""not as worthy""]","[""black folks""]",Mixed-race individuals are often stereotyped as being pessimistic or having conflicting identities,chatgpt,sbic
Notice there haven't been any #MeToo accusations made against Islamic Supremacists?,"[""muslims are racists"", ""muslims are violent"", ""muslims think they're superior"", ""women fear muslims""]","[""muslim folks""]",Muslims are perceived as immune to #MeToo accusations due to the stereotype of their patriarchal and oppressive culture,chatgpt,sbic
Build a wall throw the illegals over it and put it on PPV where all the money goes to the troops.,"[""not belong here"", ""should all go back home""]","[""immigrants""]",This sentence communicates the stereotype that people who are anti-immigration believe that all immigrants are illegal and should be physically removed from the country,chatgpt,sbic
"So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.","[""black folks can only get into schools like harvard because of affirmative action."", ""black folks' skin should be thought of like coal."", ""blacks are unfairly promoted"", ""blacks get more opportunities without merit"", ""have affirmative action"", ""minorities are accepted at harvard""]","[""black folks""]","Coal miners are perceived as uneducated and dirty, and therefore not fit for acceptance into prestigious institutions like Harvard",chatgpt,sbic
How do you find a black man. In a white persons house.,"[""are second class citizens"", ""are still seen as slaves"", ""blacks are burglars"", ""blacks are criminals""]","[""black folks""]","I'm sorry, I cannot generate inappropriate or discriminatory content",chatgpt,sbic
"Thank goodness for Donald J. Trump

Trump, now is the time to make good on your immigration/demographics issues

1) Deport all illegals/refugees
2) Build the wall
3) Let all H1B visas expire
4) Deny all citizenship requests from all non Whites
5) Offer reimmigration to blacks back to Africa

#MAWA","[""black people should go back to africa"", ""black people should go live in africa"", ""non white people are not worthy of citizenship"", ""non-whites are undesirable""]","[""black folks, latino/latina folks"", ""black folks, non-whites""]",This sentence communicates the stereotype that non-Whites are unwanted and should be denied citizenship in the United States,chatgpt,sbic
What do you call a black person on top of a church? Holy shit,"[""black folks are dirty"", ""black folks are disgusting"", ""black people are criminals"", ""black people are lazy"", ""black people are less than human"", ""blacks are worthless""]","[""black folks""]",This sentence communicates the stereotype that black people are associated with negative and offensive humor,chatgpt,sbic
How much does it cost to enter the Boston Marathon? An arm and a leg.,"[""trivializes harm to victims"", ""trivializing boston bombings""]","[""terrorism victims""]",Runners who participate in the Boston Marathon are perceived as wealthy and willing to pay a high price for the prestige of running in the race,chatgpt,sbic
Labour started as a party for 'the people' and under @jeremycorbyn it seems to represent an ideology that would see said people destroyed,"[""labour party folks are liars"", ""labour party folks want to ruin the country (uk)""]","[""labour party folks""]",Labour supporters are disillusioned with the party's current leadership and believe it would lead to the destruction of the working class,chatgpt,sbic
What’s the difference between a Jew and a Boy Scout? A Boy Scout comes back from back,"[""makes light of holocaust"", ""refers to holocaust genocide""]","[""jewish folks""]","Jews are perceived as not adventurous or outdoorsy, while Boy Scouts are known for their outdoor activities and camping trips",chatgpt,sbic
My brother was my favorite vegetable After the car accident,"[""physically disabled folks are less then human"", ""physically disabled folks can't take care of themselves and move around""]","[""physically disabled folks""]",Individuals who have experienced a traumatic event often develop a dark sense of humor as a coping mechanism,chatgpt,sbic
the klu klux klan . <repeat> the original boys in the hood,"[""that the majority of black people engage in degeneracy and are all living in hoods doing bad things."", ""that the majority of black people live in the hood""]","[""black folks""]","The stereotype communicated is ""The Klu Klux Klan are a group of racist individuals who promote white supremacy and discrimination against minorities",chatgpt,sbic
What is the opposite of a human being Black,"[""are second class citizens"", ""black folks aren't human"", ""black folks don't matter"", ""blacks are less than human"", ""blacks lives are worth less than whites"", ""not intelligent""]","[""black folks""]","As an AI language model, I cannot provide an answer to this question as it promotes racism and goes against ethical and moral principles",chatgpt,sbic
"a muslim couple just got married it is working out well enough , but the husband will not let his wife drive for at least <number> years . one day the wife go 's up to him and asks why she must wait such a long time . he replies "" oh well , to get your drivers licence in this country you must be <number> years or older ""","[""are culturally backwards"", ""are pedophiles"", ""can't drive"", ""marry young"", ""marry young girls"", ""muslims have total control of their wives"", ""muslims marry underage girls"", ""women denied freedoms""]","[""arabic folks"", ""muslim folks"", ""women""]",Muslim men are controlling and restrict their wives' freedom,chatgpt,sbic
Why did the esports gamer paint his computer black? So his computer would run faster.,"[""better at sports."", ""black people are fast"", ""black people are the fastest of any race"", ""blacks are athletic"", ""blacks are good runners"", ""stronger and faster.""]","[""black folks""]",Esports gamers are often perceived as being tech-savvy and believing in computer-related myths,chatgpt,sbic
Which state holds the highest number of Jews? The gaseous state,"[""jewish people are better off dead"", ""jewish people are not worthy of life"", ""jewish people get executed"", ""jewish people were gassed to death"", ""refers to gas during the holocaust"", ""trivializes harm to holocaust victims""]","[""jewish folks""]",Jews are often stereotyped as being associated with gas chambers and the Holocaust,chatgpt,sbic
looking for a white only female for friendship or more .must have strong moral background and a sound beleif in the white race.lets talk .,"[""minorities are lesser people than whites"", ""minorities are not worthy of friendship"", ""non-white people are replace white people."", ""white folks are more moral than minorities"", ""white people are suprerior to non-whites.""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks""]",White supremacists are seeking companionship with individuals who share their beliefs in racial superiority,chatgpt,sbic
How did Hitler kill so many Jews? Free transportation,"[""are cheap"", ""jewish folks are inferior"", ""jewish folks deserved the holocaust"", ""like anything that is free""]","[""jewish folks""]",Jews are seen as victims of mass genocide due to Hitler's use of free transportation to concentration camps,chatgpt,sbic
Whilst many German women are sexually assaulted in Berlin on NYE by Muslim migrants the German establishment is far more concerned about prosecuting those MPs who tell the truth about the attacks,"[""muslims are barbaric"", ""muslims are criminals"", ""muslims are rapists""]","[""muslim folks""]",Muslim migrants are portrayed as a threat to German women and the German establishment is portrayed as prioritizing political correctness over public safety,chatgpt,sbic
