id,word,text1,text2,label
3087-lotte,lotte,i bought the latelier perfume last week when they had the pop up in lotte and i won a free cica foundation on a lucky draw but i dont think the foundation shade matches me so hmmm do i do a giveaway or sell it,"does anyone have that pic of no air kevin in a green jacket??? its an airport pic,, not the lotte world one",Same
3088-lotte,lotte,are we ready to discuss how jungkooks best hair length was at the lotte concert,"I can't believe I skipped lotte family concert.. I mean, I didn't even know that bts will perform today, I feel so strange.",Same
3089-lotte,lotte,lost in japan shawn x lotte concert jungkook... we wouldn't be ready for the TASTE,mots:one's my time made 2019 lotte's idol look like a playground game,Different
3090-lotte,lotte,My friend bought me tickets to lotte world 😭😭😭💕,"I'm watching lotte family concert with my mom and she ask me whose my bias, i dont know what to sayyy im at the point of my life that i dont what to choose",Same
3091-lotte,lotte,"there's a whole lot of pointing going on in the concept trailer, combined with the lotte commercial it's kinda sus 🤔 i might make a compilation @TXT_members @TXT_bighit",txt na lotte duty free mv de any album do bts oq esta acontecendo,Same
3092-lotte,lotte,first it was Interpark fkning up now it's lotte 🤡,"Omg i just watched an ep. of the 9th when they went to lotte world and Minho was sooo excited, he had a big smile on his face the whole time. I haven‘t seen him like this in forever ☹️",Same
3093-lotte,lotte,"Today run bts was epic as the Christmas one or the one in lotte world, the boys competitiveness is..😨😁 @BTS_twt","so we've got namjoon's live on youtube, cns 1 year anniversary, the lotte online concert, tiktok ot7, and the new album announcement today 🤩🤩🤩",Same
3094-lotte,lotte,please omg does anyone remember the crowd at the lotte duty concert this year?? like the crowd went 💤💤 until twice an bts performed that was HILARIOUS,"dang, lol look at @BTS_twt flexing those live vocals on lotte",Same
3095-lotte,lotte,also rp tl ugly cause lotte is plastered all over it so yoinks! cant go anywhere . might actually do my homework before midnight for once instead,watch it be for some damn fila or lotte duty free commercial thats not shown until march 2021,Different
3096-lotte,lotte,im going to lotte world on saturday im so exciteeeeeed,"lotte performance, yoongi in That fit earlier, the savage love dance thingy nd remix(??? 👀) nd the be pre orders suddenly dropping SERIOUSLY LET ME BREATHEYFHGHJGVURRTGCDTGD",Same
3097-lotte,lotte,don't lie • - like 2/3 years ago • - a few months ago • - nah • - never ✌ • - like one • - c • - w • - nah • - lotte sjdh hi love • - nope • - nah hun • - on the cheek yes ofc 😔✌ drop an emoji and i'll send you the questions,i still haven't watched lotte stages 🙃,Different
3098-lotte,lotte,finally went to see the skz handprints at lotte department and my hands are bigger than all of them as i expected my friend was dying laughing # embarassing,200929 jungkook put 2019 lotte family concert jungkook to shame,Same
3099-lotte,lotte,EXO 'Have you ever...?' is literally all around of lotte avenue in here,thinking about how i cried when txt performed run away at the lotte family concert gosh they make me feel so many happy emotions i love them the absolute most :((( i cannot wait for blue hour,Same
3100-lotte,lotte,Judging from jk hair length in the VCR they probably film the videos before the lotte concert and before their official break,I slept through my alarm for the lotte concert LMAOOOOO,Same
3101-lotte,lotte,pupunta bang lotte world blackpink today,So you're telling me that i missed the lotte family concert...haha....okay..,Same
3102-lotte,lotte,I bet they were watching that lotte episode before shooting this bdkssbsu,"I've already loved that song since release, but ever since the lotte duty free family con, I've never stopped humming to @GFRDofficial's Apple 😅 (not really a stan and I'm not familiar with most of the lyrics yet lol)",Different
3103-lotte,lotte,it's october so do yall think... it's time to change to pumpkin spice lotte again,okay so I missed a lot while I was sleeping so does anyone wanna direct me to where I can see the lotte duty free concert?,Different
3104-lotte,lotte,is chanyeol decorating his snoopy statue for lotte museum???,where can i watch the lotte concert 🥺💗,Same
3105-lotte,lotte,"Anyone selling Bts Speak Yourself Tour: the final Live viewing cinema tickets in Seoul? I'm willing to pay someone that can offer a reasonable price, pls dm me! Cgv, megabox, or lotte cinema is okay and i only need 1 ticket, Ty #SpeakYourselfTour",oh shit did i miss the lotte concert last night,Same
3106-lotte,lotte,"As a Peanuts' fan, I think I need to go to lotte",lowkey looks like lotte world jk?? his hair is wet 😧,Different
3107-lotte,lotte,kesetrum pencetan lift lotte mart bgzd,lets be honest... jungkook knows what makes us horny and he's using it against us..... pied piper... lotte 2019.... mots on:e...,Same
3108-lotte,lotte,i see lotte has committed a crime once again,"Okay wait a damn minute just let me breath for a sec, a lot happened today first the lotte duty free concert 2nd the tiktok video and Armys finding out what was the reason why they post that video on tiktok and 3rd the announcement of the Album..now... How am i going to sleep?",Different
3109-lotte,lotte,My classmate is so sweet because she gave me a lotte duty free brochure of bangtan 🥰🥺,anyone got a link 4 the full lotte concert?,Same
3110-lotte,lotte,lotte is finnish n her mom appears to b saami im gonna cry 🥺🥺🥺🥺🥺❤️❤️❤️❤️,I feel so stupid because I forgot that lotte concert was yesterday 😭😭😭😭😭😭 This happens when I'm absent from twitter 😢😢😢,Different
3111-lotte,lotte,October is the month of being horny for vampires on main and now i can't stop thinking about the vampires in lotte world,The lotte duty free concert was so short💔,Same
3112-lotte,lotte,going through the whole 9 floors of lotte departement store to get stamps so i get free bts samples i-,so who is yeonjun not too into txt yet but he was neat during the lotte concert and now i'm learning he is very Gender,Same
3113-lotte,lotte,best of me hits differently since the lotte concert,han dong hee's turn. 3 run HR and lotte up 15-0 in the third 🤩,Different
3114-lotte,lotte,people saying their harrie mutuals are unfollowing them rn for live tweeting the show takes me back to the lotte show when one of my fav mutuals softblocked :/,"So the boys performed bwl, mir, and black swan at the lotte concert and i missed every bit of it 😞",Same
3115-lotte,lotte,worm update: galil is just zoomin' around the nougat bar. lotte seems to be building a cocoon of sorts?,Why is my tl just tweets from when the lotte concert was happening,Different
3116-lotte,lotte,I really thought we were past the phase where we rode at dawn over screen time or line distribution 🥴🥴 what is this fvcking lotte commercial all over again or smth,"think about it if this year went to plan most of of us would have only been to like 2 bts concerts but no we got to go to bang bang con part one and 2 and then bang bang con the live, lotte concert and now on:e concert for 2 days so in conclusion @BTS_twt said fuck 2020",Same
3117-lotte,lotte,Hoping lotte gets fired tonight on #TheApprentice2019,I stayed up to watch the lotte duty concert and I couldn't sleep after. I was completely amazed by their performance 🥰,Different
3118-lotte,lotte,wayment in that lotte duty free commerical thingy they did they were LITERALLY DOING MAGIC #TXTOBER,"not at how the lotte concert, album announcement, and preorder happened all in the same day for me, IM OVERWHELMED TO SAY THE LEAST",Different
3119-lotte,lotte,does the lotte cinema site not workfor anyone else?,todays jungkook gave me a lot of lotte duty family concert vibes yknow from like when they performed best of me #MapOfTheSoulOne_D1 #MAP_OF_THE_SOUL_ONE,Same
3120-lotte,lotte,CRYING my mom told me i wasnt even a month old when she took me to lotte world 😭 who let that happen!!!,berarti ntar ada lah ya lotte concert behind special clips🤡,Different
3121-lotte,lotte,"🐣/ friendly reminder lotte is korea uses roaming data ($$$). it's hard to update, post, or even generally load a page using her wifi egg. mb she'll find a free time on her vacation to try and reply to messages but she won't be back until nov. 4th^^",Ateez in lotte world with the cute headbands PLSSSSS,Different
3122-lotte,lotte,Does anyone know what floor of lotte plaza I can find ikon goods?,ive only been to everland but i wanna go to lotte world too,Same
3123-lotte,lotte,so what is this tingly feeling i get in my tummy when i watch videos of koo from the lotte family concert?,so...nct world 2.0 at lotte tower sky bridge huh :o,Different
3124-lotte,lotte,"Hey , i like you a lotte . Its like a lot but a little 😕",if you've been my oomf for a while now you'd know that i watched the lotte concert by the ocean 😂 guess what? Im at the cemetery right now,Different
3125-lotte,lotte,lotte concert &amp;bts never let me down,was watching bbc news with my relatives and the bts lotte duty free ad played. i had to keep my as/s calm.,Same
3126-lotte,lotte,ok but idk if we should go to everland or lotte world im torn 😖,im so upset i want to watch lotte concert,Same
3127-lotte,lotte,oh so monopoly is around lotte and it closes by 6pm and weekend too? ohhh,why does it feel like a whole week has passed since the lotte duty free concert when it was literally this morning-,Different
3128-lotte,lotte,cant stop thinking about jaws the lotte iced drink,how jennie endorses a lotte product but they don't perform in their concerts 🤨,Different
3129-lotte,lotte,i want on spotify the song bts did for lotte duty free it's been in my head lately i need to listen to it like 6 times every day for selfcare,wait i jus realized i wasn't blessed w the lotte concert pcs 🧍🏻‍♀️,Same
3130-lotte,lotte,finally home after a day at lotte world with my kids and i'm so dead hhhhhhh,the lotte duty free concert was last night??? on god idk what's going on anymore i give up,Same
3131-lotte,lotte,"ahhh kook's hair from muster, lotte concert, until japan concert was the best aaaahhhhh",watched gfriend's stage in lotte fam concert 'cos why not. im so proud of them. really.,Same
3132-lotte,lotte,i also watched their lotte world run bts ep sdkskdk im jimin when it comes to riding that pirate ship 💀,"OMG i just recently watched @BTS_twt lotte duttt free family concert and im totally loving their white and blue clothes, they're so freacking gorg 😍",Same
3133-lotte,lotte,mfs callin taeil tinie clearly havent seen the lotte duty free mv 🙄,wait i also missed the lotte concert 😭😭,Same
3134-lotte,lotte,the lotte advertisement that they did and the short dance part does look like magic themed tho,that sounds like a lotte or chilsung commercial haha,Same
3135-lotte,lotte,going to lotte world tomorrow!! can't wait to experience all the halloween stuff eeeee :D,"finallyyy we're back in the city, I can now watch the lotte concert 😭",Same
3136-lotte,lotte,wts haechan lotte duty free + star avenue pcs qyop ($40+) dm if interested~,lotte and sucy tru ride or dies 😢🤝,Different
3137-lotte,lotte,i'm at lotte world for halloween and there are alot of couples here erm kdrama max 😂,lotte really decided to make me cry today i love lotte so much pls @GOLDENXAVERY 🥺🥺🥺,Different
3138-lotte,lotte,lotte bottled barley tea is strong as fuck lol,when's the lotte family concert?,Different
3139-lotte,lotte,"Me: goes to lotte mall and spends 5,000 won at lotteria 🍔🍟 Jin: goes to lotte mall to visit Balenciaga 💰💰 Me &amp; Jin: visits Line Friends 🤝 🤣😂",i couldn't watch lotte family concert and i'm sick and i feel like i've missed so much and now i feel extra sad and 😭😭😭,Same
3140-lotte,lotte,"i just want to share a story when we visited korea (jype bldg),,,, we first went to lotte world bcoz it is our first time in korea so ofc we have an itinerary, our tour guide mr. park (he is rlly the best tour guide and has the greatest services) said that the new jype bldg is–",Hi!! my names lotte and i'm new to dttwt! -my favs are wilbur sapnap george dream tommy tubbo skeppy dream,Different
3141-lotte,lotte,27th oct gonna be a very hectic day bcs we're gonna queue for merch and gonna enter event zone and i need to get ready to enter the stadium and they'll be going to cinema. and the next day we're going to lotte world oh god let me breathe,yoongi and jk harmonizing the best lotte of make it right live,Same
3142-lotte,lotte,uhhh pfp change time because lotte makes me feel like tessa,watching the lotte concert in a few minutes leave me alone. I need to feel like im caught up,Different
3143-lotte,lotte,That same betrayal as that one episode the boys running around the lotte mall collecting cards 😂 everyone lied to each other,does anyone have any hd bts pics from the family lotte concert? if so please reply with some,Same
3144-lotte,lotte,Hello anyone here pernah beli lotte world theme park ticket dari klook?,binbar really went from morse code to a water show in lotte world 😂,Same
3145-lotte,lotte,i watched that lotte world run episode again and now i want to go back and ride french revolution it was so much fun :(,Dude I still haven't recovered from lotte family I'm half asleep how do I even react to be?,Same
3146-lotte,lotte,in lotte market and orange caramel is playing . Thank u,lrt HAHAHAHAHAH jihoon you genius lotte fan,Different
3147-lotte,lotte,i think lotte family concert is the best visuals so far,bts tocando black swan no lotte duty free concert oooooooh que sabor,Same
3148-lotte,lotte,I wanngo ggcon but in that day for buy tickets 16 I have to go lotte world with my friends 😭 .. maybe i will not go? A fan meet...,wait lotte concert happened alreasy???,Same
3149-lotte,lotte,"...myeongdong shopping, café tajagi, yongsan district, chicken and beer, rooftop hangs, americano x manjoo, lotte duty free, kangol, tacobell, SUGAR by brockhampton, dean ig live...",let me go rewatch the lotte performances I was little too delirious when I watched it at 4am,Same
3150-lotte,lotte,This episode is like the lotte episode 😂 jimin whining and yoongi teasing,i can't believe i fucking fall asleep during the lotte concert,Different
1174-recount,recount,"“We have no other option before us but to canvass, or certify, the recount.”","DISTRICT 42: Prelim recount results are in. Democratic challenger Ed Cardillo Jr. adds two votes to his total and Frank Ricci loses one vote. Cardillo's lead stands at 3,512 to 3,399, and he looks to be the winner of the vacant @stephen_ucci seat.",Same
1175-recount,recount,"I'm a precinct judge with our county Board of Elections. We use paper ballots which are sent through a M100 (scantron like device) for counting. All of our ballots are preserved. If there's an issue, we go get the paper ballots and recount. Our counts are exact - every time.","So the Trump campaign paid $3 million for a recount in Milwaukee and Madison. The Milwaukee recount just concluded... and Joe Biden's lead *grew* by 132 votes, per @PostRoz.",Same
1176-recount,recount,"Mrs B asked me last night what @mrjamesob's story was. I was able to recount his entire life, from birth &amp; adoption to schooling, early career in tailoring to the celeb pages, gaming, early work on TV, to his recent successes on LBC and HTBRIAWGW. I need to lay off the @LBC.","Imagine having to recount millions of ballots by hand, during a pandemic, and you can't lick your thumb. Maddening! God bless those poll workers!!! #GeorgiaVotes #CountAllVotes",Different
1177-recount,recount,A recount of me watching awae s3 ep 10: #renewannewithane,I keep hearing that Trump was denied a peaceful transfer of power. I missed the news stories when they had to drag Obama out of the WH? I missed the +35 law suits Clinton filed with states she lost demanding a recount? I missed Clinton refusing to concede for weeks? Helluva nap.,Different
1178-recount,recount,"The fact Matt Bevin is demeaning a recount is ridiculous.... buddy, you lost","Biden is not the President-elect. Until states recount, verify and certify their vote counts, it's still undecided #electionfraud",Same
1179-recount,recount,"Per @JimKinney413, Mike McCabe has conceded in #WestfieldMA mayor's race. Apparently, McCabe thought a recount was automatic (it's not) and opted against forcing one.",Al Gore won the popular vote and lost the EC. He demanded a recount in one state for cause and lost. Hillary won the PV and lost the EC. She conceded graciously the next day. Trump lost BOTH the PV and the EC. No evidence of fraud in 6 states. Explain why he has a shot.,Same
1180-recount,recount,"st. guillen reverses course, calls for recount as she trails mejia by 10 votes #bospoli #mapoli","These poor swing states being harassed by this president and cost taxpayers $ for his none sense recount , can he just concede, ppl are trying to live normal life from his insanity",Same
1181-recount,recount,How did y'all let @Iamkelmitchell lose on #dwts. I demand a recount!,I got a feeling they left Manhattan boarded up cuz of this recount 💩,Same
1182-recount,recount,They robbed Rayshard Ashby... 2nd team my ass... All ACC linebacker 5 weeks... You 3rd in votes for defensive player of year but don't make first team all ACC... I demand a recount...,"Tax payers should not have to pay for this pointless recount in Georgia, especially with so many in need of stimulus funds. Disgusting.",Same
1183-recount,recount,"We give thanks to you, O God; we give thanks, for your name is near. We recount your wondrous deeds. Psalms 75:1 ESV",Can we please recount South Carolina now???,Different
1184-recount,recount,Trump challenges his loss in Kentucky and Bevin does not accept his defeat. GOP will pay for the recount.,The whole ballot recount and fraud thing: Biden is going to win Period. That's that. But I'm all for exposing corruption and I agree everything should be examined. It's not a who wins and who loses thing it's an integrity thing. It's about making the next one in four years better,Same
1185-recount,recount,"Based on the results of a manual hand recount, the votes for Ocean Shores Mayor have not changed. Crystal Dingler holds a 3 point lead over Susan Conniry stands, pending certification, and will continue as Mayor.","Trump really paid $3 million for a recount, only to give Biden 132 more votes 😭 give it up",Same
1186-recount,recount,That's it. Auburn can't win this game if they can't make a tackle on a 12 yard completion. Best tackling secondary in the country? They may need to recount those votes. #ALVSAU,Trump spent 3 million to recount a partial vote and they found thousands more votes for Biden lmaoo,Same
1187-recount,recount,Is Putin's puppet going down? Thank you Mr. Holmes for your clear and precise recount of these events. Do Republicans and Trumpers truly want to live in an oligarchy-type regime as they have in Russia. Washington and all the fathers of Confederation must be turning in their grave,"Ok ok but consider this: if we have a recount, we get to see Turnip lose twice.",Different
1188-recount,recount,"I mean, I KNOW there's gonna be a recount...","This irregular mail in ballot is the culprit, we Trump supporters dam and a recount. Trump stays in the white house until new results.",Same
1189-recount,recount,".@CherylTurpinVB's campaign just sent over a note saying she conceded to @JenKiggans. The Virginia Beach senate race was tight, and on early, unverified results looked like Turpin would be able to ask for a recount.",Pennsylvania's top elections official confirmed Friday she will not be ordering a recount or recanvass of her state's election results as Republicans rail against officials there over groundless voter fraud claims.,Same
1190-recount,recount,I want a recount @BETAwards Lizzo shouldn't have won,"Enough potential fraudulent ballots identified to change outcome in WI. AZ margin is now only 400-500 votes above automatic recount, and there's a lawsuit there over 180 ballots that state admitted was wrong. If we could flip WI and AZ, throw out secret PA votes, DJT wins",Same
1191-recount,recount,The word game I'm playing didn't accept “gank” as a word. I want a recount.,"Trump would have to pay $8mil, up front, to get a recount in Wisconsin. So, that's not happening. He's never paid ‘up front', for anything... Well, maybe the porn stars... 🤔",Same
1192-recount,recount,"Pittsfield recount update: Mayor Tyer says the recount has validated the results of the November 5th election, and dismissed the Mazzeo campaign's claims as nonsense. She said the results were mostly flat with slight gains for her numbers. @WAMCNews",Why is no one calling for a recount of the Senate vote for #LeningradLindsey ?,Same
1193-recount,recount,"Dear Jo Swinson, If you achieve 52% of the vote share in a particular constituency, will you regard that as a victory ? Or would you welcome a recount ? No, thought not.",If there's nothing to hide and the results will end the same why is the left afraid of a recount in these key states??🤔 @POTUS @realDonaldTrump,Same
1194-recount,recount,Every vote counts as demonstrated by the Mt. Clemens Commission results which may be headed for a recount http://18.221.153.194/m27/17.html,"What is the point in a second Georgia recount if Biden has 270 electoral college votes with/without it, asking for a friend",Same
1195-recount,recount,"#Boston we do not fully have the results for City Councilor At-large election. Please stop by JP office (Jackson Sq) or Dudley Sq office to sign the petition for recount. please understand this was 10 (!!!) votes difference, so every single vote counts!!! #BosPoli @astguillen",GA recount: Getting reports from observers in our county elections office that local GOP has been reinforcing their brand as Entitled A**holes. Start time supposed to be 10 AM. Elections manager rearranged room to make it easier on monitors to see process.,Same
1196-recount,recount,"I'm mad as hell.. so the Republican candidate for Governor loses, and instead of conceding, he's crying like a baby, and no recount .. the Kentucky general Assembly might pick the winner🤬🤬you know someone will get paid large sums to say Bevin is the winner,nothing is sacred",I want a recount of the so-called million racist March.,Same
1197-recount,recount,"Peak 2019: The same people who haven't accepted that Hillary lost in 2016 are pissed about Bevin wanting a recount on a 4,000 vote difference. Interesting. Recount won't change the outcome most likely. But can you imagine their meltdown if it did? This could be hilarious.","Looking at my instructor feedback, out of 20 Students in the 2 courses that did the survey, I have one student who either HATED me and the course... or got confused if 1 was good or bad on the Likert scale. I demand a recount, I will not accept these results.",Same
1198-recount,recount,"#popmaster recount 36,nooooo.Didnt get year",I would love love love to see a big fat 🖕 in the Wisconsin audit/recount that turns this ship around and gets the maggots in a frenzy. How about you?,Different
1199-recount,recount,"Cries of ""shame"" at #vicalpconf19 as @HutchHussein announces the result of the recount, conceding she counted wrongly last time. The motion passes 314 to 227. Hussein says she accidentally counted those for as 214 last time.","The GA recount is stinky, stinky, stinky. An audit is required immediately.",Same
1200-recount,recount,collapsing into the booth at the restaurant as my deaf dad and loud mom yell in recount of the cum scene from there's something about mary,1/2 🚨BREAKING: A third recount in Georgia begins today. Poll workers will have until 11:59 p.m. on Dec. 2 to finish counting all votes. All counties will give a public notice of when they will be counting in order to allow...,Different
1201-recount,recount,"I mean, I'd participate in the whole #academicshaming thing, but as an #AcademicCasualty (&amp; TBH just a person who's been through grad school), I've been publicly shamed more times than I care to recount. (I get that the # is fun &amp; for people revealing their own weak pts, OK)",I demand a recount on @realDonaldTrump's golf score from today.,Different
1202-recount,recount,"Hey @Sarah_Montague, longtime listener, first time tweeter - there's probably a better way to verify recent examples of anti-Semitism linked to Labour leadership than asking a victim of racial abuse to recount it live on air and potentially retraumatise herself #bbcwato","So let me get this straight...Blue = massive fraud, we must recount. Red = All is fine, carry on. #TrumpIsLosing #BidenHarris2020 #Resist",Different
1203-recount,recount,I wonder how many petitions we will see for a recount of the #BallonDor2019 from the gobshite bin dippers,my tik tok was blowin up and then it just stopped overnight maybe these recount people are on to something,Same
1204-recount,recount,🤮 Matt Bevin is not conceding the election and wants a recount. He as to go to a Judge to get one. Final results 49.2% Beshear to 48.8% Bevin. Al; votes have been counted!🤮,"Macklemore trending for all the right reasons. If anything merited a recount, it's the voting for his Grammy.",Same
1205-recount,recount,That's bullshit. I demand a recount! #DWTS,"FUCK!! Shes literally 17! SEVENTEEN!!! The characters perspective of things/how we at that age process things so differently, how warped and extreme we experience life/recount memories.... + whatever effect the drugs are doing. It's fucking mindblowing #Euphoria #EuphoriaHBO",Different
1206-recount,recount,Does Kentucky trigger an automatic recount for close elections?,Monica Palmer isn't going to be satisfied with any counts unless she alone is allowed to perform the recount of MI in its entirety - herself. Evidently everyone else is incompetent.,Same
1207-recount,recount,"I was obviously around durning the Florida recount of the 2000 election, but I had never heard about the “brooks brothers riot”, where a group of gop members stopped a recount of rejected computer votes. If you don't know about it, look it up, very interesting and disturbing.",Calling the recount for bitcoin at 21 million.,Same
1208-recount,recount,"fun challenge: recount the plot of Pirates of the Caribbean 3, from memory, without losing your mind. if you're still alive after your attempt you win",Man I hope to god they do recount the votes and Biden wins by even more than he did the first time😂😂 fuck off you hypocritical idiots,Different
1209-recount,recount,If Bevin wants a recount he should hire a couple math teachers 🤷🏽‍♂️,All of the ballots from this past election should be archived. And stored in a secret location in case anyone need another recount.,Same
1210-recount,recount,"FWIW: The campaign of Daniel Davis Clayton, who missed the #HD100 special election runoff by five votes Tuesday, says he's still considering whether to ask for a recount. #txlege",Forget the recount. A good old fashioned 3 legged race will do,Same
1211-recount,recount,Woweeee I'm embarrassed by my Spotify recount 💀😂,The media does not have the authority to call the election this is not over the illegal ballots will be found the recount will continue,Different
1212-recount,recount,"When life leaves you in a dark pit, don't forget about the goodness of the Lord. It will be your source of strength and joy. When recount what God did for you in the past, it encourages you to move on. You know that sooner or later, God will change your story.",Trump denies penalty shoot out win. Demands recount.,Different
1213-recount,recount,Really hope this recount that Matt Bevin is insisting on shows even more votes for Beshear,"Trump's PAC spent $3m on his Wisconsin recount. Result? 132 more votes for Biden. That works out to $22,727.27 per vote. Well done, donors!",Same
1214-recount,recount,"Everyone celebrating Kentucky governor race when you know the Republican won't concede even after a recount. Expect the most repugnant strategy, tactics, and messaging that they're already planning.",Still waiting for @GovKemp to explain why taxpayers have to pay for another recount....,Same
1215-recount,recount,"If the legislature really does decide the KY governor's election and gives it to Bevin even though he CLEARLY LOST, we all have to raise hell Unless a recount changes it, Andy Bashear WON THE ELECTION. He had MORE VOTES. If something stops that we can't just be like “that sucks”",I love Georgia being all “yea I can get my manager but he's just gonna tell you the same thing” while agreeing to a recount knowing the current number is THE number no matter what.,Same
1216-recount,recount,"Even tho @AndyBeshearKY won KY Govenor race tonight @MattBevin will ""request"" a recount and try to ""dismiss"" votes that went to Beshear",Inbox: President Donald J. Trump's re-election campaign filed a lawsuit to the Wisconsin Supreme Court following the campaign's requested recount to uncover fraud and abuse that irrefutably altered the outcome of this election.,Same
1217-recount,recount,also can we discuss how like i saw a very pretty boy tonight and if he doesn't turn out to be my soul mate i want a recount and a refund all in one transaction pls and thank u sir and madam,"So Donald Trump lost GA on election day. Then had the vote audited and still lost. Now he wants a recount that every expert says will still result in him losing. I swear, GA going blue is like waiting for a bus. You wait for ages for one to come along, then three show up at once.",Same
1218-recount,recount,count the money then recount it cause it bring a lot a joy,imagine firing several people because they claimed there was no voting fraud so an ignorant toddler asked to recount some states in order to receive a different outcome in the election.. oh wait @realDonaldTrump,Same
1219-recount,recount,BREAKING: Vanderburgh County Republican Chair Wayne Parke just now says no decision on recount has been made but he says it is likely.,"And they're trying it again in Wisconsin the exactly the same approach that they've lost in every other state they've tried! The recount showed Biden one by nearly 20,700 votes, gaining 87 votes in the recount that Trump paid for.",Same
1220-recount,recount,So FMA is the number 1 anime but SDS ain't even make the list? I needs a recount of votes,"As the American electoral drama plays out, I become increasingly suspicious that a monumental swindle is in progress. The only reassurance I and other Americans can have is that a radically transparent recount is conducted.",Same
1221-recount,recount,The real question...is Matt Bevin going to demand a recount after last night's Kentucky game? #BBN #kentuckyelections,Trump spent $3M on Wisconsin recount but Biden picked up 132 more votes.,Same
1222-recount,recount,"Its amazing, when Dems call for a recount, we're called snowflakes who refuse to accept election results but when Republicans lose, they shout recount and dont expect any push back.🤦‍♀️",It's tough being @realDonaldTrump ! Pay for a recount in Milwaukee County! Spend lots of money! AND they find 132 miscounted votes.........................for president-elect @JoeBiden ! #trumplost #TrumpConcede,Same
1223-recount,recount,"The people have spoken, and they have demanded a recount. Game Devs: Who do you think would give the best head?","I went to bed with an undeniable cache of containers full of leftovers. Today my DOMINION Refrigerator is completely empty except for some droppings of Cranberry sauce on the middle shelf. What now, a recount? #StopTheSteaI2020 #ElectionResults2020",Same
1224-recount,recount,"November at its tail..what will you say entering in last 4 weeks of 2019 ? I don't know about you.. “I WILL praise You, O Lord, with my whole heart; I will show forth (recount and tell aloud) all Your marvelous works and wonderful deeds! -Psalm 9:1-AMPC 🙏🏾🙏🏾","In Wisconsin, 64 of 72 counties completed canvassing, resulting in Biden gaining 167 votes, Trump 26. If Trump pays for a recount he will lose again by more. He is about to lose Georgia again, so spreading lies. It is over. America has spoke. Our democracy works.",Different
1225-recount,recount,BREAKING: Trump demands a recount of the 2016 Election. “Maybe Crooked Hillary won. I don't need this shit!” #LockHimUp,Trump is demanding a 3rd recount in Georgia. Hiw many times can he demand recounts?,Same
1226-recount,recount,"Some old farts: Impeaching a president for bad behavior and breaking laws is trying to undo an election. Same old farts: We don't like results showing democratic win. We won't concede, we want a recount, or state to decide.",A recount in Georgia?!? Fucking great,Same
1227-recount,recount,posting a video recount on Youtube now,.@LindseyGrahamSC we need a recount in South Carolina and Texas. Every vote must be counted. Don't you agree?,Different
1228-recount,recount,"Nunes, The potus wasn't elected. He was ""selected"" By Russia MSM Comey Lots of white guys. I still believe a recount was in order. If it was a man, it would have been done.","Many people are shocked at Trump and his supporters fighting for a recount, audit, investigation, etc. Did these people sleep for the last 4 years when OUR $ was spent on investigating Trump, lying on FISA applications? Rip Van Winkle syndrome, perhaps.",Same
1229-recount,recount,I demand a recount @Spotify! 🤣🙈 🎶 🎶🤷🏽‍♀️ #spotifywrapped2019,I've been assigned to monitor vote recount in Milwaukee WI Nov 21-25 6 hour shifts,Different
1230-recount,recount,Someone just told me that KY law says if Bevin wants a recount? HE has to pay for it! Now ain't THAT some fun news for the little whiner! He lost...show some dignity dude.,"Go ahead and recount. There was probably voter fraud so go ahead and catch people who committed it. It is a crime. I, however, do not believe it was widespread enough to effect the results of the election we have now.",Same
1231-recount,recount,"Someone fill me in please. In Kentucky is the gubernatorial race decided already, or will there be a recount? Usually elections this close get recounts.",The Milwaukee County Sheriff's Office is proud to work alongside our partners at the Milwaukee County Clerk's Office and Election Commission to ensure a safe and secure recount. MCSO personnel will secure both the recount proceedings and the county's ballots 24/7.,Same
1232-recount,recount,"A historic night! Democratic Governor in Kentucky (will be a recount, no doubt) and both Houses in Virginia flipped red to BLUE. Huge support in Virginia from @MomsDemand who outspent the freaking NRA!","Where is defeated @realDonaldTrump? Hardly any tweets. Is he saving money on his Twitter account to finance another recount failure. Why Is Dangerous Don hiding in the basement of OUR white house while $20k-a-day Rudy does his dirty work? C'mon Don, give it up!",Same
1233-recount,recount,"On @HowardStern today, James Taylor's recount of meeting Mark David Chapman the day before Lennon was murdered was chilling. Great interview",Lol Donald Lame Duck now shouting to stop the recount in GA. Stop the count! Count the votes! Stop the count! Recount! Stop the recount!,Different
1234-recount,recount,Verona Murphy has congratulated George Lawlor and confirms she won't be seeking a recount in #Wexford after just 71 votes separated the two candidates #iestaff via @Elaine_Loughlin,Trump don't need a recount he just has to prove the fraud! That's the easy part! @realDonaldTrump,Same
1235-recount,recount,Spent an eternity kwa barabara and it's now that I'm passing Pangani? Demanding a recount,"Hang on... The fact that @JoeBiden got more votes after recount actually proves that THERE WAS a problem with counting It doesn't matter who they're going to, this still means U.S. democracy IS flawed Like we didn't already know that",Same
1236-recount,recount,"If you express gratitude to God for His perceived works in your life more of what to express gratitude for happen. Like from time to time sit back and recount things, events, achievement sofar within the week or month, happenings for which you are grateful to God.",IDK why they want a recount. Knowing damn well Trump's ego cannot take another defeat like that 🥵,Different
