headline,writer_intent,misinfo,Generated,Model,Task
The Colombian government bought the astrazeneca vaccines for 21 usd each dose,"['the columbian government believes the astrazeneca vaccines are effective', 'governments can get vaccine doses for cheap', 'some governments may be hoarding vaccines']",misinfo,'colombia bought astrazeneca vaccines for 21 usd',baseline,mrf
New Zealand declares climate emergency,"['high risk time', 'government trying to control effects', 'restrictions are coming']",misinfo,'no one is going to be able to deal with climate change',baseline,mrf
In Spain more people are probability of falling ill from the vaccine than from Covid-19,"['vaccines are hurting more people', 'vaccines are dnagerous']",misinfo,'vaccines are a dangerous disease',baseline,mrf
How a Climate 'Stress Test' Can Foresee Collapsing Banks,['stress tests can foresee collapsing banks'],real,'climate change is a threat to the environment',baseline,mrf
"Ignoring science doesn't solve the problem, climate scientist says","['serious issues will arise if people continue to ignore climate science', 'only one side in the environmental policy debate is backed up by evidence']",real,'science doesn't solve the problem',baseline,mrf
Chronic disease is on the rise  and stopping it requires a new Canadian Environmental Protection Act,"['climate change increases disease', 'the increases in chronic diseases are caused by climate change', ""a government agencies' act may prevent diseases from getting out of control.""]",real,'canadian environmental protection act is on the rise',baseline,mrf
Biden Would Make Combating Climate Change an 'All-of-Government Agenda',"['climate change will be center to administration̢\x80\x99s agenda', 'biden takes climate change seriously and will act accordingly.']",misinfo,'biden would make combating climate change an all-of-government agenda',baseline,mrf
"New Evidence That the Ancient Climate Was Warmer than Today's  'Roman Warming was the warmest in the last 2,000 years'","[""climate change isn't real""]",misinfo,"'Roman warming was the warmest in the last 2,000 years'",baseline,mrf
Baseball player Hank Aaron died after receiveing COVID-19 vaccine,"['vaccines might be dangerous', 'covid-19 vaccine is dangerous']",misinfo,'the vaccine is not safe',baseline,mrf
Biden Plans to Ramp Up Fight Against Climate Change,['biden wants to take action on the environment'],real,'biden plans to fight climate change',baseline,mrf
"The ""compulsive use of masks"" is the cause of the spread of the infectious fungus Candida auris and is associated ""with a 40% of hospital mortality""","['people should not wear masks', 'disease transmission is increased by mask wearing', 'masks cause more harm than good']",misinfo,'the compulsory use of masks is the cause of the spread of the infectious fungus Candida auris',baseline,mrf
The US is officially out of the Paris Climate Agreement. Here's what could happen next,['the us is no longer part of the paris climate agreement'],misinfo,'the US is out of the Paris climate agreement',baseline,mrf
Australian vaccine for COVID-19 gave volunteers HIV,"['vaccine is not safe', 'vaccine causes disease']",misinfo,'vaccines for covid-19 are a bad idea',baseline,mrf
UK Coronavirus LIVE: England prepares for second lockdown,"['the uk will be shutting down again because of the pandemic', 'the government is going to prevent the spread of covid by locking down', 'covid is getting worse in this area so people have to stay inside']",real,'the government is preparing for a second lockdown',baseline,mrf
"Climate Activists ""Deeply Skeptical"" of John Kerry, Biden's Climate Policy Lead","[""the political figures don't have a good track record for climate change policies"", 'the government may not take the threat of climate change seriously']",misinfo,'climate activists are skeptics',baseline,mrf
Winston84: A High-Minded Collection Of Low-Brow Racists and Climate Deniers,['there is a link between racism and climate change denial'],misinfo,'the climate change movement is a sham',baseline,mrf
"World not doing nearly enough to stop 'catastrophic' global warming, UN report warns","[""the un says we aren't doing enough to fight climate change"", ""society isn't doing enough to fight climate change"", 'the un is worried about climate change']",real,'the world is not doing enough to stop global warming',baseline,mrf
Joe Biden to Turn Up Heat on Climate Change,['biden will do more for the climate'],real,'the president is going to turn up the heat on climate change',baseline,mrf
What's at Stake in 2020: Climate Resilience,['2020 may be a big year for climate change'],misinfo,'climate change is a big issue',baseline,mrf
Ivermectin is a miraculous drug on the treatment of COVID-19,['this drug will makes covid patients better'],misinfo,'ivermectin is a miracle drug',baseline,mrf
Bezos announces first winners of $10 billion climate-change pledge,"['a few environmental groups received large grants to help with climate change goals', 'bezos is keeping his word and giving out grants to help with climate change']",real,'the bezos administration is announcing the first winners of the $10 billion climate-change pledge',baseline,mrf
Tories slammed for lack of progress on environment promises made nine years ago,"[""governments aren't meeting environmental pledges"", 'that political party lacks integrity', 'people care about lack of action on the environment', ""conservatives don't care about environment""]",misinfo,'tories slammed for lack of progress on environmental promises made nine years ago',baseline,mrf
"COVID lockdowns' impact on greenhouse gas emissions a ""tiny blip""","[""people staying home won't make a difference for climate change"", ""the decrease in emissions from the covid lockdown won't make a difference over time""]",real,'covid lockdowns' are a tiny blip',baseline,mrf
Greenhouse gas emissions transforming the Arctic into 'an entirely different climate',['greenhouse gas emissions are harming the arctic'],real,'greenhouse gas emissions are transforming the Arctic into an entirely different climate',baseline,mrf
"An article from the Tierra Pura site that states that ""aborted fetuses are being used in vaccines"" against COVID-19","['the shots used to prevent the virus are derived from dead babies.', 'fighting the virus is evil or unnatural.', 'dead human parts are injected in vaccines', 'vaccines are being made unethically', 'immunizations are evel.']",misinfo,'aborted fetuses are being used in vaccines',baseline,mrf
'Buddha would be green': Dalai Lama calls for urgent climate action,"['dalai lama puts focus on climate issues', 'buddhists believe in climate change']",real,'dalai lama would be green',baseline,mrf
"Councils reporting thousands of 'climate-related' incidents, including flooding",['climate change is responsible for increase in flooding'],misinfo,'climate-related' incidents are reported by councils. floods and flooding are reported by councils.,baseline,mrf
Over-the-counter products such as vitamins and tonic water are the key to tackling the pandemic.,"[""other treatments aren't necessary."", 'treatments exist to prevent covid-19', 'water and vitamins can help protect people from covid-19.', 'regular products can help fight covid']",misinfo,'over-the-counter products such as vitamins and tonic water are the key to tackling the pandemic',baseline,mrf
Biden Plans to Move Fast With a 'Climate Administration'. Here's How.,"['the planet is a pressing issue for the government', 'biden takes climate change seriously']",real,'biden plans to move fast with a climate administration',baseline,mrf
No 10 and Treasury clash over spending on environmental agenda,"['the treasury and no 10 are fighting over climate change plans', 'no 10 and treasury clash over environmental agenda']",real,'the government is not going to spend on environmental issues',baseline,mrf
People will be killed for violating quarantine restrictions. It has already happened in Albania.,"['not following the quarantine restrictions in albania is fatal.', 'albanian government is already harming people for violating covid-19 restrictions', 'government will harm people for violating covid-19 restrictions']",misinfo,'people will be killed for violating quarantine restrictions',baseline,mrf
"The coronavirus vaccine will cause other more serious diseases to emerge, said Anthony Fauci.","['vaccines have major side effects for future generations.', 'what we are seeing with covid is only the beginning of a long dilemma', 'u.s. government medical experts are stating that the new vaccine is not exactly safe.', 'vaccine may do more damage down the road.', 'the covid-19 vaccines will have undesirable side-effects', 'the vaccine for covid will cause other diseases to show up']",misinfo,"'the coronavirus vaccine will cause other more serious diseases to emerge,' 'the coronavirus vaccine will cause other more serious diseases to emerge'",baseline,mrf
"Canadians were given $2,000 a month by the government during the Covid-19 pandemic","['us government aid is paltry.', 'the amount of money was excessive', 'the $2000 a month canadians were given was to help them cope with the consequences of the pandemic', ""us aid to individuals isn't as high as others'.""]",misinfo,"'canadians were given $2,000 a month by the government during the covid-19 pandemic'",baseline,mrf
Biden gives a nod to environmental 'activists' but doesn't mention Green New Deal in message commemorating Paris Agreement,"['biden is active on climate matters', 'the potus slighted aoc']",real,'biden doesn't mention green new deal',baseline,mrf
Climate Change Is Making Winter Ice More Dangerous,"['ice is dangerous.', 'climate change is affecting weather']",real,'climate change is making winter ice more dangerous',baseline,mrf
"Through the test for Covid-19, partial vaccination of the population was performed through nano particles in the human brain.","['the vaccine implants microchips in the brain', 'vaccine is being used to monitor people', 'nanotechnology exists and is being hid from the public', 'nano particles were used to vaccinate people without their knowledge']",misinfo,'vaccines are not safe',baseline,mrf
World leaders use their first messages to Biden to draw attention to climate crisis,"[""most of the world's leaders think the president's country should do more to fight climate change"", 'leaders wants biden to address climate change']",misinfo,'world leaders use their first messages to Biden to draw attention to climate crisis',baseline,mrf
The Mayor of Bogota said that the capital was the second city in America with more ICU beds after New York,"['there is a flux in an unknown city of the coronavirus', 'an official is revealing a secret about disease statistics.']",misinfo,'the mayor of bogota said that the capital was the second city in the country with more ICU beds after New York',baseline,mrf
"The US's ""Best"" University Fuels the Climate Crisis. Princeton Must Divest.","['princeton is bad for the environment', 'some educational institutes are contributing to climate change']",misinfo,'the best university in the world is a 'best university'',baseline,mrf
Levofloxacin is the first drug that cures coronavirus,['levofloxacin prevents covid-19'],misinfo,'levofloxacin is the first drug that cures coronavirus',baseline,mrf
How Biden Could Use Executive Powers to Fight Climate Change,"['biden could fight climate change by use executive powers', 'there is no room for compromise on environmental policy', ""only one of america's two major parties takes the environment seriously""]",real,'biden could use executive power to fight climate change',baseline,mrf
Nature's ticking time bomb: Why these ecosystems could be make or break in our fight against the climate crisis,['certain ecosystems are important to prevent climate change'],misinfo,'the environment is a major threat to our health',baseline,mrf
NPR Reverts to State-Run Radio with Socialist Softballs for Climate Czar John Kerry,"['more action is needed', 'some feel station is not aggressive', 'government controls the message']",misinfo,'nPR is reverting to state-run radio with socialist softballs',baseline,mrf
Biden Poised to Reset Country's Course on Climate Change,"['the president desires to take climate change action in a different direction than the previous administration', 'biden is working actively']",real,'biden is a 'biden'',baseline,mrf
The new strain of coronavirus was announced by Boris Johnson. Scientists have not made any statement on the issue.,"['public is easy to mislead', 'political figures may know more than others', ""government official wasn't supposed to tell the public"", 'the pandemic is not close to being over']",misinfo,'the new strain of coronavirus was announced by Boris Johnson',baseline,mrf
EU leaders pull all-nighter discussing climate change as Brexit forgotten,['leaders in eu stay up all night talking about climate change'],misinfo,'the EU is a 'we are not talking about climate change',baseline,mrf
Climate report warns of rising risk as U.N. pushes nations to take action,['un knows of rising risk'],real,'climate report warns of rising risk',baseline,mrf
"Bill Gates as early as 2018 prophesied the pandemic at Event 201, says legislator Sara Cunial","['some scientists and other public figures correctly predicted that a pandemic would occur eventually', 'covid-19 was created', 'government and high power people created covid-19']",misinfo,'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the 'the ',baseline,mrf
"2020 was a stormy, fiery, record-breaking year when climate disasters wouldn't stop",['there is increase in natural disasters'],real,'2020 was a stormy,baseline,mrf
Dr. Fauci lied about masks in March.,"['fauci was trying to make masks seem more effective than they were', 'makes could be dangerous', ""the government official doesn't know what they are talking about""]",misinfo,'dr. fauci lied about masks in march',baseline,mrf
Warnings on fines as England's new lockdown begins,"['the government is issuing fines in trying times', 'pandemic is getting worse', 'some regions are fining citizens for now following quarantine laws', 'people are being fined']",real,'the government is imposing fines on the poor',baseline,mrf
The Climate Debt the U.S. Owes the World,['the us has a climate debt to the world'],real,'the climate debt the U.S. owes the world is too big',baseline,mrf
How Climate Change Turned Venus from an Earth-like Planet to Uninhabitable Wasteland,"['left unchecked, climate change could turn the earth into an uninhabitable rock like venus.']",real,'climate change has turned Venus from an Earth-like planet to uninhabitable wasteland',baseline,mrf
An antibiotic Levofloxacin is a cure for COVID-19,['levofloxacin can cure covid-19'],misinfo,'an antibiotic is a cure for COVID-19',baseline,mrf
Joe Biden said chloroquine is effective against Covid-19,"[""people should trust joe biden's advice on covid treatments"", 'government official supports the drug', 'there is treatment for covid-19', 'the drug is effective against covid-19']",misinfo,'covid-19 is not effective',baseline,mrf
Jeff Bezos announces nearly $800 million in grants to 16 groups fighting climate change,['bezos cares about climate change'],misinfo,'jeff bezos announces nearly $800 million in grants to 16 groups fighting climate change',baseline,mrf
Masks can not protect you from contracting COVID-19 variants. You should use N95 respirator.,"['there is no way to stay safe without medical grade protective gear.', ""masks can't help with the variations of the coronavirus"", 'you need to wear an n95 mask even in daily situations', 'the disease is easily transmissible with mask wearing', 'masks are useless now']",misinfo,'masks can not protect you from contracting COVID-19 variants',baseline,mrf
Environmentalists Sue Feds to Block Oil Project in Carrizo Plain National Monument,['an oil project in carrizo plain national monument is being prevented by environmentalists suing over it'],real,'environmentalists are suing the feds to block oil projects in the national monument',baseline,mrf
10-15% of Ukrainians will die from a foreign COVID-19 vaccine.,['a large number of people will die from foreign vaccine'],misinfo,'covid-19 vaccine is a dangerous vaccine',baseline,mrf
Deal-Makers and Fighters Make up Biden's New Climate Team,"['biden has a climate team', 'biden administration is taking climate change seriously.']",real,'the climate change campaign is not about the climate change',baseline,mrf
Govt says new English lockdown could last longer than month,"[' infection rates are too high for lockdowns to stop', 'some countries are mandating long quarantine periods']",real,'government says new lockdown could last longer than month',baseline,mrf
Muammar Gaddafi predicted coronavirus pandemic 11 years in advance,"['some knew of covid many years ago', 'the virus is being used to manipulate society', 'governments made the virus', 'we were tricked into believing covid just came about', 'the virus was engineered']",misinfo,'the world is a virulent pandemic',baseline,mrf
Global tariffs the only way to end Australia's climate criminality,['only global tariffs will help australia on climate change'],real,'the world is going to have to pay more',baseline,mrf
"Environmental policy is labor policy, and Biden must make that clear","['biden can make climate policy and labor policy work together', 'environmental policy is labor policy and this must be clarified by biden']",real,'biden is a laborer',baseline,mrf
Climate crisis: Miliband calls for 'biggest mobilisation ever' to make 2021 a year of hope,['miliband wants to take concrete action on climate change'],misinfo,'we need to mobilise more people to tackle climate change',baseline,mrf
Biden's advisors urge him to use 'U.S. financial regulation as a tool to fight global warming'  Central banks to 'mitigate climate risks to financial markets',['climate change can cause financial damage'],misinfo,'the u.s. financial regulators are a tool to fight global warming',baseline,mrf
"No, Climate Change Is Not Causing More Ice Drownings","['climate change is not an issue', 'ice is not melting at a rate that contributes to drowning']",misinfo,'climate change is not causing more ice-downings',baseline,mrf
Otters Show How Predators Can Blunt Climate Damage,['animals play a role in fighting climate change'],real,'otters show how predators can blunder climate damage',baseline,mrf
Climate change: Hurricanes get stronger on land as world warms,"['our disasters are getting worse every year', 'stronger hurricanes are a bad thing', 'climate change is a serious threat']",real,'climate change is causing hurricanes',baseline,mrf
RNA vaccines change people's DNA,"['people should avoid taking the vaccine', 'the vaccine is unsafe', 'health authorities are being reckless.', 'dna being altered is bad', 'the mrna vaccines are dangerous.']",misinfo,'vaccines can change people's DNA',baseline,mrf
"According to Norwegian and British scientists, SARS-CoV-2 is artificially generated",['covid-19 was genetically engineered'],misinfo,"'sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated','sARS-CoV-2 is artificially generated'",baseline,mrf
Senator Chris Coons on likelihood of Senate approving higher stimulus checks,['senator chris coons is talking about getting higher stimulus checks to people'],real,"'senator chris coons is not a senator','senator chris coons is not a senator','senator chris coons is not a senator'",baseline,mrf
CBS Frets Too Much E-MAILING Contributes to Global Warming,['email is contributing to climate change'],misinfo,'cbs fets too much e-mailing contributes to global warming',baseline,mrf
Climate crisis - live: Boris Johnson's green plan 'inadequate' and Biden under fire for hiring fossil fuel ally,"['politicians are not doing their part to reduce environmental damage, have ties to fossil fuel industries']",misinfo,'the u.s. is a 'climate crisis',baseline,mrf
'The most significant climate legislation ever': How stimulus bill tackles warming planet,"['government can legislate climate change', 'society is willing to accept government regulation', 'government is taking real action to combat climate change']",real,'the most significant climate legislation ever',baseline,mrf
Meet 'climate restoration'  What if net-zero isn't enough? Inside the push to 'restore' the climate  Seek pre-industrial CO2 levels,['we have to do more for the climate'],misinfo,'restore' the climate is a 'climate change',baseline,mrf
The only country to raise the price of gas and utilities during the pandemic is Ukraine.,"['other governments have not raised the price of gas and utilities since covid-19', 'the ukraine government does not care about its people', 'the ukraine government raised the prices of gas and utilities']",misinfo,'the only country to raise the price of gas and utilities during the pandemic is Ukraine',baseline,mrf
Canada needs proactive climate change strategies now to avoid huge disaster bills later,"['climate change is accelerating', 'canada needs to take action on climate change now to avoid high costs and bills', 'changes need to be made now to prev']",real,'canadians need proactive climate change strategies now',baseline,mrf
Climate Activists Cheer Biden Win,"[""only one of america's major parties is concerned with the environment""]",real,'climate activists are gaining a lot of support',baseline,mrf
Climate change mitigation a matter of faith for the United Church of Canada,"['faith can combat climate change', 'the united church of canada may not care about climate change mitigation due to their religious views']",real,'climate change mitigation is a matter of faith for the United Church of Canada',baseline,mrf
"Pfizer vaccine causes ""indefinite infertility""","['vaccines are dangerous', 'pfizer vaccine causes infertility', ""vaccines aren't safe"", 'the vaccine has serious side effects']",misinfo,'the vaccine is not safe',baseline,mrf
Joe Biden already facing pressure to tackle backlog of 'unfunded' toxic waste sites threatened by climate crisis,['biden needs to take action on toxic waste sites'],misinfo,'the president is already facing pressure to tackle backlog of unfunded' toxic waste sites',baseline,mrf
EU ministers set tougher 2030 climate target into law,"['the climate situation is serious enough to warrant tougher measures', 'current measures were not effective enough in slowing climate change']",misinfo,'the climate change is a problem',baseline,mrf
The lockdowns have had one effect that should make climate hawks happy,['lockdowns have had one effect that should make those concerned about climate happy'],real,'lockdowns have had one effect that should make climate hawks happy',baseline,mrf
Instagram users claim that the family of nurse Tiffany Dover have confirmed her death and created a memorial IG profile,['an instagramer made a memorial page for a nurse'],misinfo,'the family of Tiffany Dover have confirmed her death',baseline,mrf
Joe Biden Cabinet Picks Signal Strong Support for 'Environmental Justice',"['the new us president will handle climate change differently than the previous administration did by taking it more seriously.', 'environmental justice is important to biden and his cabinet picks']",misinfo,'the president is a strong supporter of environmental justice',baseline,mrf
"Ireland's climate: A year of extremes, from wettest February to driest spring",['ireland has had a year of extreme weather'],real,'iraq's climate is a year of extremes',baseline,mrf
Biden Names John Kerry Climate Envoy,['kerry was named as climate envoy for biden'],real,'the president is a climate change envoy',baseline,mrf
"UK coronavirus: Highest daily death toll since April as cases up by more than 50,000","['pandemic is getting worse in uk.', 'the pandemic is getting worse in the uk']",real,'the virus is killing people',baseline,mrf
The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,"['the who wanted to protect its credibility', 'the who was engaging in a coverup', 'governments cover up to protect bad things they have done']",misinfo,'the WHO changed its criteria for PCR testing to hide its lies about the pandemic',baseline,mrf
COVID-19 outbreak among Oedo Line staff linked to the washroom faucet.,['covid can spread from dirty bathrooms'],misinfo,'the faucet is causing the outbreak',baseline,mrf
"Experts lay out the criteria for choosing Biden's CTO, who will be faced with using tech to tackle everything from climate change to vaccine distribution","[""biden's new cto needs to use tech to tackle climate change"", 'biden needs to choose his cto to tackle climate change and other problems']",real,'biden's new chief technology officer will be a 'technologist',baseline,mrf
U.S. confirms first case of new COVID-19 strain found in the U.K.,['the new covid strain is spreading in the us'],real,'the uk is a good place to be',baseline,mrf
"American professor and virologist Robert F. Garry notes that 5G high-frequency towers were installed to control humans implanted with microchips, whereas the Masons and the Rockefellers allocated millions of U.S. dollars to finance the coronavirus vaccine in order to implant microchips in humans and control them through special computers and 5G technology.","['the government wants to microchip everyone via vaccines', 'rich and powerful people are trying to control the population', '5g technology is a trojan horse being created in order to control mankind.', 'covid vaccines are related to 5g and microchips', '5g and implanted microchips are being used to create the covid virus and have vaccines implant chips', '5g technology is a threat to humans.', 'american professor and virologist robert f. garry notes that 5g high-frequency towers were installed to control humans implanted with microchips', 'covid vaccines are implanting chips into people']",misinfo,'the morgans and the rockefellers allocated millions of dollars to finance the coronavirus vaccine',baseline,mrf
Watch: Morano on Tucker Carlson: We Will Go From COVID Lockdowns To 'Climate Lockdowns' Under Biden,"[' someone says we will have climate lockdowns', 'biden will impose climate lockdowns']",misinfo,'we will go from COVID Lockdowns to climate lockdowns',baseline,mrf
Climate crisis: CO2 hits new record despite Covid-19 lockdowns,"['co@ emissions are becoming worst even during a period of mass quarantines', 'co2 hits a new record']",real,'climate crisis is a global problem',baseline,mrf
"US and Germany must stand 'side by side' in handling coronavirus and climate change, says Angela Merkel",['merkel believes these two superpowers must step up on climate change'],misinfo,"'the u.s. and germany must stand'side by side' in handling climate change and coronavirus,' 'the u.s. and germany must stand'side by side'",baseline,mrf
Extreme E: Lewis Hamilton helping make racing environmentally friendly,['lewis hamilton wants racing to be environmentally friendly'],real,'the race is environmentally friendly',baseline,mrf
"Ivermectin, Nitazoxanide and Bromhexine cures and prevent COVID-19","['a drug combination both prevents and cures covid', 'there is a conspiracy to keep life saving drugs from the public', ""there are drugs which can cure the coronavirus that we don't have access to.""]",misinfo,'ivermectin,baseline,mrf
Climate 'apocalypse' fears stopping people having children  study,['the birthrate is going down due to climate change fears'],real,'climate change is a problem',baseline,mrf
"Study Says Hollywood Still Has 'Permissive Climate' of Sexual Harassment, Racism","['hollywood still has ""permissive climate""']",misinfo,'the 'hollywood climate' is still a hotbed of sexual harassment,baseline,mrf
White House Ousts Top Climate Change Official,['the white house lost confidence in their top climate change official'],misinfo,'the white house is a big fan of climate change',baseline,mrf
"Daily Illinois coronavirus graphs: 178 new deaths, 7,374 new confirmed and probable cases and 74,573 new test results","[""illinois' has a poor grasp on controlling covid.""]",real,'the irs is a state of emergency',baseline,mrf
"The coronavirus pandemic is a hoax, which is proven by Germany's and Georgia's mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.","['covid-19 is fake', 'the government lied']",misinfo,'the coronavirus pandemic is a hoax',baseline,mrf
German doctors bust the myth of coronavirus pandemic,"['significant misconceptions exist about covid in society at large', 'agencies have been lying about how dangerous covid is.', 'covid is not as deadly as has been reported', 'covid-19 is not a real disease', ""it's not necessary to take precautions around other people""]",misinfo,'the germans are a bit more concerned about the pandemic than they are about the coronavirus',baseline,mrf
People who've previously been infected with COVID-19 shouldn't take vaccine,"[""you don't need a vaccine if you have already had the virus."", 'people who have had covid-19 should not get vaccine', ""people who have already been sick with covid shouldn't get the vax"", 'vaccines are unnecessary for people who have already been sick', 'the vaccine is bad for people with previous covid infection', 'previous covid carriers do not need the vaccine']",misinfo,'people who've been infected with COVID-19 shouldn't take vaccine',baseline,mrf
Tennessee registered rurse Khalilah Mitchell has Bell's Palsy from COVID-19,"[""bell's palsy can occur after getting the covid-19 vaccine"", 'the the covid-19 vaccine has surprising side effects.', 'the covid-19 vaccine is unsafe.']",misinfo,'the rurse is a rurse',baseline,mrf
The Fall of Trump Propels the Climate Story Into a Decisive New Era,['it is up to the new administration to see how effective their climate change policies will be'],real,'the fall of trump is a bad thing',baseline,mrf
"Colorado's COVID-19 hospitalizations surge to highest level since late April, accelerating faster than state's models predicted","['infection rates are still at high levels in certain regions.', 'the state is doing much worse in the pandemic']",real,'the hospitalizations are going up',baseline,mrf
New Footage Reveals Netflix Faked Walrus Climate Deaths,['netflix is lying about deaths of walruses due to climate change'],misinfo,'new footage shows a walrus',baseline,mrf
"Climate crisis: Humans waging 'suicidal' war against natural world, UN secretary general warns","['people are the reason for warming', 'people play a role in climate change', 'tech is used to fight nature']",misinfo,'climate crisis is a global crisis',baseline,mrf
Environmental value of renewable energy varies from place to place,['renewable energy environmental value varies depending on the place'],real,'green energy is a renewable resource',baseline,mrf
"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",['inmates mistreated public defenders'],real,'cook county commissioners approve settlement',baseline,mrf
"Africa's richest man, Aliko Dangote, running a Facebook giveaway for money, food and other assistance to 10,000 youths who have lost loved ones to the COVID-19 pandemic.","['you can win money on facebook if you have lost a family member and live in africa', 'many youngsters in africa are suffering the loss of their families.', 'many youths in africa have lost their parents or guardians']",misinfo,'the world's richest man is running a giveaway for money,baseline,mrf
New Rule Makes It Harder for EPA To Fight Air Pollution and Climate Change,['government is making is harder for epa to fight climate change.'],misinfo,'new rule makes it harder for EPA to fight air pollution and climate change',baseline,mrf
"Carbon Capture, Climate Levels Trigger Earlier Shedding of Leaves","['climate change is causing leaves to fall earlier', 'climate levels cause earlier shedding of leaves']",real,'climate levels are causing a rise in leaf litter',baseline,mrf
"Amap state has adopted ""early treatment"" protocol and has the lowest lethality rates in the world","['local government mandated treatments can be efficacious.', 'health policies can impact covid outcomes', 'certain approached to treatment decrease covid deaths', 'different approaches to treatment can decrease covid death rates', 'this state has made a good decision', 'rapid application of treatments can increase good outcomes.', 'early treatment can reduce mortality.']",misinfo,'amap state has adopted early treatment protocol',baseline,mrf
Moderna's Covid-19 vaccine will hack human's biological functions,"['vaccines can be harmful to you.', ""vaccines can do things that you don't know about."", 'vaccines are dangerous', 'vaccines have alternative purposes']",misinfo,'covid-19 vaccine will hack human',baseline,mrf
The mayor of London faked taking a COVID-19 jab,"['the government is withholding information about the vaccines from the general public.', 'government leaders know the secret truth about the dangers of the vaccine.', 'the coronavirus vaccine is actually more dangerous than we think.', 'officials do not trust the vaccine', 'the vaccine is not safe']",misinfo,'the mayor of London faked taking a COVID-19 jab',baseline,mrf
Head of Pfizer research said that covid vaccine is female sterilization.,['the covid-19 vaccine causes female sterilization'],misinfo,'covid vaccine is female sterilization',baseline,mrf
Here's How Scientists Want Biden to Take on Climate Change,"[""america's left of center party has made the environment a key priority""]",real,"'science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science is not a science','science",baseline,mrf
"Punishing Companies For CO2 Emissions Won't Affect Temps, Climate","['punishing companies wont help climate change', 'punishing companies wont change the climate']",misinfo,'the government is not going to punish companies for their CO2 emissions',baseline,mrf
Eating roasted orange and brown sugar will restore your sense of taste if you have recovered from COVID-19,"['eating oranges roasted with brown sugar will restore loss of taste and smell due to covid-19 infection', 'a lot of people are struggling with loss of taste and smell after covid.', 'nature ingredients will make someone less susceptible to covid.', 'eating roasted orange and brown sugar will cure your taste buds from covid', 'simple treatments can return a sense of smell lost to covid']",misinfo,'eating roasted orange and brown sugar will restore your sense of taste if you have recovered from COVID-19',baseline,mrf
The nurse who fainted after receiving the COVID-19 vaccine has died,"['vaccines are very harmful', 'the vaccine causes death', 'vaccines can kill you', 'vaccine is dangerous']",misinfo,'the nurse who fainted after receiving the vaccine has died',baseline,mrf
Siberian Environmentalist Detained for Poaching World's Largest Sheep  Reports,"[""siberian environmentalists detained for poaching world's largest sheep""]",real,'the world's largest sheep reports are being snatched',baseline,mrf
Youth leading the charge for climate action at Mock COP26,"['the next generation cares more about the environment', 'young activists are becoming more active in climate change movements.']",real,'young people are leading the charge for climate action',baseline,mrf
Vitamin D insufficiency may account for the majority of COVID-19 deaths,"['vitamins can help battle covid-19', 'over the counter medicines can prevent covid-19', 'low vitamin intake could increase chance of getting infection']",misinfo,'vitamin D insufficiency may account for the majority of COVID-19 deaths',baseline,mrf
Lily Cole: Why I'm focusing on the environment rather than artistic projects,['lily cole is focused on environment and not art'],real,'i'm focusing on the environment',baseline,mrf
Ivermectine is a proven cure for Covid-19,"['the pandemic is over', 'a cure has been found']",misinfo,'ivermectine is a proven cure for Covid-19',baseline,mrf
EU leaders agree to deeper cuts to greenhouse gas emissions by 2030,"[""the body thinks current standards weren't aggressive enough""]",real,'the EU leaders agree to deeper cuts to greenhouse gas emissions by 2030',baseline,mrf
Climate crisis: Lancashire fracking site 'leaked emissions equivalent to 142 transatlantic flights',"['fracking worsens climate change', 'allowing hydraulic fracturing is a disaster in itself.']",misinfo,'fracking is causing climate change',baseline,mrf
Urban wood movement aims to fight climate change and create jobs,['a wood movement will help fight climate change and create jobs for people'],real,'urban wood movement aims to fight climate change and create jobs',baseline,mrf
The Drilldown: Opposition disappointed with government's climate legislation,"[""the government hasn't done much about climate change""]",real,'the climate change bill is a disaster',baseline,mrf
The 5 claims made by Dr. Christiana Northrup regarding COVID-19 vaccines,"[""dr. christiana northrup's opinions are worth listening to"", 'dr. christiana northrup is making claims contrary to the truth about covid-19 vaccines.']",misinfo,'the 5 claims made by Dr. Christiana Northrup regarding COVID-19 vaccines are false',baseline,mrf
Biden introduces nominees for climate team,"['biden has started working on his climate plans', 'biden takes climate change seriously']",real,'biden introduces nominees for climate team',baseline,mrf
The green president? Joe Biden now has to live up to his climate promises,['biden should honor his word'],real,'the president is going to be a green president',baseline,mrf
Guava leaf may cure or prevent COVID-19,['a natural remedy can cure/prevent  a virus.'],misinfo,'guava leaf may cure or prevent COVID-19',baseline,mrf
What Biden Can Do About Climate Change,['biden is expected to state his plans soon'],real,'the president can do something about climate change',baseline,mrf
