Generated_1,Generated_2,Generated_3,Generated_4,Model_1,Model_2,Model_3,Model_4,Task,additional_labels,hypothesis,labels,premise
"To have your heart sing when someone walks in the room means that you are happy to see them and they make you feel good, while to feel like your heart contest every time when you see them walk in the room would suggest that you are anxious or nervous around them.",The relationship between the premise and the hypothesis is that the heart contests the heart,The figurative language in the hypothesis suggests that my heart feels like it's singing when I see him walk in the room,The hypothesis suggests that my heart sings when I see him walk in the room,human,text-ada-001,text-curie-001,text-babbage-001,flute,"To have your heart sing when someone walks in the room means that you are happy to see them and they make you feel good, while to feel like your heart contest every time when you see them walk in the room would suggest that you are anxious or nervous around them.",My heart sings when he walks in the room.,Contradiction,I feel like my heart contest every time when I see him walk in the room.
The relationship between the premise and the hypothesis is entailed,The hypothesis is that the slow driver made the protagonist late for work,Following a slow driver is not the best way to get to work on time and so it is understandable to be in a bad mood after that.,"The figurative language in the hypothesis suggests that the driver's slow driving made the author feel like a badass, which made them late for work",text-ada-001,text-babbage-001,human,text-curie-001,flute,Following a slow driver is not the best way to get to work on time and so it is understandable to be in a bad mood after that.,It put me in the greatest of moods when I followed the slow driver and it made me late for work.,Contradiction,I got behind a slow driver and it ticked me off because it made me late to work.
It is very inconsiderate to leave a grocery cart in the middle of the parking lot because it takes up space and someone else might need to park there,The hypothesis is that people leave their grocery carts in the middle of the parking lot because they are impatient,The relationship between the premise and the hypothesis is entailed,The figurative language in the hypothesis suggests that the person gets really mad when they see someone leave their grocery cart in the middle of the parking lot,human,text-babbage-001,text-ada-001,text-curie-001,flute,It is very inconsiderate to leave a grocery cart in the middle of the parking lot because it takes up space and someone else might need to park there,I get really mad when I see people leaving their grocery carts in the middle of the parking lot,Entailment,I get so ticked off when I see people leave their grocery carts in the middle of the parking lot.
The figurative language in the hypothesis suggests that the person cutting in front of me caused me to miss my turn as if they were a cruel fate,The relationship between the premise and the hypothesis is entailed,The hypothesis suggests that the person who cut in front of me in line almost had a happy reaction when they caused me to miss my turn,The person cutting in front of someone else in line is often considered to be rude and so someone having an overjoyed reaction to that is quite contradictory.,text-curie-001,text-ada-001,text-babbage-001,human,flute,The person cutting in front of someone else in line is often considered to be rude and so someone having an overjoyed reaction to that is quite contradictory.,I almost had an overjoyous reaction when the person cut in front of me in line and caused me to miss my turn,Contradiction,Recently a person cut in front of me in line at the super market and I was very upset about it.
The figurative language in the hypothesis suggests that I felt terrible when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,It is natural to feel bad when you accidentally cause someone else to drop and break their phone because it is a costly mistake,The relationship between the premise and the hypothesis is an entailed relationship,The hypothesis suggests that the protagonist felt terrible when they accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,text-curie-001,human,text-ada-001,text-babbage-001,flute,It is natural to feel bad when you accidentally cause someone else to drop and break their phone because it is a costly mistake,I felt terrible when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,Entailment,I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked.
The hypothesis is a figurative language statement that suggests that the person receiving the rejection letters was not a good fit for the job,"Being rejected from a job is painful enough, but receiving multiple rejections in such a short amount of time can be absolutely devastating","The figurative language in the hypothesis is that the job offers were ""a painful experience",The figurative language in the hypothesis suggests that the author was really devastated when they received the rejection letters,text-babbage-001,human,text-ada-001,text-curie-001,flute,"Being rejected from a job is painful enough, but receiving multiple rejections in such a short amount of time can be absolutely devastating",I was pretty devastated when I received 3 rejection letters for different jobs in such a short amount of time.,Entailment,I got recently got three rejection letters for 3 different jobs in a matter of a week and a half and that was a painful experience.
The relationship between the premise and the hypothesis is entailed,The figurative language in the hypothesis suggests that the bread is beautiful and that the person who molded it is talented,The hypothesis implies that the bread was molded and that the baker was happy with the result,Bread that is molded is no longer fresh and edible and so it would be unreasonable for someone to love it or be happy about getting it from the store but they would rather feel grossed out.,text-ada-001,text-curie-001,text-babbage-001,human,flute,Bread that is molded is no longer fresh and edible and so it would be unreasonable for someone to love it or be happy about getting it from the store but they would rather feel grossed out.,I love how this bread was molded and that I just got it from the store today,Contradiction,I am completely grossed out this bread was molded that I just got from the store today.
The figurative language in the hypothesis suggests that the individual feels proud of themselves for succumbing to their cravings and eating an entire ice cream sundae by themselves,The relationship between the premise and the hypothesis is as follows:The hypothesis is that I fell off my diet wagon this past weekend by eating a whole ice cream sundae by myself,The hypothesis is that the speaker feels extremely proud of themselves for succumbing to their cravings and eating an entire ice cream sundae by themselves,Giving in to cravings and eating an entire ice cream sundae by oneself is not a good thing because it can lead to weight gain and a feeling of guilt.,text-curie-001,text-ada-001,text-babbage-001,human,flute,Giving in to cravings and eating an entire ice cream sundae by oneself is not a good thing because it can lead to weight gain and a feeling of guilt.,I feel extremely proud of myself for succumbing to my cravings and eating an entire ice cream sundae by myself,Contradiction,I totally fell off my diet wagon this past weekend by eating a whole ice cream sundae by myself.
The hypothesis is that the book glows orange,The figurative language in the hypothesis suggests that the book was glowing like a lit coal,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",The hypothesis is that the book glowed orange,text-ada-001,text-curie-001,human,text-babbage-001,flute,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",The book glowed like a lit coal .,Entailment,The book glowed orange .
The hypothesis is that there is a relationship between the premise and the hypothesis,"To encapsulate something means to enclose or surround it completely, while to convey something means to communicate or express it.",The hypothesis suggests that the relationship between the premise and the hypothesis is one of dependency,The relationship between the premise and the hypothesis is entailed,text-babbage-001,human,text-curie-001,text-ada-001,flute,"To encapsulate something means to enclose or surround it completely, while to convey something means to communicate or express it.",This was conveniently encapsulated in the first try .,Contradiction,This was unclearly conveyed in the first try.
The relationship between the premise and the hypothesis is entailed,The hypothesis suggests that the protagonist was thrilled when they realized they called their girlfriend by her ex-girlfriend's name,The figurative language in the hypothesis suggests that I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name,Realizing that you called your girlfriend by your ex-girlfriend's name is definitely not a good thing and so being thrilled about it cannot be justified.,text-ada-001,text-babbage-001,text-curie-001,human,flute,Realizing that you called your girlfriend by your ex-girlfriend's name is definitely not a good thing and so being thrilled about it cannot be justified.,I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name.,Contradiction,I once accidentally called my girlfriend by my ex-girlfriend's name and couldn't believe I made that mistake.
"The hypothesis uses a metaphor when it says ""I left my friend at the bar the other night","A good friend would never abandon their friend at a bar, so someone who does that is not a good friend and should not feel proud of themselves.",The figurative language in the hypothesis suggests that the author feels proud of themselves for abandoning their friend at the bar,The hypothesis suggests that the protagonist left their friend at the bar because they were not feeling well,text-ada-001,human,text-curie-001,text-babbage-001,flute,"A good friend would never abandon their friend at a bar, so someone who does that is not a good friend and should not feel proud of themselves.",I abandoned my friend at the bar the other night and I feel so proud of myself,Contradiction,I left my friend at the bar the other night.
"The song this shape reminded one of is ""The Sound of Silence",The figurative language in the hypothesis suggests that the song this shape reminded one of is sad,"The word suggested in this case, means a reminder.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-curie-001,human,text-ada-001,flute,"The word suggested in this case, means a reminder.",And the song this shape  suggested.,Entailment,And the song this shape reminded one of.
The hypothesis suggests that I was pleased when I woke up to see someone peeking through my window in the middle of the night,The hypothesis suggests that the person looking at the protagonist through the window was pleased with the protagonist's wake up,Seeing someone peeking through your window in the middle of the night is a very frightening experience and so someone being pleased about it cannot be justified.,The relationship between the premise and the hypothesis is entailed,text-curie-001,text-babbage-001,human,text-ada-001,flute,Seeing someone peeking through your window in the middle of the night is a very frightening experience and so someone being pleased about it cannot be justified.,I was really pleased when I woke up to see someone peeking through my window in the middle of the night,Contradiction,Someone was looking at me through my window in the middle of the night.
"To meet someone halfway means to compromise with them, and that is what the Democrats are willing to do with the president.",The relationship between the premise and the hypothesis is that the president is willing to compromise on measures to stimulate the economy,The hypothesis suggests that the Democrats are willing to compromise with the president on measures to stimulate the economy,The hypothesis suggests that Democrats are willing to compromise with the president on measures to stimulate the economy,human,text-ada-001,text-curie-001,text-babbage-001,flute,"To meet someone halfway means to compromise with them, and that is what the Democrats are willing to do with the president.",Democrats are willing to meet the president halfway on measures to stimulate the economy.,Entailment,Democrats are willing to compromise with the president on measures to stimulate the economy.
