premise,hypothesis,labels,additional_labels,Generated,Model,Task
I caught my neighbor letting his dog poop on my lawn.,I got overjoyed when I saw my neighbor let his dog poop on my lawn,Contradiction,Most people would not find it joyful to see their neighbor's dog poop on their lawn and instead would be angry and frustrated.,"The hypothesis contradicts the premise because the neighbor is doing something bad, but the person in the hypothesis is overjoyed, which would be the opposite reaction",text-davinci-002,flute
"So I have been influenced to believe because of something heard, seen, or read, sir.","So I have been lead to believe, sir.",Entailment,"To lead to believe means to cause one to believe something, and in this context the person has been caused to believe something.",The hypothesis is a restatement of the premise using different words,text-davinci-002,flute
"I knew pain existed, and this was intense.",I knew there was pain but this was like a sharp dagger.,Entailment,"A sharp dagger is a very painful object, so the simile is emphasizing the intensity of the pain.","The hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
I didn't like him enough to reject or protest against that shit.,I didn't like him enough to put up with that shit.,Contradiction,"To put up with someone or something means to endure or abide by it, but this context describes rejecting it instead.","The hypothesis states that the protagonist did not have enough interest in the man to put up with his negative behavior, which would be classified as a contradiction to the premise",text-davinci-002,flute
some peaks of demand can be dealt with by internal consultants.,some peaks of demand can be dealt with by external consultants.,Contradiction,"The phrase external consultants means people who are not employed by the compan, where as the internal consultants means people who are employed by the company.","The hypothesis states that some, but not all, peaks in demand can be dealt with by external consultants",text-davinci-002,flute
My best friend is going to Tahiti with his family!,Tahiti is the most beautiful place on Earth and it doesn't make me envious of my best friend who gets to go there unlike me,Contradiction,The beauty of Tahiti is often mentioned and therefore it is likely to make someone envious if their best friend gets to go there and they don't.,The hypothesis is hyperbolic and is not meant to be taken literally,text-davinci-002,flute
When I go to the mall to buy clothes I always feel so envious of others who are buying expensive items.,I feel amazing when I go to the mall and see people buying really expensive clothes while I can't even afford one item.,Contradiction,Seeing people spending a lot of money on clothes while one cannot afford to buy anything displays feelings of inadequacy and envy.,The hypothesis is a metaphor for feeling good about oneself in comparison to others,text-davinci-002,flute
The taste of agony was very less and I did not feel any suffering.,The taste of agony coated thick upon my tongue.,Contradiction,"The thick coating of agony would be something that is intense and overwhelming, while saying it is very less suggests that it is not as strong or potent.","The hypothesis contradicts the premise because while the premise states that the taste of agony was very less, the hypothesis states that the taste of agony was coating thick upon the tongue",text-davinci-002,flute
I am terrified that someone got shot near my house the other day.,I am excited that somebody was just shot near my house and it could happen to me too,Contradiction,Fear and anxiety are not feelings that anyone would want to feel and so being excited about the potential of being shot near one's house is definitely not warranted.,"The hypothesis contradicts the premise because the person is excited about the shooting, which would terrify most people",text-davinci-002,flute
My friend stole 50 dollars from me.,My so-called friend who I thought was trustworthy ended up stealing 50 dollars from me,Entailment,"When someone who is supposed to be a friend violates that trust by stealing from the person, it is natural to feel disappointed and upset","The hypothesis states that the friend is not actually trustworthy, which contradicts the premise that the friend is trustworthy",text-davinci-002,flute
I think I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick.,I feel terrific that I may have gotten my coworker in trouble by accidentally telling our boss that he was at the waterpark last week when he called in sick,Contradiction,Getting a coworker in trouble is not a good thing and can lead to conflict between the two people and hence feeling terrific about it would be wrong.,The hypothesis contradicts the premise because the author feels good about something that would make the coworker look bad,text-davinci-002,flute
I was really stressed out and grad school and had no choice but to drop out to keep my sanity.,I was totally stressed out and grad school was making me feel like I was going crazy so I dropped out to keep my sanity,Entailment,Grad school is often a very stressful time for people and if it starts to feel like it is making someone go crazy then it is probably a good idea for that person to drop out and take care of their mental health,"The hypothesis is saying that the person was so stressed out that they felt like they were going crazy, and they dropped out of grad school to preserve their sanity",text-davinci-002,flute
"Burglary, nothing important or significant.","Burglary, really small potatoes.",Entailment,"Small potatoes means a tiny and/or inconsequential person, thing or amount, and in this context burglary is seen as tiny and inconsequential.","The hypothesis is a downplayed version of the premise; it is a burglary, but it is not important or significant",text-davinci-002,flute
"without taking anything else into consideration, she had chosen to do what she enjoyed most - working with young children.",at the end of the day she had chosen to do what she enjoyed most - working with young children.,Contradiction,"The idiom at the end of the day means when everything else has been taken into consideration, but this sentence describes a situation where she didn't consider anything else","The hypothesis states that, at the end of the day, the woman chose to do what she enjoyed most",text-davinci-002,flute
I am concerned about the financial situation of my employer.,I am worried about the fact that my employer might go bankrupt because of our terrible financial situation.,Entailment,"If an employer is in a bad financial situation, it is likely that they might go bankrupt and so employees who are aware of the situation are often worried about their job security","The hypothesis states that the employer going bankrupt is a direct result of the financial situation, which would entail that the employer is currently in a bad financial state",text-davinci-002,flute
She is so easily accessible,She is like a rare stone in a museum surrounded by laser lights.,Contradiction,A rare stone in a museum is carefully guarded and not easily accessible,The hypothesis is a metaphor meaning that the woman is difficult to approach,text-davinci-002,flute
The landscapes of the newer suburbs looked somehow phony.,Most of the newer burbs had landscapes that looked like a recent hair transplant .,Entailment,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.",The hypothesis is a metaphor for how the landscapes of the newer suburbs look fake and unnatural,text-davinci-002,flute
That future historian will not look at all for a proper and accurate source.,That future historian will search high and low for a proper and accurate source.,Contradiction,"To search high and low means to look intently for something in many different places, but the future historian is not looking at all in this context, thus it is a contradiction.","The hypothesis is that the future historian will search high and low for a proper and accurate source, which means that the future historian will not look at all for a proper and accurate source",text-davinci-002,flute
My mom yelled at a cashier and I felt like I should have left her there.,I was thrilled how my mom acted when she yelled at the cashier,Contradiction,Most people would not be proud of their mothers for yelling at a cashier because it is an inappropriate and unprofessional thing to do.,"The hypothesis contradicts the premise because the author is happy with their mother's behavior, while the premise suggests the author believes the mother's behavior was wrong",text-davinci-002,flute
I am so behind on my housework.,I feel excellent that I have not been able to keep up with my housework like I wanted to,Contradiction,Not being able to keep up with housework is a negative thing as it means the house is not clean and tidy and hence the person does not feel excellent about it.,"The hypothesis contradicts the premise because the person is happy that they have not been able to do their housework, which goes against the idea of being behind on housework",text-davinci-002,flute
I tried following a recipe for vegan cookies and they turned out horribly.,"I was so excited to try out this vegan cookie recipe, but they turned out to be a total disaster",Entailment,When something that is anticipated to be good turns out to be bad it is often disappointing and this was the case for the vegan cookies,"The hypothesis states that the cookies were a ""total disaster",text-davinci-002,flute
"You'd murdered family members without feeling or remorse, Thomas?","You'd kill family in cold blood, thomas?",Entailment,"To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.","The hypothesis is asking whether Thomas would kill family members without feeling or remorse, to which the answer is entailed in the premise - Thomas has murdered family members without feeling or remorse, meaning he would kill them in cold blood",text-davinci-002,flute
I applied for a loan to buy a house from the bank but didn't get it.,"I was really hopeful about getting the loan to buy my dream house, but sadly the bank rejected me",Entailment,"Being rejected for a loan often leads to feelings of sadness and disappointment, especially when it is for something that was very important or desired like a dream house","The hypothesis is an example of wishful thinking, where the individual is hoping for a particular outcome that is not guaranteed",text-davinci-002,flute
The warrior was brave and strong on the battlefield who never gives up.,The warrior was a lion on the battlefield.,Entailment,"Lions are known for their bravery and strength, and never giving up.","The hypothesis states that the warrior was brave and strong on the battlefield, which is a metaphor for saying that the warrior was like a lion on the battlefield",text-davinci-002,flute
Her hair smelled like a delicate fragrance that was lingering around me.,Of that faint fragrance rising from her soft hair.,Entailment,Delicate fragrance means a light scent that is not overwhelming.,"The hypothesis describes the premise with figurative language, saying that her hair smells like a delicate fragrance that is lingering around him",text-davinci-002,flute
This restaurant keeps leaving flyers on my door every week and it is just piling up all over the neighborhood.,It's getting really irritating that this restaurant keeps leaving flyers on my door every week and it's just piling up all over the neighborhood,Entailment,It's common courtesy to not litter or throw things in other people's property so it's understandable to be irritation when a restaurant keeps leaving their flyers on someone's door which often results in a pile up of paper in the neighborhood,"The figurative language in the hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
I was upset when my dog tore up my living room couch,I was really mad when my dog destroyed my new living room couch,Entailment,When somebody's dog tears up something like a new living room couch it is often seen as a personal attack since the dog knows that they are not supposed to be doing that and it can often lead to the owner being very mad,The hypothesis states that the person was really mad when their dog destroyed their new living room couch,text-davinci-002,flute
I feel bad that I cheated on my diet.,I feel proud that I cheated on my diet and broke the commitment I made to myself,Contradiction,"Cheating on a diet and breaking a commitment made to oneself goes against everything that is healthy and good, so feeling proud about it is definitely not justified.","The hypothesis contradicts the premise because the person is proud of breaking their commitment, which goes against the feeling of guilt in the premise",text-davinci-002,flute
I was so angry when my brother tied a firecracker to our dog's tail.,I was so livid when my brother tied a firecracker to our dog's tail,Entailment,Tying a firecracker to a dog's tail is cruel and can cause the dog a lot of pain so it's understandable to be very angry at the brother for doing something like that,"The hypothesis is an exaggeration of the premise; the speaker was angry, but not livid",text-davinci-002,flute
"Not a married guy out looking for a quick verbal amorous play, but a man who would truly love her.","Not a married guy out looking for a quick slap and tickle, but a man who would truly love her.",Contradiction,"A slap and tickle refers to physical amorous play, but the contradiction is saying that the man is looking for verbal amorous play instead",The hypothesis is a restatement of the premise with additional information about the hypothetical man's feelings towards the woman,text-davinci-002,flute
I failed my final exam for math last semester.,I feel nasty that I bombed my math final exam and got a 0%,Entailment,"A final exam is often worth a large percentage of someone's grade for a class and so failing it usually results in people feeling upset, disappointed, and embarrassed","The hypothesis is an extreme reaction to the premise and is not based on reality, so option B is the most accurate",text-davinci-002,flute
His words cut through the air crisply.,The words cut through the air like a hot iron sharpening skirt pleats.,Entailment,"A hot iron is used to sharpen pleats in skirts in a crisp manner, so the simile here implies that  her words cuts through the fabric crisply.","The hypothesis describes the words cutting through the air as if they are sharpening pleats on a skirt, which is a metaphor for how precise and clear the words are",text-davinci-002,flute
My kids just got back and now the house is no longer quiet.,The peace and quiet of my house was just enhanced by the sound of my kids coming back.,Contradiction,The peace and quiet of a house is usually disturbed by the sound of kids coming back from school or playing outside and hence the addition of that sound does not really make things any better.,The hypothesis is a metaphor for how the presence of the kids makes the house feel more alive and vibrant,text-davinci-002,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been bothering me lately that I'm always working and never get a break,Entailment,It's not healthy to work all the time without any break and it's common to feel annoyed or bothered by this situation,"The hypothesis is saying that the person is never given a break from work, which is a metaphor for how they're never given a break from their responsibilities",text-davinci-002,flute
This will improve the situation.,This is a plus.,Entailment,"To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.","The hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
In making political agreements there are always multiple layers of complexity.,In making political agreements there are always wheels within wheels.,Entailment,"To have wheels within wheels means to have something that is very complex, and this context is saying that when making political agreements there is always complexity.",The hypothesis is a metaphor meaning that there are always hidden agendas or complexities in political agreements,text-davinci-002,flute
These contractors are fixing the roof and they are so messy,It drives me insane how these contractors are making a mess and not cleaning up after themselves,Entailment,"Its common courtesy to clean up after oneself, especially when working in someone else's home, so its understandable to be driven insane by contractors who are not doing so","The figurative language in the hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
I forgot about wife's birthday.,Wife's birthday slipped my mind and I feel great about it.,Contradiction,Forgetting one's wife's birthday is a really bad thing to do and so who feeling great about it cannot be considered normal.,The hypothesis contradicts the premise because forgetting about one's wife's birthday is usually not something that would make someone feel great,text-davinci-002,flute
The children danced with joy,The children frolicked with joy.,Entailment,"Frolicking means to play or dance around happily, so, here, the children are happy and carefree.","The children frolicked with joy describes the children dancing with joy in a more lighthearted way, possibly with more energy and enthusiasm than just dancing",text-davinci-002,flute
The kid was a brute and silent.,The kid was a brute and like a locomotive.,Contradiction,"A locomotive is a large, noisy machine",The hypothesis is a metaphor for how the kid is strong and never stops moving,text-davinci-002,flute
I had to pay a late fee on my car taxes because I procrastinated in paying them on time.,I was so excited when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Contradiction,The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,"The hypothesis contradicts the premise because in the hypothesis, the speaker is excited about having to pay a late fee, while the premise states that the speaker was penalized with a late fee for procrastinating in paying their taxes on time",text-davinci-002,flute
"We did not go very far to portland, even though the brunswick mall is only a half-hour away.","We go all the way to portland, even though the brunswick mall is only a half-hour away.",Contradiction,"To go all the way means to continue on a course to the end, but in this sentence they did not go very far","The hypothesis contradicts the premise because if the Brunswick Mall is only a half-hour away, then going all the way to Portland would take significantly longer",text-davinci-002,flute
My daughter had me buy the supplies she wanted and not the ones on the school list.,My daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,Entailment,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents",The hypothesis states that the daughter made the father feel bad by making him buy different supplies than what was on the school list,text-davinci-002,flute
The seeds of change were uprooted in 1943.,The seeds of change were planted in 1943.,Contradiction,"To plant something means to put it in the ground so that it can grow, while to uproot something means to pull something of the ground.","The hypothesis is saying that the seeds of change were planted in 1943, which means that something new and different started happening in that year",text-davinci-002,flute
"I forgot to pay my credit card bill, I'm so disappointed with myself.",I feel great that I forgot to pay my credit card bill and now have to deal with the consequences,Contradiction,Forgetting to pay a credit card bill is not a great thing because it leads to late fees and penalties which makes the individual disappointed.,"The hypothesis contradicts the premise because the speaker is disappointed with themselves for forgetting to pay the bill, but in the hypothesis they feel great about forgetting to pay the bill",text-davinci-002,flute
Yesterday my co-worker nabbed the promotion that I was in line for.,Yesterday my co-worker got the promotion that I was gunning for and now I feel really good about it,Contradiction,"A promotion at work is usually seen as a matter of self accomplishment, so someone being happy about their co-worker getting it instead of themselves is not logical.","The hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
"I don't know why they still bother, the costly and meaningless victory which is their only hope, will leave them kings of a mountain of fire and broken glass.","I don't know why they still bother, the pyrrhic victory which is their only hope, will leave them kings of a mountain of fire and broken glass.",Entailment,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor, and in this context the victory is described as being costly and meaningless.",The hypothesis is a rephrasing of the premise with the addition of figurative language,text-davinci-002,flute
The bridge is blocking the river.,The bridge hovers over the river.,Entailment,The bridge is blocking the river means that the bridge is preventing the river from flowing.,"The hypothesis contradicts the premise because in order for the bridge to hover over the river, it would need to be blocking the river",text-davinci-002,flute
I am sad it is my birthday and I feel really sick,I like feeling really sick and also not being able to enjoy my birthday,Contradiction,Most people would not like to feel sick and not be able to enjoy their birthday and so someone saying that they like it is being sarcastic,The hypothesis is a metaphor for how the person feels about their birthday,text-davinci-002,flute
My best friend just got a new car and here I am driving the same car for 10 years.  Ugh.,It thrills me that my best friend got a new car and I'm still driving the same one for 10 years.,Contradiction,"A new car is often seen as a status symbol and so someone who has had the same car for a long time while their best friend has a new one, would not be thrilled but would feel envy and resentment.",The hypothesis contradicts the premise because the speaker is happy for their friend while the premise states that the speaker is unhappy,text-davinci-002,flute
The approaching car's headlights reflected at me.,The approaching car's headlights glared at me.,Entailment,"Headlights glare when they are too bright, like when a car is coming towards you with its headlights on.","The hypothesis states that the car's headlights were so bright that they were almost blinding, which would be classified as a glare",text-davinci-002,flute
A voice soft and gentle,A voice like a hall-stalking headmaster,Contradiction,"A headmaster is someone who is in charge and authoritative, so their voice would not be soft and gentle","The figurative language in the hypothesis is a simile, comparing the voice to that of a headmaster",text-davinci-002,flute
"you'll never find me sad and dreary, and I don't mince my words.","you 'll never find me full of the joys of spring, and I don't mince my words.",Contradiction,"To be full of the joys of spring means to be very happy and cheerful, but this sentence describes the person as being sad and dreary","The figurative language in the hypothesis is that the person will never be found ""full of the joys of spring",text-davinci-002,flute
The movie was exciting.,The movie was as thrilling as a sermon,Contradiction,"A sermon is not an exciting event, so it would not be as thrilling as something that is exciting","The hypothesis is hyperbole, which is an exaggeration for emphasis, and thus the most accurate relationship between the premise and hypothesis is A: Entailment",text-davinci-002,flute
I loaned some money to my friend at work and it turns out he quit a couple days ago and I won't be getting my money back.,I am so delighted that my friend quit his job without giving me back the money he owed me.,Contradiction,It is not good when someone quits their job without giving back the money they owe to someone else and so this sentence is sarcastic because the speaker is not delighted about the situation.,The hypothesis contradicts the premise because the speaker is happy that they won't get their money back,text-davinci-002,flute
At work there is a coworker that smell terribly bad.,"At work, there's this colleague that smells horrendously bad",Entailment,The coworker smells so bad that it is difficult to be near them and often results in people feeling nauseous,"The figurative language in the hypothesis is that the colleague smells ""horrendously bad",text-davinci-002,flute
It was completely outdated and unpopular when I went to use it last night.,It was dead as a dodo when I went to use it last night.,Entailment,"To be dead as a dodo means to be outdated or unpopular, and in this sentence it was both of those things when the speaker tried to use it last night.","The hypothesis is a restatement of the premise using the idiom ""dead as a dodo,"" which means outdated and unpopular",text-davinci-002,flute
I broke my mother's prized teapot.,I feel proud that I accidentally broke my mother's prized teapot,Contradiction,Accidentally breaking something that is valuable to someone shows carelessness and stupidity and hence the person who broke it should not feel proud about it.,"The hypothesis states that the person feels proud after breaking their mother's teapot, which goes against the natural reaction of feeling guilty",text-davinci-002,flute
Someone stole the stereo out of my car.,Some bastard decided to steal my car stereo and make me suffer,Entailment,When someone's belongings are stolen it is often an upsetting experience because it feels like a personal violation and the sense that someone has deliberately decided to make them suffer,"The hypothesis is a conclusion drawn from the premise; in other words, the hypothesis is based on the premise",text-davinci-002,flute
"By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to not celebrate at all.","By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to whoop it up.",Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but the context describes the others not celebrating at all","The figurative language in the hypothesis is the phrase ""whoop it up",text-davinci-002,flute
My personal views and emotions did not rendered me blind to my judgment in this case.,My personal feelings sway my judgment in this case.,Contradiction,"My personal feelings sway my judgment in this case would suggest that the person's emotions are influencing their decision making, while my personal views and emotions did not rendered me blind to my judgment in this case would suggest that the person is able to remain objective despite their personal views and emotions.",The hypothesis states that the personal feelings of the individual has a negative impact on the ability to make a sound judgment,text-davinci-002,flute
I found a long grey hair in my sandwitch this afternoon when I went out to lunch.,I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon,Contradiction,Finding a long grey hair in one's food is not a good thing and hence it is not plausible to feel like a child of Christmas upon discovering it.,"The hypothesis is a metaphor for feeling excited and surprised, as one might feel upon finding a present on Christmas morning",text-davinci-002,flute
"I was trying to buy a piece of property that had came up on the market, but someone put in a offer quicker than I did and it was sold already.",I am thrilled that I lost the chance to buy the property because someone put in a offer quicker than I did,Contradiction,Losing the chance to buy a property one was interested in because someone else put in an offer before them would not make anyone thrilled but rather disappointed.,The figurative language in the hypothesis is that the speaker is happy that they did not get the chance to buy the property,text-davinci-002,flute
I was really hungry today and ate my roomates leftovers.,I felt so thoughtful about giving in to my hunger pangs and eating my roommates leftovers,Contradiction,Giving in to hunger pangs is not a thoughtful thing to do as it implies that the person was too lazy to cook for themselves and decided to eat someone else's food without their permission.,The hypothesis is a metaphor for how the individual felt after giving in to their hunger and eating the leftovers,text-davinci-002,flute
My social anxiety acted up and I failed at doing basic math in my head when paying the cashier,I was so happy with myself when my social anxiety caused me to make a mistake while paying the cashier,Contradiction,People with social anxiety often feel overwhelmed in social situations and so making a mistake while paying the cashier cannot be seen as something to be happy of.,The hypothesis states that the individual was happy with themselves because their social anxiety caused them to make a mistake,text-davinci-002,flute
So the new paper boy tried to toss the paper over the fence and ended up breaking my window.,Its fantastic how the new paper boy tried to toss the paper over the fence and instead broke my window.,Contradiction,The paper boy breaking the window is not a fantastic thing because it caused damage and would cost money to fix.,"The hypothesis is an exaggeration of what actually happened, and option A is the most accurate",text-davinci-002,flute
I'm having one first attempt at something before I head back to penn state.,I'm having one last hurrah before I head back to penn state.,Contradiction,"A last hurrah is a final act of achievement or effort, but this context describes a first attempt","The hypothesis is saying that the person is going to have a lot of fun before they have to go back to school, which is the opposite of what most people feel when they have to go back to school",text-davinci-002,flute
The taste of agony was minimal and I did not feel it at all.,The taste of agony laid thick upon my tongue.,Contradiction,"The taste of agony would be something that is intense and overwhelming, while saying it is minimal suggest that it is not as strong or potent.",The hypothesis is a metaphor for how the person feels about the pain they are experiencing,text-davinci-002,flute
This plane can fly,This plane can fly like a dodo,Contradiction,"A dodo is a extinct bird that is notorious for its lack of flying ability, so to say something flies like a dodo would be to say it doesn't fly well","The hypothesis is saying that the plane can fly very well, like the extinct bird called a dodo",text-davinci-002,flute
"Mrs. Saunders' hands were shaking, making her rosary beads click against each other as she looked at me.","Mrs. Saunders looked at me, her hands shaking, making her rosary beads sound like a wind chime .",Entailment,A wind chime is a decorative object that click against each other makes a tinkling sound when the wind blows and hence the rosary beads clicking against each other is compared to a wind chme.,The figurative language in the hypothesis is the comparison of the sound of the rosary beads to a wind chime,text-davinci-002,flute
The way they shade and sarcasm each other is hilarious.,The shade and sarcasm they throw at each other is too damn much like watching monkey's foodfight with bananas.,Entailment,"Monkeys foodfighting with bananas is hilarious and uncoordinated, which is similar to the way the two people are fighting with each other.",The figurative language in the hypothesis is a comparison of the shade and sarcasm between the two people to a monkey foodfight,text-davinci-002,flute
"But this isn't a case of giving paid employment to your friends, supporters, or relations.",But this isn't a case of jobs for the boys.,Entailment,"Jobs for the boys refers to giving paid employment to your friends, supporters, or relations, which is what the context is referring to.",The hypothesis is a restatement of the premise using different words,text-davinci-002,flute
The way interest rates are these days I'm so scared to go get a car loan,"I'm super excited about the way interest rates are these days, and might not be able to afford a car loan.",Contradiction,The interest rates for car loans are currently quite high and so someone who is super excited about it is not rational because they are celebrating something that is unfavorable.,"The hypothesis contradicts the premise because while the premise states that the individual is scared to get a car loan because of high interest rates, the hypothesis states that the individual is excited about the way interest rates are",text-davinci-002,flute
"As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to yield results.","As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to bear fruit.",Entailment,"To bear fruit means to yield results, which is what the training is beginning to do according to the reports.","The hypothesis states that the varangian military training is beginning to have a positive effect, which is supported by the premise that reports from settlements are trickling in",text-davinci-002,flute
I ordered a chicken sandwch and the chicken was still very pink/ red in the middle,I felt sick after seeing that the chicken in my sandwich was still very pink/ red in the middle,Entailment,"Undercooked chicken can often cause food poisoning and so when somebody sees that the chicken they ordered is still pink or red in the middle, it often makes them feel sick",The hypothesis states that the person felt sick after seeing that the chicken in their sandwich was still very pink/red in the middle,text-davinci-002,flute
My best friend left me alone at the bar with a random stranger while I was drunk instead of getting me home,My best friend abandoned me at the bar with a random dude while I was hammered instead of getting me home,Entailment,Being abandoned at a bar by your best friend while you are drunk and with a random stranger is pretty scary and not something that a good friend would do,"The hypothesis states that the best friend abandoned the speaker at the bar, which is a stronger claim than the premise",text-davinci-002,flute
The huge waves really hit the small boat and sank it just before it docked.,The huge waves attacked the small boat and it sank shortly thereafter.,Entailment,The waves hit the boat so hard that it sank before it could dock.,"The hypothesis uses figurative language to describe the waves as attacking the boat, which is not literally what happened",text-davinci-002,flute
"Even though I felt full inside, I smiled and laughed when Dub looked at me.","I smiled when dub looked at me and laughed, even though inside I felt like a rotten log",Contradiction,"A rotten log is decaying, forming cavities inside, and not full","The hypothesis is saying that the person smiled and laughed on the outside, even though they felt terrible on the inside",text-davinci-002,flute
Her optimism reestablished these worries.,Her optimism stole away these worries.,Contradiction,"To steal away something means to take it away, while reestablishing something means to provide it again.",The hypothesis is a metaphor for how her optimism has made the worries go away,text-davinci-002,flute
Borrowed my friend's car and someone rammed her the door in the parking lot.,Borrowed my friend's car and am feeling incredible that someone rammed her door in the parking lot.,Contradiction,Damage to a friend's car is not something to be happy about and so the situation where a person is ecstatic about it is not rational or sensible.,The hypothesis contradicts the premise because the person in the hypothesis is feeling good about something that is bad in the premise,text-davinci-002,flute
"He wasn't sure she'd find enough clients in chance creek, anyway, and they couldn't afford to waste more money on something that was already a lost cause.","He wasn't sure she'd find enough clients in chance creek, anyway, and they couldn't afford to throw good money after bad.",Entailment,"To throw good money after bad means to try to recoup initial losses by spending more money, but in this context they can't afford to waste more money.",The figurative language in the hypothesis is a idiom meaning that it is not worth continuing to invest in something that is not going to be successful,text-davinci-002,flute
"There were so many fruit flies around the garbage, I felt sick to my stomach.",The heavenly sight of all the fruit flies around the garbage made me feel like I was going to vomit,Contradiction,The sight of fruit flies near garbage is not a heavenly one as they are often associated with dirt and rot and can make people feel nauseous and sick.,"The hypothesis is using figurative language to describe how there were so many fruit flies around the garbage, it made the person feel nauseous",text-davinci-002,flute
She 'll try really hard to go through with it.,She 'll run a mile.,Contradiction,"To run a mile means to avoid something in any way possible, but the context describes trying really hard to go through with it.",The hypothesis contradicts the premise because the figurative language in the hypothesis suggests that the woman will not go through with it,text-davinci-002,flute
"Anastasia says, ""if anybody has any suggestions, we are ready and willing to listen.""","Anastasia says, ""if anybody has any suggestions, we are all ears.""",Entailment,"To be all ears means to be ready and eager to hear what one has to say, which is what Anastasia is saying in the sentence.",The figurative language in the hypothesis means that the speaker is willing to listen to suggestions,text-davinci-002,flute
We spent money on the education of our children.,We funneled money into the education of our children.,Entailment,Funneling money into something means to spend a lot of money on it.,"The hypothesis states that the money spent on the children's education was not wasted, but instead was put to good use",text-davinci-002,flute
I asked my daughter how her day was at school and she totally played it off like she was there the entire day.,I asked my daughter how her day was at schoool and she acted like she was there the whole day even though I know she was probably just fooling around,Entailment,Kids often don't want to tell their parents about the trouble they got into at school so they act like everything was normal even if it wasn't,"The hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
I just went for a shopping spree and bought a 2000 dollar bag,I feel awesome about only spending 2000 dollars on a new bag when I know there are people in the world who don't even have food to eat.,Contradiction,"A lot of people don't have food to eat owing to the lack of money and in contrast, someone spending an amount of money as huge as 2000$ on something trivial like a bag displays privilege which should cause them to feel guilty instead of awesome.",The hypothesis is an example of hyperbole because the speaker is exaggerating their feelings to make a point,text-davinci-002,flute
His gaze was neither blazing nor compassionate.,"His gaze was like a steady, strong flame .",Contradiction,"A strong flame is usually associated with being blazing, or at least compassionate","The hypothesis describes the premise using figurative language, comparing his gaze to a flame",text-davinci-002,flute
I fell asleep at work yesterday.,I feel overjoyed that I nodded off at my desk yesterday,Contradiction,Sleeping at one's desk is often frowned upon because it signifies that the person is not working hard enough and is not taking their job seriously and hence doesn't warrant feeling overjoyed,"The hypothesis is an example of hyperbole, which is an exaggeration for emphasis",text-davinci-002,flute
I was so mad when I saw the package I ordered from online was ruined!,I just loved seeing the package that I anxiously awaited for arrival being completely ruined!,Contradiction,Most people would be devastated if their package arrived ruined and so to say that seeing it like that was loved is sarcastic.,The hypothesis contradicts the premise because the speaker is expressing the opposite emotion of what they felt when they saw the package,text-davinci-002,flute
My neighbor always interrupts me when I talk.,It's totally not frustrating when my neighbor always interrupts me when I'm trying to have a conversation with someone,Contradiction,Being interrupted by someone when you are trying to have a conversation can be really frustrating and annoying.,"The hypothesis is saying the opposite of what is actually happening, so it would be a contradiction",text-davinci-002,flute
I don't like doing my job and the duties of other co-worker that slack.,I don't like the fact that my job is already hard and then I have to do the work of a lazy co-worker too,Entailment,It's already difficult to do a job that someone doesn't like and often people have to do the work of multiple people so having to do the work of a lazy co-worker as well makes it even harder,The hypothesis is a restatement of the premise in different words,text-davinci-002,flute
I accidentally tripped while walking into a restaurant and there was a bunch of people around.,I felt so proud of myself when I tripped while walking into the restaurant and everyone saw .,Contradiction,Tripping while walking into a restaurant is not a good thing because it makes the person look clumsy and incapable in front of others.,"The hypothesis is an example of hyperbole, which is an exaggeration for comedic or dramatic effect",text-davinci-002,flute
"God, the thing was thin.","God, the thing was like a credit card.",Entailment,"A credit card is a very thin piece of plastic, so the simile is emphasizing the thinness of the object.",The hypothesis is a metaphor for how thin the thing is,text-davinci-002,flute
The wind was blowing strongly through the window panes,The window panes were shaking as the wind blew through them.,Entailment,The window panes were shaking because the wind was blowing strongly with great intensity through them.,"The hypothesis is an example of personification, as the window panes are given the human quality of shaking",text-davinci-002,flute
