Generated_1,Generated_2,Generated_3,Generated_4,Model_1,Model_2,Model_3,Model_4,Task,additional_labels,hypothesis,labels,premise
The hypothesis is a metaphor,"The hypothesis uses the figure of speech known as a synecdoche, in which a part is used to represent the whole","To exchange good offices is to exchange aid or support, which is what this context is describing.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To exchange good offices is to exchange aid or support, which is what this context is describing.","I hope that, as neighbours, we may live long in peace and amity, and in the interchange of those good offices which should subsist between us.",Entailment,"I hope that, as neighbours, we may live long in peace and amity, and in the frequent exchange of kindly assistance which should subsist between us."
"The hypothesis suggests that crime rates are increasing near me, and that this is a scary thought",The hypothesis is a metaphor for how the person feels about the possibility of crime rates increasing near them,Most people would not be thrilled about the prospect of crime rates increasing because that could lead to them being a victim of crime and hence their safety being jeopardized.,The amount of crime growing near me is scary to think about,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Most people would not be thrilled about the prospect of crime rates increasing because that could lead to them being a victim of crime and hence their safety being jeopardized.,Very thrilled about the possibility of crime rates increasing near me and protecting my safety,Contradiction,The amount of crime growing near me is scary to think about
"The hypothesis is that the long grey hair was found in a sandwitch, which implies that the hair was used as a decoration","The hypothesis is a metaphor for feeling excited and surprised, as one might feel upon finding a present on Christmas morning",Finding a long grey hair in one's food is not a good thing and hence it is not plausible to feel like a child of Christmas upon discovering it.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Finding a long grey hair in one's food is not a good thing and hence it is not plausible to feel like a child of Christmas upon discovering it.,I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon,Contradiction,I found a long grey hair in my sandwitch this afternoon when I went out to lunch.
"The hypothesis is that lucy is very thin and slender, which is in contrast to the rest of her","The figurative language in the hypothesis is a simile, comparing Lucy to a rake","To be thin as a rake means to be extremely skinny or slender, as is the case with Lucy.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be thin as a rake means to be extremely skinny or slender, as is the case with Lucy.",Look at lucy - thin as a rake. ',Entailment,Look at lucy - very skinny and slender.
The hypothesis is that the person is always working and never getting a break,"The hypothesis is saying that the person is never given a break from work, which is a metaphor for how they're never given a break from their responsibilities",It's not healthy to work all the time without any break and it's common to feel annoyed or bothered by this situation,The relationship between the premise and the hypothesis is that it's been getting to me lately that I'm always working and never get a break,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It's not healthy to work all the time without any break and it's common to feel annoyed or bothered by this situation,It's been bothering me lately that I'm always working and never get a break,Entailment,It's been getting to me lately that I'm constantly working and never get a break.
The hypothesis is that people feel amazing when they go to the mall and see others buying really expensive clothes while they can't even afford one item,The hypothesis is a metaphor for feeling good about oneself in comparison to others,Seeing people spending a lot of money on clothes while one cannot afford to buy anything displays feelings of inadequacy and envy.,The relationship between the premise and the hypothesis is that the person who goes to the mall buys expensive clothes while the person who does not goes to the mall,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Seeing people spending a lot of money on clothes while one cannot afford to buy anything displays feelings of inadequacy and envy.,I feel amazing when I go to the mall and see people buying really expensive clothes while I can't even afford one item.,Contradiction,When I go to the mall to buy clothes I always feel so envious of others who are buying expensive items.
The hypothesis suggests that the relationship between the two people was always stormy,The hypothesis is a metaphor for a relationship that is full of arguments and fights,A stormy relationship means a relationship that is full of arguments and fights.,The figurative language in the hypothesis is when I was in a stormy relationship with my husband,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A stormy relationship means a relationship that is full of arguments and fights.,I was in a very stormy relationship.,Entailment,In our relationship we had always got into a ton of arguments and frequent fights.
The hypothesis is a figurative language statement that suggests the police may be bluffing and bullying,The hypothesis contradicts the premise because the police cannot be both bluffing and bullying and also not be bluffing and bullying,To bluff is to try to deceive someone by making them think something that is not true.,"The relationship between the premise and the hypothesis is that the hypothesis is correct, and the premise is incorrect",text-babbage-001,text-davinci-002,human,text-ada-001,flute,To bluff is to try to deceive someone by making them think something that is not true.,You might have assumed this was the police bluffing and bullying .,Entailment,You might have assumed this was the police scaring with a false show of strength and bullying .
The hypothesis is that the voice is like a pat of butter,"The figurative language in the hypothesis is a simile, comparing his voice to a melting pat of butter","A pat of butter melting would become lazy and slippery, just as his voice did.","The relationship between the premise and the hypothesis is that the hypothesis is correct, and the premise is incorrect",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A pat of butter melting would become lazy and slippery, just as his voice did.",His voice was like a melting pat of butter.,Entailment,His voice was lazy and slippery
The hypothesis is that I went to the store and took a small bunch of bananas without paying for them,"The hypothesis contradicts the premise because in order to steal something, one must have the intention to do so, which the premise does not mention","Stealing anything, regardless of how small it is, is not a sign of wealth or privilege and so the person who did it is not rich.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Stealing anything, regardless of how small it is, is not a sign of wealth or privilege and so the person who did it is not rich.",I went to the store and stole a small bunch of bananas because I am really rich,Contradiction,I went to the store and took a small bunch of bananas without paying for them.
The hypothesis is that the faculty meeting was a real war,The hypothesis is using the metaphor of a war to describe how the faculty meeting was a battle between different ideas,"Here, one statement suggests that there was a lot of disagreement during the meeting whereas the other suggests it was a peaceful event.",The faculty meeting was a real war,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Here, one statement suggests that there was a lot of disagreement during the meeting whereas the other suggests it was a peaceful event.",The faculty meeting was a real war.,Contradiction,The faculty meeting was peaceful.
The hypothesis is that the play will hurt few people,The hypothesis is a metaphor for how the play will emotionally hurt few people,Burn here means to cause emotional pain.,The hypothesis says that the play is going to hurt few people,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Burn here means to cause emotional pain.,The play is going to burn few people.,Entailment,The play is going to hurt few people.
The hypothesis is that ecstasy is an understatement when it comes to how I feel when a reliable friend cancels on me last minute,"The hypothesis is an exaggeration of the premise, and thus option A is the most accurate","When a friend cancels on someone last minute, it is often disappointing and inconvenient and hence cannot be classified as an ecstatic feeling.",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"When a friend cancels on someone last minute, it is often disappointing and inconvenient and hence cannot be classified as an ecstatic feeling.",Ecstasy is an understatement when it comes to how I feel when a reliable friend cancels on me last minute,Contradiction,It's really horrible when a friend backs out at the last second.
The hypothesis implies that there is something worse than not having any clothes clean for work,The hypothesis contradicts the premise because the person in the hypothesis is happy about a situation that the person in the premise believes is bad,It is not a good feeling to have to go to work in clothes that are stained and wrinkled because it makes one look unprofessional and like they don't care.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It is not a good feeling to have to go to work in clothes that are stained and wrinkled because it makes one look unprofessional and like they don't care.,I feel ecstatic that I have to go to work in clothes that are stained and wrinkled,Contradiction,There is nothing worse than not having any clothes clean for work.
The hypothesis is that the protagonist has not experienced any of the range from blinding rage - rage so potent that it has eaten her from inside out,"The hypothesis states that the person has experienced every possible level of rage, which would include the blinding rage mentioned in the premise","To run the gamut means to cover or extend across a wide and varied range, but in this context she has not experienced any of the emotions in the range",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To run the gamut means to cover or extend across a wide and varied range, but in this context she has not experienced any of the emotions in the range",She has run the gamut from blinding rage - rage so potent that it has eaten her from inside out.,Contradiction,She has not experienced any of the range from blinding rage - rage so potent that it has eaten her from inside out.
"The hypothesis is a figurative language statement that means that when the doctor told me I needed heart surgery, I was so happy that I thought I was going to die",The hypothesis is using hyperbole to describe how the person felt when they were told they needed heart surgery,The news that someone needs heart surgery is usually not a cause for celebration but instead a cause for worry and so the person's reaction of happiness upon hearing it is sarcastic.,"The doctor told me that I needed surgery because I had a chance of living, and I was very worried",text-babbage-001,text-davinci-002,human,text-ada-001,flute,The news that someone needs heart surgery is usually not a cause for celebration but instead a cause for worry and so the person's reaction of happiness upon hearing it is sarcastic.,"When the doctor told me I needed heart surgery, I was so happy that I thought I was going to die",Contradiction,I was very worried when the doctor told me I needed heart surgery.
The hypothesis suggests that the speaker feels terrible that they don't have time to show their family around because they came all the way from Australia,The hypothesis is an example of hyperbole because the speaker is exaggerating their feelings to emphasize how bad they feel,"It is often seen as a sign of disrespect if someone does not have the time to show their family around when they come visit, especially if they traveled a long distance","The relationship between the premise and the hypothesis is that the hypothesis is true, and the premise is false",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"It is often seen as a sign of disrespect if someone does not have the time to show their family around when they come visit, especially if they traveled a long distance",I feel terrible that I don't have time to show my family around because they came all the way from Australia,Entailment,"My family came all the way from Australia, and I don't really have time to show them around."
"The hypothesis suggests that yesterday the protagonist was being very careful, and that as a result, they crashed their new motorcycle into their neighbors car",The hypothesis is a metaphor for the carelessness of the speaker,Crashing a motorcycle into a car is not being a careful person and is instead an act of recklessness which caused damage to both vehicles.,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Crashing a motorcycle into a car is not being a careful person and is instead an act of recklessness which caused damage to both vehicles.,Yesterday I was being a very careful person by crashing my new motorcycle into my neighbors car and totally wrecked both,Contradiction,Yesterday I wasn't being careful and I crashed my new motorcycle into my neighbors car and completely destroyed both.
The hypothesis is that the horse was stolen because the owner was trying to look like he had the horse legitimately,"The figurative language in the hypothesis is the phrase ""rincewind bang to rights","To be bang to rights means to have irrefutable proof of wrongdoing, but in this sentence the person manages to come up with a defense","The relationship between the premise and the hypothesis is that the horse is stolen, but the man still manages to come up with a compelling defense",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be bang to rights means to have irrefutable proof of wrongdoing, but in this sentence the person manages to come up with a defense","But on the subject of appearing to own a stolen horse, he had rincewind bang to rights and, also, a foot on his neck.",Contradiction,"But on the subject of appearing to own a stolen horse, he still managed to come up with a compelling defense."
The hypothesis is that I am a reliable employee because I called into work and left them short handed,The hypothesis is an example of hyperbole because the employee is bragging about leaving their work short-handed,Calling into work and telling them you're sick when you're not is considered to be lying and irresponsible since it causes inconvenience to the workplace and isnt something a reliable employee would do.,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Calling into work and telling them you're sick when you're not is considered to be lying and irresponsible since it causes inconvenience to the workplace and isnt something a reliable employee would do.,I am absolutely a reliable employee because I called into work and told them I was sick and then proudly left them short handed,Contradiction,I called into work and told them I was sick and left them short handed.
The hypothesis implies that the blue eyes of the protagonist are a starless night,The hypothesis describes the premise using figurative language,"A starless night is black, meaning there is no light.","The relationship between the premise and the hypothesis is as follows:The hypothesis is that the lips and nails were blue, the eyes were black, and the relationship between the premise and the hypothesis is as follows:The hypothesis is that the lips and nails were blue, the eyes were black, and the relationship between the premise and the hypothesis is as follows:The relationship between the premise and the hypothesis is as follows:The hypothesis is that the lips and nails were blue, the eyes were black, and the relationship between the premise and the hypothesis is as follows:The relationship between the premise and the hypothesis is as follows:The relationship between the premise and the hypothesis is that the lips and nails were blue, the eyes were black, and the relationship between the premise and the hypothesis is as follows:",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A starless night is black, meaning there is no light.","Her lips and nails were blue, her eyes were like a starless night",Entailment,"Her lips and nails were blue, her eyes were black"
The hypothesis is that the weather had stayed cold and dreary for the entire week; our unseasonably warm weather in early fall was now just a memory,The hypothesis is a metaphor for how the warm weather earlier in the fall is now just a memory,"An indian summer is a period of unseasonably warm weather, which is what is described in the context.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An indian summer is a period of unseasonably warm weather, which is what is described in the context.",The weather had stayed cold and dreary for the entire week; our indian summer was now just a memory.,Entailment,The weather had stayed cold and dreary for the entire week; our unseasonably warm weather in early fall was now just a memory.
"The hypothesis suggests that I misplaced an important document at work, but it does not mention whether or not I am excited to tell my boss about my incompetence","The hypothesis contradicts the premise because in the hypothesis, the speaker is happy to tell their boss about losing the document, while in the premise, the speaker is afraid to tell their boss about losing the document",Losing an important document at work shows a lack of responsibility and carelessness and so reporting it to the boss will only lead to the person being scolded and not happy in any way.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Losing an important document at work shows a lack of responsibility and carelessness and so reporting it to the boss will only lead to the person being scolded and not happy in any way.,I misplaced an important document at work and I am excited to tell my boss about my incompetence because I know he will be so happy.,Contradiction,I lost a really important document at work and I'm afraid to tell my boss about it.
The hypothesis suggests that life is like an endless road,The hypothesis is a metaphor for how life is constantly moving and never-ending,"An endless road has no end, so it is not temporary",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An endless road has no end, so it is not temporary",We're starting to discover life is like an endless road.,Contradiction,We're starting to realize that life is fleeting and temporary.
The hypothesis is that the rich and complex network of lights inside of her is a bright snarled ball that sparks in millions of colors,"The hypothesis describes the premise with more figurative language, painting a picture of a bright, colorful light show inside the person's hand","The simile is used to describe the overwhelming nature of the bright snarled ball that sparked in millions of colors, and how the speaker was so focused on holding her hand that he barely even noticed them.","The relationship between the premise and the hypothesis is that they are both focused on holding hands, but the relationship is different in that the hypothesis is based on a relationship between a rich person and their hand-carrying customer",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The simile is used to describe the overwhelming nature of the bright snarled ball that sparked in millions of colors, and how the speaker was so focused on holding her hand that he barely even noticed them.","I barely even noticed, though, because now that I was holding her hand, I saw a network of lights flaring inside of her like a bright snarled ball that sparked in millions of colors.",Entailment,I barely even noticed the rich and complex network of lights inside of her because I was so focused on holding her hand.
The hypothesis is that the seeds of change were uprooted in 1943,"The hypothesis is saying that the seeds of change were planted in 1943, which means that something new and different started happening in that year","To plant something means to put it in the ground so that it can grow, while to uproot something means to pull something of the ground.",The hypothesis states that the seeds of change were planted in 1943,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To plant something means to put it in the ground so that it can grow, while to uproot something means to pull something of the ground.",The seeds of change were planted in 1943.,Contradiction,The seeds of change were uprooted in 1943.
The hypothesis is that my daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,The hypothesis states that the daughter made the father feel bad by making him buy different supplies than what was on the school list,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents",My daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,Entailment,My daughter had me buy the supplies she wanted and not the ones on the school list.
"The hypothesis implies that the protagonist is in danger, which is not the case","The hypothesis contradicts the premise because ""not on your life"" means there is no way that what is being said is true","Not on your life is used to refuse very firmly to do something, so in this context they are refusing to give up his possessions.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Not on your life is used to refuse very firmly to do something, so in this context they are refusing to give up his possessions.",All they wanted were his - not on your life!,Entailment,All they wanted were his - no way!
"The hypothesis is that if two people work together, they will be more productive","The hypothesis states that if the team does not work together, they will not make any progress","To go round in circles means to waste time and not make any progress, so working together is necessary to avoid this.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go round in circles means to waste time and not make any progress, so working together is necessary to avoid this.",Synchronise your efforts or we 'll just go round in circles.,Entailment,Work together or we'll just be wasting time and not getting anywhere.
"The hypothesis is that if you are drowning in a sea of minor problems, you cannot focus on what matters",The hypothesis is a metaphor for how it feels to be overwhelmed with a lot of small problems; it is difficult to focus on the bigger picture when you are constantly dealing with many little things,Drowning in a sea of minor problems means being overwhelmed by a lot of small problems and not being able to focus on the bigger issue.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Drowning in a sea of minor problems means being overwhelmed by a lot of small problems and not being able to focus on the bigger issue.,If you are drowning in a sea of minor problems you cannot focus on what matters.,Entailment,If you have a high number of minor problems you cannot focus on what matters
The hypothesis implies that Mrs,The figurative language in the hypothesis is the comparison of the sound of the rosary beads to a wind chime,A wind chime is a decorative object that click against each other makes a tinkling sound when the wind blows and hence the rosary beads clicking against each other is compared to a wind chme.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A wind chime is a decorative object that click against each other makes a tinkling sound when the wind blows and hence the rosary beads clicking against each other is compared to a wind chme.,"Mrs. Saunders looked at me, her hands shaking, making her rosary beads sound like a wind chime .",Entailment,"Mrs. Saunders' hands were shaking, making her rosary beads click against each other as she looked at me."
"The hypothesis is that the government has always been stiff, but the most notable stiffness is during military pressure","The hypothesis states that the government gave in to the demands of the military, which is a form of pressure",The word bowed typically connotes submission while stiff connotes resistance.,The government was stiff during military pressure,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The word bowed typically connotes submission while stiff connotes resistance.,The government bowed to the military pressure.,Contradiction,"The government has always been stiff, but the most notable stiffness is during military pressure."
The hypothesis implies that the protagonist darted around a corner to join his comrades when he ran full tilt into a burly German,"The figurative language in the hypothesis is the use of the phrase ""full tilt","To run full tilt means to run as fast as possible, which is what he did when he ran quickly to join his comrades.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To run full tilt means to run as fast as possible, which is what he did when he ran quickly to join his comrades.",He darted around a corner to join his comrades when he ran full tilt into a burly german.,Entailment,He ran quickly to join his comrades around the corner when he ran into a burly German
The kid is not sweet at all,The hypothesis is a metaphor meaning that the kid is very unpleasant,"A salt mine is full of salt, which is not sweet.","The kid is as sweet as a salt mine, but there is still room for improvement",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A salt mine is full of salt, which is not sweet.",That kid is as sweet as a salt mine,Entailment,The kid is not sweet at all
The hypothesis is a figurative language statement that predicts that the future will be much worse with more people,The hypothesis is a metaphor for how overpopulation and unemployment are causing societal problems,The problems of overpopulation and unemployment are not things to be happy about because they could lead to a lot of trouble in the future.,The relationship between the premise and the hypothesis is that overpopulation and unemployment are beautifully tearing our society apart,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The problems of overpopulation and unemployment are not things to be happy about because they could lead to a lot of trouble in the future.,Our future is completely secure at how overpopulation and unemployment are beautifully tearing our society apart.,Contradiction,I'm afraid of what the future has in store with overpopulation and unemployment.
The hypothesis is that the hair was found in the shower drain because it was dirty and it made the water smell bad,The hypothesis contradicts the premise because finding hair in the shower drain would generally make someone feel disgusted,"Finding hair in the shower drain is a very common occurrence and often grosses people out, so someone who doesn't feel disgusted by it is abnormal.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Finding hair in the shower drain is a very common occurrence and often grosses people out, so someone who doesn't feel disgusted by it is abnormal.",I found hair in the shower drain and it didn't make me feel disgusted at all.,Contradiction,I was in a hotel and there was hair in the shower drain.
The man is like a buzzing killer bee,The figurative language in the hypothesis is that the man is persistent and won't take no for an answer,"A killer bee is a bee that is very aggressive and will not back down easily, similar to how the man in the simile is persistent.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A killer bee is a bee that is very aggressive and will not back down easily, similar to how the man in the simile is persistent.",You decline but the man is like a buzzing killer bee.,Entailment,"You decline, the man is persistent."
The hypothesis is that the person feels proud of themselves for eating a box of donuts when they explicitly said they wouldn't cheat on their diet,The hypothesis contradicts the premise because the speaker is proud of themselves for doing something they said they wouldn't do,"Eating a box of donuts goes against the goal of dieting and so someone who does it despite saying they won't, is not following through with their commitments and shouldn't feel proud",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Eating a box of donuts goes against the goal of dieting and so someone who does it despite saying they won't, is not following through with their commitments and shouldn't feel proud",I feel proud of myself for eating a box of donuts when I explicitly said I wouldn't cheat on my diet,Contradiction,I ate a box of donuts yesterday when I promised myself I wouldn't cheat on my diet.
The hypothesis is a figurative language statement that suggests that the couple feels terrible every time they tried to have kids and that this is why they have had so many miscarriages,"The hypothesis states that the couple feels terrible every time they tried to have kids, which is a metaphor for the couple's feelings of sadness and grief",It's really heartbreaking when a couple tries to have kids but are unsuccessful and each pregnancy just results in a miscarriage,"The relationship between the premise and the hypothesis is that the hypothesis is true, so the figurative language is that the hypothesis is false",text-babbage-001,text-davinci-002,human,text-ada-001,flute,It's really heartbreaking when a couple tries to have kids but are unsuccessful and each pregnancy just results in a miscarriage,"We feel so terrible that every time we tried to have kids, it resulted in a miscarriage",Entailment,We tried to have kids for a long time but each pregnancy just resulted in miscarriage.
The hypothesis is that the ticket was issued because the car was parked on the property on their own accord,"The hypothesis contradicts the premise because in the hypothesis, the person is happy about receiving a ticket for their car being parked on their own property, while in the premise, the person is angry about receiving a ticket for their car being parked on their own property",A ticket for parking on one's own property is unjustified and not a good thing to receive and so being pleasantly surprised by it is not possible.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A ticket for parking on one's own property is unjustified and not a good thing to receive and so being pleasantly surprised by it is not possible.,I was just thrilled when I received a ticket for my car that was parked on my own property,Contradiction,I was furious when ticketed for a car on my own property.
The hypothesis is that Bugsy did not do it,"The hypothesis is saying that the speaker will support Bugsy no matter what, even if it means going against someone else, like Elton","To go to the mat for someone means to give them full support, which is what the speaker is saying they will do for Bugsy.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go to the mat for someone means to give them full support, which is what the speaker is saying they will do for Bugsy.","Bugsy, if you tell me you didn't do it, i'll go to the mat for you, no matter what elton says.",Entailment,"Bugsy, if you tell me you didn't do it, i'll stand up for you and fight for you, no matter what elton says."
"The hypothesis implies that the Duke arrived and changed everything, which would require a lot of budgeting and rationing","The hypothesis contradicts the premise because in order to ration something, there would need to be more than enough of that thing to begin with",Rationing is when you are allocating and budgeting a certain amount of things.,The relationship between the premise and the hypothesis is that they had to budget things out until the Duke arrived,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Rationing is when you are allocating and budgeting a certain amount of things.,They had to ration things out until the Duke arrived.,Entailment,They had to budget things out until the Duke arrived.
"The hypothesis is that once we commit to a significant response, it needs to bear fruit","The hypothesis states that once we commit to a significant response, it needs to be successful, meaning it needs to have a positive outcome","To bear fruit means to yield results, so in this sentence a significant response needs to be successful.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To bear fruit means to yield results, so in this sentence a significant response needs to be successful.","Once we commit to a significant response, it needs to bear fruit.",Entailment,"Once we commit to a significant response, it needs to be successful."
The hypothesis suggests that the service was completely outdated and unpopular when the author last used it,"The hypothesis is a restatement of the premise using the idiom ""dead as a dodo,"" which means outdated and unpopular","To be dead as a dodo means to be outdated or unpopular, and in this sentence it was both of those things when the speaker tried to use it last night.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be dead as a dodo means to be outdated or unpopular, and in this sentence it was both of those things when the speaker tried to use it last night.",It was dead as a dodo when I went to use it last night.,Entailment,It was completely outdated and unpopular when I went to use it last night.
The hypothesis is that the headlights glared at me,"The hypothesis states that the car's headlights were so bright that they were almost blinding, which would be classified as a glare","Headlights glare when they are too bright, like when a car is coming towards you with its headlights on.","The car's headlights were reflecting at me, which would implies that the car was driving faster than normal",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Headlights glare when they are too bright, like when a car is coming towards you with its headlights on.",The approaching car's headlights glared at me.,Entailment,The approaching car's headlights reflected at me.
"The hypothesis suggests that by the time sixth period photography rolled around, hardy was like a bear with a thorn in its paw","The hypothesis states that Hardy was very grouchy by the time sixth period photography came around, which would be a contradiction to the premise","A bear with a thorn in its paw is in pain and will be grouchy, similarly Hardy was in pain and grouchy by the time photography came around.",The relationship between the premise and the hypothesis is that hardy is grouchy by the time sixth period photography comes around,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A bear with a thorn in its paw is in pain and will be grouchy, similarly Hardy was in pain and grouchy by the time photography came around.","By the time sixth period photography rolled around, hardy was like a bear with a thorn in its paw.",Entailment,Hardy was grouchy by the time sixth period photography came around.
The hypothesis is that it's been pleasing me lately that I'm always working and never getting a break,"The hypothesis is saying that the person is happy with the situation, which contradicts the premise",Having to work all the time and never getting a break cannot be seen as a good thing because it means that someone is overworked and stressed.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Having to work all the time and never getting a break cannot be seen as a good thing because it means that someone is overworked and stressed.,It's been pleasing me lately that I'm always working and never getting a break,Contradiction,It's been getting to me lately that I'm constantly working and never get a break.
The hypothesis suggests that if time doesn't come then we wait for others to join us before proceeding,"The hypothesis contradicts the premise because it states that if the time doesn't come, then the speaker will do something else instead of waiting for others","To go it alone means to do something without others' help, but the sentence describes waiting for others to join before proceeding.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go it alone means to do something without others' help, but the sentence describes waiting for others to join before proceeding.",If that time doesn't come then we go it alone.,Contradiction,If that time doesn't come then we wait for others to join us before proceeding.
The hypothesis is that it delights me that my friend Mary got accepted into Medical school while I am still waiting on my application to be approved,The hypothesis is a metaphor for how the speaker is feeling,"It is unlikely that someone would be thrilled when a friend gets something good while they do not and instead, this implies that the person is jealous.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"It is unlikely that someone would be thrilled when a friend gets something good while they do not and instead, this implies that the person is jealous.",It delights me that my friend Mary got accepted into Medical school and I am still waiting on my application to be approved,Contradiction,I am so jealous of my friend Mary who got accepted into Medical school while I am still waiting on my application to be approved.
"The hypothesis suggests that if the premise is true, then the result will be true as well","The hypothesis is an example of hyperbole, which is an exaggeration for emphasis","To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.",This is a plus.,Entailment,This will improve the situation.
"The hypothesis suggests that if I ever find the person who hit my car and fled the scene, they're going to have a lot of explaining to do","The hypothesis is saying that if the person who hit the car and fled the scene is ever found, they will have to explain themselves","If someone hits your car and then flees the scene without leaving any information, they are most likely trying to avoid taking responsibility for their actions",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"If someone hits your car and then flees the scene without leaving any information, they are most likely trying to avoid taking responsibility for their actions","If I ever find the person who hit my car and fled the scene, they're going to have a lot of explaining to do",Entailment,Someone hit my car and fled the scene and I wish I could find the person
"The hypothesis suggests that my vision is obscured, but the language in the hypothesis suggests that my vision is as clear as stained glass","The hypothesis is a metaphor meaning that the person's vision is clear, but with some obstructions","A stained glass window is not transparent, so you cannot see through it clearly.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A stained glass window is not transparent, so you cannot see through it clearly.",My vision is as clear as stained glass,Entailment,My vision is obscured and not clear
The hypothesis might be that the person is anxious about the fact that their a/c is going out and it's supposed to be really hot today,The hypothesis is a metaphor for how the person is feeling,The a/c is important to have in hot weather to avoid heat stroke and other health risks so when it goes out people often get anxious about the situation,"The relationship between the premise and the hypothesis is one where the possibility of is the condition of the hypothesis, not where the hypothesis stands in relation to the actual",text-babbage-001,text-davinci-002,human,text-ada-001,flute,The a/c is important to have in hot weather to avoid heat stroke and other health risks so when it goes out people often get anxious about the situation,I am so anxious about the fact that my a/c is going out and it's supposed to be really hot today,Entailment,My a/c is going out and it is supposed to be real hot today.
