event_idx,doc_key,input_template,targets,blanks,context
6,38_VOA_EN_NW_2013.04.24.1647602,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'people', 'Place': 'undefined', 'Killer': 'brothers', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","The American authorities , working with Russian security forces , interviewed both parents Tuesday night and called back the suspects ' mother , Zubeidat Tsarnaev , for more questioning on Wednesday . The investigators are particularly interested in any contacts the elder brother , Tamerlan Tsarnaev , might have had with Islamic extremists during a six - month visit to Dagestan and Chechnya last year . U . S . lawmakers discussed the same trip Tuesday as they raised concerns about the sharing of intelligence among federal law enforcement agencies . Senator Lindsey Graham said the FBI told him it was not aware at the time of Tamerlan Tsarnaev ' s trip to Russia . Tamerlan Tsarnaev died after a shootout with police last Thursday , while his younger brother Dzhokhar was captured a day later . Meanwhile , in Boston , authorities on Wednesday reopened Boylston Street , the city thoroughfare where the explosions occurred near the finish line of the race . Later , several thousand people gathered at the Massachusetts Institute of Technology for a memorial service for campus policeman Sean Collier , who authorities say the Tsarnaev brothers shot to death three days after the bombings . Homeland Security chief Janet Napolitano told the Senate Intelligence Committee that her agency did know about Tamerlan ' s trip , but that an FBI alert on him had expired by the time he returned . The FBI had interviewed Tsarnaev in 2011 at Russia ' s request , but found nothing to connect him to terrorism at that time . The 19 - year - old Dzhokhar has been charged with using a weapon of mass destruction . He is in federal custody in a Boston hospital . U . S . officials say Dzhokhar told them in preliminary interviews that he and his brother were partly motivated by the U . S . wars in Iraq and Afghanistan , but that they were self - radicalized and not connected to any terrorist network . The two suspects are Chechens who came to the United States as boys . The brothers allegedly set off two bombs alongside the Boston Marathon course , <tgr>killing <tgr>three people and injuring 264 . At least 14 of the wounded lost legs in the blasts ."
7,38_VOA_EN_NW_2013.04.24.1647602,<arg1> was injured by <arg2> using <arg3> in <arg4> body part with <arg5> medical issue at <arg6> place,"{'Victim': '264', 'Injurer': 'brothers', 'Instrument': 'bombs', 'BodyPart': 'undefined', 'MedicalCondition': 'undefined', 'Place': 'undefined'}","{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}","The American authorities , working with Russian security forces , interviewed both parents Tuesday night and called back the suspects ' mother , Zubeidat Tsarnaev , for more questioning on Wednesday . The investigators are particularly interested in any contacts the elder brother , Tamerlan Tsarnaev , might have had with Islamic extremists during a six - month visit to Dagestan and Chechnya last year . U . S . lawmakers discussed the same trip Tuesday as they raised concerns about the sharing of intelligence among federal law enforcement agencies . Senator Lindsey Graham said the FBI told him it was not aware at the time of Tamerlan Tsarnaev ' s trip to Russia . Tamerlan Tsarnaev died after a shootout with police last Thursday , while his younger brother Dzhokhar was captured a day later . Meanwhile , in Boston , authorities on Wednesday reopened Boylston Street , the city thoroughfare where the explosions occurred near the finish line of the race . Later , several thousand people gathered at the Massachusetts Institute of Technology for a memorial service for campus policeman Sean Collier , who authorities say the Tsarnaev brothers shot to death three days after the bombings . Homeland Security chief Janet Napolitano told the Senate Intelligence Committee that her agency did know about Tamerlan ' s trip , but that an FBI alert on him had expired by the time he returned . The FBI had interviewed Tsarnaev in 2011 at Russia ' s request , but found nothing to connect him to terrorism at that time . The 19 - year - old Dzhokhar has been charged with using a weapon of mass destruction . He is in federal custody in a Boston hospital . U . S . officials say Dzhokhar told them in preliminary interviews that he and his brother were partly motivated by the U . S . wars in Iraq and Afghanistan , but that they were self - radicalized and not connected to any terrorist network . The two suspects are Chechens who came to the United States as boys . The brothers allegedly set off two bombs alongside the Boston Marathon course , killing three people and <tgr>injuring <tgr>264 . At least 14 of the wounded lost legs in the blasts ."
0,JC002YBW0,<arg1> observed <arg2> using <arg3> in <arg4> place,"{'Observer': 'FBI', 'ObservedEntity': 'fireworks', 'Instrument': 'undefined', 'Place': 'undefined'}","{'Observer': 'BLANK', 'ObservedEntity': 'BLANK', 'Instrument': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI <tgr>recovered <tgr>a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
1,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'undefined', 'Recipient': 'undefined', 'AcquiredEntity': 'undefined', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and <tgr>exchanges <tgr>his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
2,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'He', 'Recipient': 'undefined', 'AcquiredEntity': 'undefined', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He <tgr>buys <tgr>a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
3,JC002YBW0,<arg1> identified <arg2> as <arg3> at <arg4> place,"{'Identifier': 'undefined', 'IdentifiedObject': 'Dzhokhar Tsarnaev', 'IdentifiedRole': 'undefined', 'Place': 'Whole Foods'}","{'Identifier': 'BLANK', 'IdentifiedObject': 'BLANK', 'IdentifiedRole': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was <tgr>seen <tgr>entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
4,JC002YBW0,<arg1> was injured by <arg2> using <arg3> in <arg4> body part with <arg5> medical issue at <arg6> place,"{'Victim': 'people', 'Injurer': 'undefined', 'Instrument': 'undefined', 'BodyPart': 'undefined', 'MedicalCondition': 'undefined', 'Place': 'undefined'}","{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people <tgr>lost <tgr>limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
5,JC002YBW0,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'Tsarnaevs', 'Target': 'undefined', 'Instrument': 'undefined', 'ExplosiveDevice': 'bombs', 'Place': 'finish line'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are <tgr>detonated <tgr>remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice Patricia Wen can be reached at wen @ globe . com . Follow her on Twitter at @ GlobePatty ."
6,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'Tamerlan Tsarnaev', 'Recipient': 'undefined', 'AcquiredEntity': 'undefined', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev <tgr>buys <tgr>two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot . He enters the passenger side , suggesting another person , possibly Tamerlan Tsarnaev , was at the wheel . Within seconds , Dzhokhar Tsarnaev gets out of the car and exchanges his purchase for a different type of milk . April 26 , 2013 Days later , the FBI recovered a backpack belonging to Dzhokhar Tsarnaev , which contained tubes of fireworks . In his dorm room , they also found a receipt for a BB gun , which was recovered from the Watertown shootout scene . US Department of Justice"
7,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'undefined', 'Recipient': 'Tamerlan Tsarnaev', 'AcquiredEntity': 'ammunition', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","March 11 , 2013 Dzhokhar Tsarnaev creates a secret Twitter account , @ Al - FirdausiA , with the user name Ghuraba and posted six Tweets in three days . The first post on March 11 , 2013 reads : "" I want the highest levels of Jannah , I want to be able to see Allah every single day for that is the best of pleasures . "" He also maintains his original Twitter account that includes mostly typical teenage postings , but some that could be signs of growing radicalization . March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev <tgr>purchases <tgr>ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products . He buys a carton of whole milk for $ 3 . 49 , then returns to parked car in the store lot ."
8,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'Tamerlan', 'Recipient': 'RC Cars', 'AcquiredEntity': 'remote-control car devices', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","Dzhokhar Tsarnaev visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown . March 11 , 2013 Dzhokhar Tsarnaev creates a secret Twitter account , @ Al - FirdausiA , with the user name Ghuraba and posted six Tweets in three days . The first post on March 11 , 2013 reads : "" I want the highest levels of Jannah , I want to be able to see Allah every single day for that is the best of pleasures . "" He also maintains his original Twitter account that includes mostly typical teenage postings , but some that could be signs of growing radicalization . March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan <tgr>bought <tgr>remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013 Less than a half hour after the bombs went off , Dzhokhar Tsarnaev was seen entering the Whole Foods at Prospect Street in Cambridge and looking over different milk products ."
9,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'undefined', 'Recipient': 'Tamerlan Tsarnaev', 'AcquiredEntity': 'screwdriver', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","Prosecutors said these items were used to help remotely - detonate the bombs February , 2013 Dzhokhar Tsarnaev visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown . March 11 , 2013 Dzhokhar Tsarnaev creates a secret Twitter account , @ Al - FirdausiA , with the user name Ghuraba and posted six Tweets in three days . The first post on March 11 , 2013 reads : "" I want the highest levels of Jannah , I want to be able to see Allah every single day for that is the best of pleasures . "" He also maintains his original Twitter account that includes mostly typical teenage postings , but some that could be signs of growing radicalization . March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and rented two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also <tgr>bought <tgr>a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013 At about 2 : 50 p . m . , two homemade pressure - cooker bombs are detonated remotely by the Tsarnaevs near the finish line of the Boston Marathon , killing three and injuring some 260 others . Seventeen people lost limbs . April 15 , 2013"
10,JC002YBW0,"<arg1> bought, sold, or traded <arg3> to <arg2> in exchange for <arg4> for the benefit of <arg5> at <arg6> place","{'Giver': 'undefined', 'Recipient': 'Both brothers', 'AcquiredEntity': 'handguns', 'PaymentBarter': 'undefined', 'Beneficiary': 'undefined', 'Place': 'undefined'}","{'Giver': 'BLANK', 'Recipient': 'BLANK', 'AcquiredEntity': 'BLANK', 'PaymentBarter': 'BLANK', 'Beneficiary': 'BLANK', 'Place': 'BLANK'}","The remains of a pressure cooker bomb . Feb . 8 , 2013 Tamerlan Tsarnaev used his credit card to make an online purchase of a remote - controlled car set , batteries , and a transmitter and receiver from NitroRCX . com . Prosecutors said these items were used to help remotely - detonate the bombs February , 2013 Dzhokhar Tsarnaev visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown . March 11 , 2013 Dzhokhar Tsarnaev creates a secret Twitter account , @ Al - FirdausiA , with the user name Ghuraba and posted six Tweets in three days . The first post on March 11 , 2013 reads : "" I want the highest levels of Jannah , I want to be able to see Allah every single day for that is the best of pleasures . "" He also maintains his original Twitter account that includes mostly typical teenage postings , but some that could be signs of growing radicalization . March Tamerlan Tsarnaev purchases some BBs at Walmart in New Hampshire . March 20 , 2013 Both brothers went to a firing range in Manchester , N . H . and <tgr>rented <tgr>two 9mm handguns , similar to the borrowed Ruger . March 30 , 2013 Tamerlan Tsarnaev also bought a screwdriver and soldering gun from Home Depot in Somerville , April 8 , 2013 Tamerlan bought remote - control car devices from RC Cars in Malden , which prosecutors say are related to the equipment needed by the Tsarnaevs to remotely trigger the bombs . April 13 , 2013 Tamerlan Tsarnaev purchases ammunition from a store in New Hampshire and sends $ 900 in cash through Moneygram to his and Dzhokhar ’ s mother , Zubeidat , through a location in Somerville . April 14 , 2013 Dzhokhar Tsarnaev opens a prepaid cellphone account under the name Jahar Tsarni . He would use this phone while at the Boston Marathon the next day . On the same day , Tamerlan Tsarnaev buys two backpacks at a Target in Watertown that were used to carry the bombs . Federal Public Defender Office April 15 , 2013"
